100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4739.2 at 16:47 23/11/2009  Report at 19:05 Monday 23/11/2009. Processed 19:34 Monday 23/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.66,2,2.65,2.66,14,f,1.49,1.15,5.26,12.8
15.80,12.83,AGL Energy Ltd,13.86,15,13.85,13.90,54,f,6.63,6.00,3.90,3.9
5.89,3.50,Amcor Ltd,5.62,-1,5.61,5.62,34,,0.74,1.61,6.05,22.2
6.97,3.52,AMP Ltd,6.35,2,6.34,6.36,30,p,0.99,0.67,4.72,21.5
13.38,7.51,Ansell Ltd,10.26,5,10.22,10.35,28,,3.19,1.98,2.73,11.5
25.25,11.83,ANZ Banking Grp,21.90,15,21.90,21.91,102,f,1.67,10.72,4.66,12.9
3.30,2.43,APA Grp stpld,3.21,3,3.21,3.24,31,,0.52,1.18,9.66,19.8
2.774,0.866,APN News & Media,2.42,10,2.40,2.47,12,,-,-1.23,4.96,-
6.91,4.52,Argo Invest,6.80,8,6.76,6.80,27,f,-,6.26,3.97,-
5.75,3.16,Aristocrat Leisure,4.20,-6,4.20,4.21,14.5,f,-,0.35,3.45,-
1.76,0.32,Asciano Grp stpld,1.65,3,1.645,1.65,23,,-,-1.41,13.94,-
37.90,23.52,ASX Ltd,32.97,37,32.80,33.00,164.9,f,1.11,2.66,5.00,18.0
5.35,3.45,Aust Foundation,5.26,-1,5.23,5.26,21,f,0.51,4.77,3.99,49.6
1.465,0.60,Austar United,1.40,1,1.395,1.45,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.535,,0.535,0.54,10,,-,0.92,18.69,-
6.00,2.52,AXA Asia Pacific,5.84,2,5.81,5.84,18.5,p,-,0.96,3.17,-
13.49,6.228,Bank of Qld,11.26,2,11.25,11.36,52,f,1.46,6.62,4.62,14.8
12.157,5.733,Bendigo & Adelaide,8.73,3,8.71,8.73,43,f,0.60,4.03,4.93,34.1
12.19,5.815,Billabong Intl,10.10,-2,10.10,10.12,45,p,1.54,0.70,4.46,14.6
3.48,1.675,BlueScope Steel,2.87,-4,2.87,2.88,5,,-,2.46,1.74,-
0.375,0.054,Boart Longyear,0.325,0.5,0.325,0.33,2.87,,2.38,-0.10,8.83,4.8
6.40,2.29,Boral Ltd,5.91,34,5.87,5.93,13,f,1.85,4.12,2.20,24.5
8.37,4.08,Brambles Ltd,6.64,12,6.62,6.65,30,p,1.34,0.58,4.52,16.5
16.80,8.75,Brickworks Ltd,12.59,17,12.47,12.59,39,f,5.89,8.27,3.10,5.5
14.00,6.18,Caltex Aust,9.98,2,9.98,9.99,36,,0.43,10.60,3.61,64.0
30.608,8.29,Campbell Brothers,27.00,,27.00,27.03,100,p,2.02,2.73,3.70,13.4
2.17,1.415,CFS Retail Prop unt,1.955,2.5,1.95,1.97,12.5,p,-,2.02,6.39,-
4.38,0.865,Challenger FSG Ltd,4.05,-5,4.02,4.15,12.5,,-,1.81,3.09,-
10.80,8.02,Coca-Cola Amatil,10.60,13,10.55,10.60,40.5,f,1.35,1.14,3.82,19.3
68.54,46.21,Cochlear Ltd,60.69,11,60.67,61.00,175,f,1.34,2.78,2.88,26.0
56.24,24.03,C'wlth Bank  of Aust ,52.80,4,52.70,52.81,228,f,1.44,13.65,4.32,16.1
1.34,0.67,C'wlth Prop ord unt   ,0.985,,1.115,0.85,8.8,,-,1.15,8.93,-
11.32,6.11,Computershare Ltd,10.59,7,10.45,10.59,22,p,2.58,-1.95,2.08,18.7
0.614,0.244,ConnectEast stpld,0.415,,0.415,0.42,2,,-,-,4.82,-
3.44,1.71,Consolidated Media,3.11,,3.07,3.12,16.5,,3.75,0.66,5.31,5.0
9.39,4.38,Crown Ltd,8.09,-4,8.07,8.13,37,p,-,3.42,4.57,-
38.52,26.85,CSL Ltd,31.70,17,31.65,31.70,70,,2.75,7.49,2.21,16.5
2.18,0.905,CSR Ltd,1.83,-1.5,1.83,1.835,4,f,-,0.87,2.19,-
5.96,2.02,David Jones Ltd,5.78,13,5.75,5.78,28,f,1.13,1.16,4.84,18.3
0.962,0.519,Dexus Prop Grp stpld,0.85,-1,0.85,0.855,7.3,,-,1.01,8.59,-
9.24,3.01,Downer EDI Ltd,8.70,6,8.64,8.76,29,,1.88,2.18,3.33,16.0
2.319,1.28,DUET Grp forus,1.82,4,1.81,1.82,24.12,p,-,1.70,13.25,-
1.805,0.795,Fairfax Media Ltd,1.66,,1.655,1.665,2,,-,-0.37,1.20,-
18.58,3.39,Flight Centre,18.35,68,18.25,18.43,9,,4.26,1.92,0.49,47.9
5.89,4.80,Foster's Grp,5.61,9,5.60,5.63,27.25,f,0.84,0.46,4.86,24.6
1.78,0.93,Goodman Fielder,1.55,1.5,1.54,1.55,10.5,p,1.27,-0.20,6.77,11.7
0.954,0.123,Goodman Grp forus,0.61,-0.5,0.61,0.615,9.65,,-,0.84,15.82,-
0.868,0.191,GPT Grp stpld,0.625,-1,0.62,0.625,5.6,,-,0.71,8.96,-
