100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4708.2 at 16:47 24/11/2009  Report at 19:05 Tuesday 24/11/2009. Processed 19:28 Tuesday 24/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.60,-6,2.59,2.60,14,f,1.49,1.15,5.38,12.5
15.80,12.83,AGL Energy Ltd,13.80,-6,13.78,13.92,54,f,6.63,6.00,3.91,3.9
5.89,3.50,Amcor Ltd,5.69,7,5.68,5.70,34,,0.74,1.61,5.98,22.5
6.97,3.52,AMP Ltd,6.24,-11,6.24,6.27,30,p,0.99,0.67,4.81,21.1
13.38,7.51,Ansell Ltd,10.26,,10.26,10.30,28,,3.19,1.98,2.73,11.5
25.25,11.83,ANZ Banking Grp,21.89,-1,21.89,21.90,102,f,1.67,10.72,4.66,12.8
3.30,2.43,APA Grp stpld,3.28,7,3.26,3.28,31,,0.52,1.18,9.45,20.2
2.706,0.866,APN News & Media,2.43,1,2.41,2.53,12,,-,-1.23,4.94,-
6.91,4.52,Argo Invest,6.78,-2,6.78,6.79,27,f,-,6.26,3.98,-
5.75,3.16,Aristocrat Leisure,4.16,-4,4.15,4.16,14.5,f,-,0.35,3.49,-
1.76,0.32,Asciano Grp stpld,1.64,-1,1.64,1.645,23,,-,-1.41,14.02,-
37.90,23.52,ASX Ltd,32.61,-36,32.60,32.63,164.9,f,1.11,2.66,5.06,17.8
5.35,3.45,Aust Foundation,5.24,-2,5.21,5.25,21,f,0.51,4.77,4.01,49.4
1.465,0.60,Austar United,1.41,1,1.40,1.44,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.535,,0.53,0.535,10,,-,0.92,18.69,-
6.00,2.52,AXA Asia Pacific,5.80,-4,5.80,5.86,18.5,p,-,0.96,3.19,-
-,-,Babcock & Br Infr stp d,4.15,,4.11,4.19,-,,-,-,-,-
13.49,6.228,Bank of Qld,11.19,-7,11.15,11.20,52,f,1.46,6.62,4.65,14.7
12.157,5.733,Bendigo & Adelaide,8.87,14,8.75,8.91,43,f,0.60,4.03,4.85,34.6
12.19,5.815,Billabong Intl,10.17,7,10.10,10.25,45,p,1.54,0.70,4.42,14.7
3.48,1.675,BlueScope Steel,2.81,-6,2.80,2.81,5,,-,2.46,1.78,-
0.375,0.054,Boart Longyear,0.33,0.5,0.325,0.33,2.87,,2.38,-0.10,8.70,4.8
6.40,2.29,Boral Ltd,5.74,-17,5.73,5.75,13,f,1.85,4.12,2.26,23.8
8.37,4.08,Brambles Ltd,6.64,,6.63,6.72,30,p,1.34,0.58,4.52,16.5
16.80,8.75,Brickworks Ltd,12.55,-4,12.53,12.55,39,f,5.89,8.27,3.11,5.5
14.00,6.18,Caltex Aust,9.82,-16,9.82,9.92,36,,0.43,10.60,3.67,62.9
