100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4895.1 at 16:34 20/1/2010  Report at 19:05 Wednesday 20/1/2010. Processed 19:09 Wednesday 20/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.60,,2.60,2.62,14,f,1.49,1.15,5.38,12.5
15.46,12.83,AGL Energy Ltd,13.93,1,13.92,13.95,54,f,6.63,6.00,3.88,3.9
6.35,3.50,Amcor Ltd,6.11,,6.09,6.11,34,,0.74,1.61,5.56,24.2
6.97,3.52,AMP Ltd,6.43,-7,6.43,6.46,30,p,0.99,0.67,4.67,21.7
11.04,7.51,Ansell Ltd,10.27,15,10.24,10.30,28,,3.19,1.98,2.73,11.5
25.25,11.83,ANZ Banking Grp,23.27,7,23.25,23.28,102,f,1.67,10.72,4.38,13.7
3.68,2.50,APA Grp stpld,3.31,4,3.31,3.34,31,,0.52,1.18,9.37,20.4
2.61,0.866,APN News & Media,2.38,-2,2.38,2.42,12,,-,-1.23,5.04,-
7.05,4.52,Argo Invest,6.84,,6.82,6.87,27,f,-,6.33,3.95,-
5.75,3.16,Aristocrat Leisure,4.05,2,4.05,4.07,14.5,f,-,0.35,3.58,-
1.94,0.32,Asciano Grp stpld,1.84,0.5,1.835,1.855,-,,-,-1.41,-,-
37.90,23.52,ASX Ltd,35.04,60,34.93,35.15,164.9,f,1.11,2.66,4.71,19.1
5.41,3.45,Aust Foundation,5.35,-1,5.34,5.35,21,f,0.51,5.04,3.93,50.4
1.465,0.65,Austar United,1.345,1.5,1.325,1.36,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.48,-1,0.48,0.485,8,,-,0.92,16.67,-
6.72,2.52,AXA Asia Pacific,6.60,,6.58,6.62,18.5,p,-,0.96,2.80,-
13.49,6.228,Bank of Qld,11.40,5,11.36,11.47,52,f,1.46,6.62,4.56,15.0
10.44,5.733,Bendigo & Adelaide,10.33,25,10.23,10.36,43,f,0.60,4.03,4.16,40.4
12.19,5.815,Billabong Intl,11.49,-1,11.41,11.56,45,p,1.54,0.70,3.92,16.6
3.48,1.675,BlueScope Steel,3.00,-1,2.99,3.00,5,,-,2.46,1.67,-
0.41,0.054,Boart Longyear,0.39,1.5,0.39,0.395,-,,-,-0.10,-,5.7
6.40,2.29,Boral Ltd,5.78,-5,5.75,5.78,13,f,1.85,4.12,2.25,24.0
8.37,4.08,Brambles Ltd,6.77,-2,6.73,6.77,30,p,1.34,0.58,4.43,16.8
16.80,9.02,Brickworks Ltd,12.73,5,12.71,12.73,39,f,5.89,8.27,3.06,5.5
14.00,7.64,Caltex Aust,9.83,-11,9.80,9.83,-,,-,10.60,-,63.0
32.00,8.29,Campbell Brothers,30.80,-6,30.69,30.94,95,p,1.71,2.96,3.08,19.0
2.12,1.415,CFS Retail Prop unt,1.945,2.5,1.945,1.95,12.5,,-,2.02,6.43,-
4.50,0.865,Challenger FSG Ltd,4.30,11,4.20,4.30,12.5,,-,1.81,2.91,-
11.72,8.02,Coca-Cola Amatil,11.33,8,11.30,11.34,40.5,f,1.35,1.14,3.57,20.7
69.79,46.21,Cochlear Ltd,65.65,66,65.61,66.27,175,f,1.34,2.78,2.67,28.1
58.65,24.03,C'wlth Bank  of Aust ,56.56,-8,56.55,56.60,228,f,1.44,13.65,4.03,17.2
1.045,0.67,C'wlth Prop ord unt   ,0.94,,0.94,0.945,8.8,,-,1.15,9.36,-
12.64,6.41,Computershare Ltd,12.25,-15,12.22,12.34,22,p,2.58,-1.95,1.80,21.6
0.49,0.244,ConnectEast stpld,0.455,-0.5,0.455,0.46,2,,-,-,4.40,-
3.44,1.71,Consolidated Media,3.06,1,3.05,3.06,16.5,,3.75,0.66,5.39,4.9
9.39,4.56,Crown Ltd,7.71,2,7.71,7.79,37,p,-,3.42,4.80,-
38.52,28.43,CSL Ltd,31.21,-9,31.20,31.22,70,,2.75,7.49,2.24,16.2
2.18,0.905,CSR Ltd,1.97,3,1.965,1.97,4,f,-,0.87,2.03,-
5.96,2.02,David Jones Ltd,5.04,-4,5.02,5.04,28,f,1.13,1.16,5.56,16.0
0.89,0.519,Dexus Prop Grp stpld,0.825,0.5,0.82,0.825,6.15,,-,1.01,7.45,-
9.44,3.01,Downer EDI Ltd,8.70,1,8.63,8.75,29,,1.88,2.18,3.33,16.0
2.319,1.28,DUET Grp forus,1.865,0.5,1.855,1.88,20,,-,1.70,10.72,-
1.885,0.795,Fairfax Media Ltd,1.87,5,1.865,1.87,2,,-,-0.37,1.07,-
20.15,3.39,Flight Centre,19.98,98,19.60,20.00,9,,4.26,1.92,0.45,52.2
5.89,4.80,Foster's Grp,5.41,3,5.40,5.42,27.25,f,0.84,0.46,5.04,23.7
1.78,0.93,Goodman Fielder,1.59,1,1.565,1.59,10.5,p,1.27,-0.20,6.60,12.0
0.727,0.123,Goodman Grp forus,0.615,,0.615,0.62,9.65,,-,0.84,15.69,-
0.712,0.191,GPT Grp stpld,0.58,,0.58,0.585,5.6,,-,0.71,9.66,-
4.85,1.805,Harvey Norman,3.92,5,3.90,3.93,11,f,1.83,2.01,2.81,19.4
5.18,3.61,Healthscope Ltd,4.89,,4.86,4.95,21.5,f,1.34,0.06,4.40,16.9
0.145,0.085,Hutchison,0.125,-0.5,0.12,0.125,-,,-,0.11,-,-
3.83,1.63,Incitec Pivot,3.52,-7,3.50,3.54,4.4,,-,0.14,1.25,-
0.67,0.184,ING Office Fd stpld,0.625,1,0.625,0.63,6.2,,-,0.99,9.92,-
4.21,2.94,Insurance Aust Grp,3.92,5,3.91,3.94,10,f,0.93,1.16,2.55,42.1
6.68,2.112,IOOF Hldgs Ltd,6.35,-5,6.30,6.35,4,f,4.17,0.55,0.63,38.0
8.86,2.89,James Hardie Ind cdi,8.07,-29,8.07,8.13,-,,-,-0.40,-,42.7
23.71,8.48,JB Hi-Fi Ltd,22.04,30,22.00,22.09,44,f,2.01,1.21,2.00,25.0
41.70,16.15,Leighton Hldgs,38.72,-39,38.60,38.79,115,f,1.30,7.43,2.97,25.9
11.29,4.85,Lend Lease Grp stpld,9.85,38,9.80,9.94,41,f,-,4.20,4.16,-
58.80,15.00,Macq Grp Ltd,52.69,99,52.62,52.70,126,,1.93,23.72,2.39,21.7
1.71,0.95,Macq Infra stpld,1.495,4.5,1.485,1.495,12,,-,1.73,8.03,-
0.355,0.071,Macq Office unt,0.31,,0.305,0.31,3.75,,-,0.49,12.10,-
3.19,1.291,MAP Grp forus,3.10,19,3.06,3.12,21,,5.66,-,6.77,2.6
4.74,3.80,Metcash Ltd,4.38,3,4.36,4.39,25,f,1.21,0.11,5.71,14.5
19.40,12.00,Milton Corp,18.64,1,18.64,18.90,78,f,0.74,17.82,4.18,32.3
1.745,0.542,Mirvac Grp stpld,1.55,0.5,1.54,1.55,4.2,,-,1.73,2.71,-
3.98,3.47,Myer Hldgs Ltd,3.51,-3,3.49,3.52,-,,-,-,-,-
32.37,15.85,National Aust Bank,27.45,,27.45,27.48,146,f,1.80,12.66,5.32,10.4
4.59,2.08,Navitas Ltd,4.50,4,4.45,4.50,14.3,f,1.00,-0.23,3.18,31.5
18.41,8.93,News Corp b voting,17.03,4,17.02,17.13,5.14,,14.51,-0.04,0.30,22.8
14.46,8.71,Nufarm Ltd,10.50,-5,10.44,10.55,27,,1.24,3.59,2.57,31.3
3.65,1.40,OneSteel Ltd,3.37,-1,3.34,3.37,10,,2.26,1.66,2.97,14.9
26.77,10.75,Orica Ltd,25.15,28,25.05,25.15,97,p,1.50,1.71,3.86,17.3
17.94,12.34,Origin Energy,16.76,-10,16.76,16.84,50,f,15.82,8.31,2.98,2.1
41.39,21.60,Perpetual Ltd,40.14,73,39.85,40.14,100,f,0.96,3.46,2.49,41.8
6.34,2.90,Platinum Asset,5.70,20,5.55,5.71,20,f,1.12,-,3.51,25.3
6.56,3.61,Primary Health Care,5.65,2,5.65,5.74,14,f,2.05,-,2.48,19.7
4.57,0.031,Prime Infr Grp stpld,3.70,7,3.69,3.74,-,,-,-,-,-
3.06,1.38,Qantas Airways,2.91,,2.91,2.92,6,,0.93,2.25,2.06,52.0
25.70,15.01,QBE Insurance Grp,23.89,13,23.84,23.93,127,p,1.68,5.17,5.32,11.2
12.09,9.10,Ramsay Health Care,11.87,7,11.85,11.89,38,f,1.35,0.09,3.20,23.1
25.60,15.50,Reece Aust Ltd,24.50,-50,23.60,24.85,51,f,1.90,5.35,2.08,25.3
6.67,4.46,ResMed Inc cdi 10:1,5.81,14,5.76,5.81,-,,-,1.75,-,24.3
7.03,2.02,Seek Ltd,6.51,5,6.46,6.54,9.2,f,2.04,0.51,1.41,34.6
7.09,5.03,Seven Network   ,6.87,32,6.86,6.88,34,f,0.19,7.27,4.95,107.7
29.15,14.44,Sims Metal Mgmt,23.57,-41,23.41,23.60,38,f,-,8.09,1.61,-
15.64,9.96,Sonic Healthcare,14.20,1,14.14,14.22,57,p,0.82,-1.72,4.01,30.3
14.035,7.018,Soul Pattinson,13.90,5,13.74,13.93,32,f,14.57,10.91,2.30,3.0
1.119,0.725,SP AusNet stpld,0.875,2.5,0.875,0.88,9.92,p,0.81,0.91,11.34,10.9
1.47,0.83,Spark Infrastructure stpld,1.335,1.5,1.335,1.34,15.98,,0.47,1.70,11.97,17.8
4.19,1.955,Stockland stpld,3.90,4,3.89,3.92,34,,-,3.61,8.72,-
9.59,4.36,Suncorp-Metway,9.10,11,9.05,9.12,40,f,0.79,5.11,4.40,28.8
7.70,6.05,Tabcorp Hldgs Ltd,7.19,-2,7.18,7.25,65,f,1.43,-0.02,9.04,7.7
2.97,2.33,Tatts Grp Ltd,2.42,1,2.42,2.43,21,f,1.04,-0.56,8.68,11.1
3.84,2.93,Telstra Corp,3.35,2,3.34,3.35,28,f,1.18,0.32,8.36,10.2
1.745,0.615,Ten Network Hldgs,1.69,2,1.675,1.70,2,,-,-0.35,1.18,-
9.33,4.38,Toll Hldgs Ltd,9.26,25,9.15,9.26,25,f,1.60,1.58,2.70,23.2
1.94,0.12,TPG Telecom Ltd,1.85,9,1.84,1.87,2,f,1.30,-0.01,1.08,71.2
4.80,1.52,Transfield Services,4.04,,4.03,4.08,12,f,-,0.02,2.97,-
2.573,1.03,Transpacific Indust,1.385,2.5,1.36,1.39,-,,-,-3.39,-,-
5.64,3.51,Transurban stpld,5.55,2,5.50,5.56,23,,-,2.79,4.14,-
15.97,6.64,UGL Ltd,13.30,-10,13.25,13.35,64,f,1.36,-0.82,4.81,15.3
0.635,0.127,Virgin Blue Hldgs,0.63,3.5,0.625,0.63,-,,-,0.50,-,-
32.16,14.81,Wesfarmers Ltd,30.67,5,30.57,30.80,110,f,1.45,3.14,3.59,19.2
8.48,3.62,West Aust News,7.93,19,7.63,7.95,33,f,1.28,-,4.16,18.8
14.33,8.68,Westfield Grp stpld,12.58,10,12.57,12.60,100.25,,-,11.02,7.97,-
27.57,14.40,Westpac Banking,25.48,-22,25.48,25.50,116,f,1.08,7.89,4.55,20.3
30.57,24.36,Woolworths Ltd,27.51,1,27.50,27.53,104,f,1.45,1.54,3.78,18.3
31.79,11.60,WorleyParsons Ltd,24.48,-28,24.40,24.50,93,f,1.73,-0.03,3.80,15.2
7.45,3.10,Wotif Com Hldgs,7.00,15,6.98,7.12,17.5,f,1.19,-0.08,2.50,33.5
