100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4520.7 at 16:38 9/2/2010  Report at 19:05 Tuesday 9/2/2010. Processed 19:27 Tuesday 9/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.49,1,2.45,2.54,14,f,1.49,1.15,5.62,12.0
15.46,12.83,AGL Energy Ltd,13.73,-5,13.70,13.74,54,f,6.63,6.00,3.93,3.8
6.35,3.50,Amcor Ltd,5.97,-5,5.96,6.00,34,,0.74,1.61,5.70,23.6
6.97,3.52,AMP Ltd,6.25,,6.20,6.25,30,p,0.99,0.67,4.80,21.1
10.98,7.51,Ansell Ltd,10.11,-12,10.02,10.11,28,,3.19,1.98,2.77,11.3
25.25,11.83,ANZ Banking Grp,20.57,-40,20.55,20.59,102,f,1.67,10.72,4.96,12.1
3.68,2.50,APA Grp stpld,3.20,,3.19,3.21,31,,0.52,1.18,9.69,19.8
2.61,0.866,APN News & Media,2.25,-2,2.23,2.35,12,,-,-1.23,5.33,-
7.05,4.52,Argo Invest,6.63,6,6.59,6.63,25,f,-,6.56,3.77,-
5.75,3.16,Aristocrat Leisure,4.43,3,4.35,4.45,14.5,f,-,0.35,3.27,-
1.94,0.32,Asciano Grp stpld,1.685,1.5,1.68,1.69,-,,-,-1.41,-,-
37.90,24.57,ASX Ltd,35.15,-17,35.09,35.16,164.9,f,1.11,2.66,4.69,19.2
5.41,3.45,Aust Foundation,5.02,-8,5.02,5.05,21,f,0.43,5.04,4.18,56.2
1.465,0.65,Austar United,1.225,0.5,1.135,1.225,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.455,1,0.45,0.455,8,,-,0.92,17.58,-
6.72,2.52,AXA Asia Pacific,6.35,-10,6.32,6.36,18.5,p,-,0.96,2.91,-
13.49,6.228,Bank of Qld,10.17,-13,10.15,10.18,52,f,1.46,6.62,5.11,13.4
10.44,5.733,Bendigo & Adelaide,9.77,-2,9.61,9.81,43,f,0.60,4.03,4.40,38.2
12.19,5.815,Billabong Intl,10.30,-3,10.25,10.50,45,p,1.54,0.70,4.37,14.9
3.48,1.675,BlueScope Steel,2.59,-1,2.58,2.59,5,,-,2.46,1.93,-
0.41,0.054,Boart Longyear,0.325,-1,0.325,0.33,-,,-,-0.10,-,4.8
6.40,2.29,Boral Ltd,5.48,,5.46,5.53,13,f,1.85,4.12,2.37,22.7
8.37,4.08,Brambles Ltd,6.65,-9,6.63,6.65,30,p,1.34,0.58,4.51,16.6
16.80,9.02,Brickworks Ltd,12.15,5,12.10,12.15,39,f,5.89,8.27,3.21,5.3
14.00,8.01,Caltex Aust,8.96,-1,8.88,8.97,-,,-,10.60,-,57.4
32.00,8.29,Campbell Brothers,27.19,9,27.19,27.30,95,p,1.71,2.96,3.49,16.8
2.12,1.415,CFS Retail Prop unt,1.88,,1.87,1.89,12.5,,-,2.02,6.65,-
4.50,0.865,Challenger FSG Ltd,3.57,-12,3.54,3.58,12.5,,-,1.81,3.50,-
11.72,8.02,Coca-Cola Amatil,10.71,4,10.69,10.73,40.5,f,1.35,1.14,3.78,19.5
69.79,46.21,Cochlear Ltd,63.55,216,63.40,63.61,175,f,1.34,2.78,2.75,27.2
58.65,26.43,C'wlth Bank  of Aust ,52.72,-5,52.66,52.74,228,f,1.44,13.65,4.32,16.0
1.045,0.675,C'wlth Prop ord unt   ,0.925,-0.5,0.925,0.935,8.8,,-,1.15,9.51,-
12.64,6.82,Computershare Ltd,11.95,12,11.83,11.97,22,p,2.58,-1.95,1.84,21.1
0.49,0.244,ConnectEast stpld,0.42,-1,0.42,0.425,2,,-,-,4.76,-
3.44,1.72,Consolidated Media,3.04,1,3.02,3.10,16.5,,3.75,0.66,5.43,4.9
9.39,4.56,Crown Ltd,7.65,-13,7.59,7.70,37,p,-,3.42,4.84,-
38.52,28.43,CSL Ltd,31.55,31,31.52,31.60,70,,2.75,7.49,2.22,16.4
2.18,0.905,CSR Ltd,1.665,-0.5,1.65,1.67,4,f,-,0.87,2.40,-
5.96,2.02,David Jones Ltd,4.74,13,4.73,4.75,28,f,1.13,1.16,5.91,15.0
0.89,0.519,Dexus Prop Grp stpld,0.83,1,0.83,0.835,6.15,,-,1.01,7.41,-
9.44,3.26,Downer EDI Ltd,7.87,-8,7.87,7.94,29,,1.88,2.18,3.68,14.5
2.251,1.28,DUET Grp forus,1.74,-0.5,1.74,1.765,20,,-,1.70,11.49,-
1.885,0.795,Fairfax Media Ltd,1.705,0.5,1.69,1.705,2,,-,-0.37,1.17,-
20.15,3.39,Flight Centre,18.49,12,18.25,18.64,9,,4.26,1.92,0.49,48.3
5.89,4.80,Foster's Grp,5.51,-2,5.50,5.52,27.25,f,0.84,0.46,4.95,24.2
1.78,0.93,Goodman Fielder,1.485,-3,1.47,1.495,10.5,p,1.27,-0.20,7.07,11.2
0.71,0.123,Goodman Grp forus,0.58,1,0.575,0.58,9.65,,-,0.84,16.64,-
0.71,0.191,GPT Grp stpld,0.57,-1,0.57,0.575,5.6,,-,0.71,9.82,-
4.85,1.805,Harvey Norman,3.71,2,3.68,3.71,11,f,1.83,2.01,2.96,18.4
5.18,3.61,Healthscope Ltd,4.63,-5,4.61,4.64,21.5,f,1.34,0.06,4.64,16.0
0.14,0.085,Hutchison,0.12,,0.12,0.125,-,,-,0.11,-,-
3.83,1.895,Incitec Pivot,3.35,6,3.34,3.39,4.4,,-,0.14,1.31,-
0.67,0.184,ING Office Fd stpld,0.575,,0.57,0.58,6.2,,-,0.99,10.78,-
4.21,2.94,Insurance Aust Grp,3.87,3,3.84,3.88,10,f,0.93,1.16,2.58,41.5
1.71,0.95,Intoll Grp stpld,1.175,-2.5,1.175,1.185,12,,-,1.73,10.21,-
6.68,2.112,IOOF Hldgs Ltd,5.10,-12,5.08,5.13,4,f,4.17,0.55,0.78,30.5
8.86,2.89,James Hardie Ind cdi,7.59,4,7.54,7.68,-,,-,-0.40,-,40.2
23.71,9.53,JB Hi-Fi Ltd,19.32,25,19.31,19.45,62,f,1.67,1.71,3.21,18.7
41.70,16.90,Leighton Hldgs,35.99,-59,35.90,36.01,115,f,1.30,7.43,3.20,24.1
11.29,4.85,Lend Lease Grp stpld,9.20,1,9.20,9.24,41,f,-,4.20,4.46,-
58.80,15.00,Macq Grp Ltd,47.28,-307,47.25,47.30,126,,1.93,23.72,2.66,19.4
0.355,0.071,Macq Office unt,0.285,-0.5,0.285,0.29,3.75,,-,0.49,13.16,-
3.19,1.291,MAP Grp forus,2.88,1,2.82,2.88,21,,5.66,-,7.29,2.4
4.74,3.80,Metcash Ltd,4.14,-2,4.14,4.20,25,f,1.21,0.11,6.04,13.7
19.40,12.00,Milton Corp,17.99,-11,17.86,17.99,70,f,0.64,18.37,3.89,40.2
1.745,0.542,Mirvac Grp stpld,1.445,1,1.42,1.45,4.2,,-,1.73,2.91,-
3.98,3.12,Myer Hldgs Ltd,3.25,6,3.23,3.25,-,,-,-,-,-
32.37,15.85,National Aust Bank,25.12,-35,25.10,25.15,146,f,1.80,12.66,5.81,9.6
5.06,2.13,Navitas Ltd,4.62,-7,4.59,4.64,16.9,f,0.99,-0.25,3.66,27.5
18.41,8.93,News Corp b voting,17.14,-21,17.10,17.26,5.14,,14.51,0.45,0.30,23.0
14.46,8.71,Nufarm Ltd,9.60,1,9.60,9.64,27,,1.24,3.59,2.81,28.7
3.65,1.40,OneSteel Ltd,3.10,-5,3.10,3.12,10,,2.26,1.66,3.23,13.7
26.77,11.80,Orica Ltd,23.86,-18,23.81,23.89,97,p,1.50,1.71,4.07,16.4
17.94,12.51,Origin Energy,15.98,-3,15.95,16.00,50,f,15.82,8.31,3.13,2.0
41.39,21.60,Perpetual Ltd,33.99,-25,33.87,33.99,100,f,0.96,3.46,2.94,35.4
6.34,2.90,Platinum Asset,5.20,-3,5.14,5.21,20,f,1.12,-,3.85,23.1
9.15,3.268,Premier Invest,8.02,-2,7.99,8.05,35,f,1.78,2.07,4.36,12.8
6.56,3.61,Primary Health Care,5.52,3,5.47,5.54,14,f,2.05,-,2.54,19.3
4.57,0.031,Prime Infr Grp stpld,3.45,-10,3.44,3.49,-,,-,-,-,-
3.06,1.38,Qantas Airways,2.80,-4,2.79,2.80,6,,0.93,2.25,2.14,50.0
25.70,15.01,QBE Insurance Grp,22.17,2,22.17,22.25,127,p,1.68,5.17,5.73,10.4
12.49,9.10,Ramsay Health Care,11.82,-8,11.70,11.90,38,f,1.35,0.09,3.21,23.0
25.60,15.50,Reece Aust Ltd,24.50,7,24.50,24.99,51,f,1.90,5.35,2.08,25.3
6.58,4.46,ResMed Inc cdi 10:1,6.25,-14,6.25,6.30,-,,-,1.75,-,26.1
7.03,2.02,Seek Ltd,6.14,-2,6.09,6.17,9.2,f,2.04,0.51,1.50,32.7
7.09,5.03,Seven Network   ,6.80,-8,6.59,6.95,34,f,0.19,7.27,5.00,106.6
29.15,14.97,Sims Metal Mgmt,20.51,-20,20.17,20.52,38,f,-,8.09,1.85,-
2.94,2.25,Singapore Tel cdi,2.43,6,2.37,2.45,10.69,,1.94,0.61,4.40,11.7
15.64,9.96,Sonic Healthcare,14.70,11,14.57,14.71,57,p,0.82,-1.72,3.88,31.3
14.50,7.018,Soul Pattinson,13.06,-19,13.06,13.25,32,f,14.57,10.91,2.45,2.8
1.119,0.725,SP AusNet stpld,0.88,-2.5,0.88,0.885,9.92,p,0.81,0.91,11.27,10.9
1.445,0.83,Spark Infrastructure stpld,1.28,-3,1.275,1.29,15.98,,0.47,1.70,12.48,17.1
4.19,1.955,Stockland stpld,3.90,5,3.87,3.92,34,,-,3.61,8.72,-
9.59,4.36,Suncorp-Metway,8.94,-13,8.88,8.95,40,f,0.79,5.11,4.47,28.3
7.70,6.05,Tabcorp Hldgs Ltd,6.74,-41,6.73,6.78,60,f,1.44,-1.53,8.90,7.8
2.93,2.19,Tatts Grp Ltd,2.34,6,2.34,2.35,21,f,1.04,-0.56,8.97,10.7
3.84,2.93,Telstra Corp,3.35,-1,3.35,3.36,28,f,1.18,0.32,8.36,10.2
1.745,0.615,Ten Network Hldgs,1.665,0.5,1.665,1.68,2,,-,-0.35,1.20,-
9.33,4.38,Toll Hldgs Ltd,8.49,15,8.45,8.50,25,f,1.60,1.58,2.94,21.3
4.80,1.52,Transfield Services,3.75,-3,3.70,3.77,12,,-,0.02,3.20,-
5.64,3.51,Transurban stpld,5.21,1,5.15,5.24,23,,-,2.79,4.41,-
15.97,6.64,UGL Ltd,13.26,,13.20,13.33,64,f,1.36,-0.82,4.83,15.2
0.655,0.127,Virgin Blue Hldgs,0.57,0.5,0.565,0.57,-,,-,0.50,-,-
32.16,14.97,Wesfarmers Ltd,27.73,42,27.68,27.80,110,f,1.45,3.14,3.97,17.3
8.48,3.62,West Aust News,7.00,1,6.89,7.10,33,f,1.28,-,4.71,16.6
14.33,8.68,Westfield Grp stpld,12.23,5,12.23,12.24,100.25,,-,11.02,8.20,-
27.57,15.47,Westpac Banking,22.88,-37,22.86,22.96,116,f,1.08,7.89,5.07,18.3
30.57,24.36,Woolworths Ltd,25.31,-21,25.31,25.45,104,f,1.45,1.54,4.11,16.8
31.79,11.92,WorleyParsons Ltd,22.70,1,22.50,22.72,93,f,1.73,-0.03,4.10,14.1
7.45,3.10,Wotif Com Hldgs,6.46,16,6.46,6.49,17.5,f,1.19,-0.08,2.71,30.9
