100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4942.2 at 16:42 8/1/2010  Report at 19:05 Friday 8/1/2010. Processed 19:30 Friday 8/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.63,-2,2.63,2.64,14,f,1.49,1.15,5.32,12.6
15.46,12.83,AGL Energy Ltd,14.14,-6,14.13,14.16,54,f,6.63,6.00,3.82,3.9
6.34,3.50,Amcor Ltd,6.16,9,6.15,6.16,34,,0.74,1.61,5.52,24.3
6.97,3.52,AMP Ltd,6.43,-6,6.42,6.44,30,p,0.99,0.67,4.67,21.7
11.31,7.51,Ansell Ltd,10.70,-17,10.55,10.87,28,,3.19,1.98,2.62,12.0
25.25,11.83,ANZ Banking Grp,22.25,13,22.24,22.26,102,f,1.67,10.72,4.58,13.1
3.68,2.50,APA Grp stpld,3.54,-6,3.51,3.60,31,,0.52,1.18,8.76,21.9
2.61,0.866,APN News & Media,2.34,-8,2.33,2.36,12,,-,-1.23,5.13,-
6.91,4.52,Argo Invest,6.90,6,6.86,6.90,27,f,-,6.33,3.91,-
5.75,3.16,Aristocrat Leisure,4.05,-7,4.04,4.06,14.5,f,-,0.35,3.58,-
1.94,0.32,Asciano Grp stpld,1.895,-1.5,1.895,1.90,-,,-,-1.41,-,-
37.90,23.52,ASX Ltd,35.31,75,35.27,35.49,164.9,f,1.11,2.66,4.67,19.3
5.35,3.45,Aust Foundation,5.34,8,5.32,5.34,21,f,0.51,4.86,3.93,50.3
1.465,0.65,Austar United,1.34,0.5,1.33,1.35,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.525,-0.5,0.525,0.53,8,,-,0.92,15.24,-
6.72,2.52,AXA Asia Pacific,6.69,,6.68,6.70,18.5,p,-,0.96,2.77,-
13.49,6.228,Bank of Qld,11.70,28,11.65,11.73,52,f,1.46,6.62,4.44,15.4
10.349,5.733,Bendigo & Adelaide,9.81,12,9.80,9.85,43,f,0.60,4.03,4.38,38.3
12.19,5.815,Billabong Intl,11.55,58,11.30,11.59,45,p,1.54,0.70,3.90,16.7
3.48,1.675,BlueScope Steel,3.24,1,3.23,3.25,5,,-,2.46,1.54,-
0.41,0.054,Boart Longyear,0.395,1,0.39,0.395,-,,-,-0.10,-,5.8
6.40,2.29,Boral Ltd,5.86,-14,5.86,5.89,13,f,1.85,4.12,2.22,24.3
8.37,4.08,Brambles Ltd,7.04,2,7.00,7.05,30,p,1.34,0.58,4.26,17.5
16.80,9.02,Brickworks Ltd,12.50,1,12.45,12.50,39,f,5.89,8.27,3.12,5.4
14.00,7.21,Caltex Aust,9.22,-5,9.22,9.25,-,,-,10.60,-,59.1
31.91,8.29,Campbell Brothers,31.91,11,31.33,31.94,95,p,1.71,2.96,2.98,19.7
2.12,1.415,CFS Retail Prop unt,1.89,-2.5,1.885,1.90,12.5,,-,2.02,6.61,-
4.50,0.865,Challenger FSG Ltd,4.37,7,4.36,4.44,12.5,,-,1.81,2.86,-
11.72,8.02,Coca-Cola Amatil,11.29,18,11.29,11.30,40.5,f,1.35,1.14,3.59,20.6
69.79,46.21,Cochlear Ltd,66.41,-9,66.20,67.37,175,f,1.34,2.78,2.64,28.4
56.47,24.03,C'wlth Bank  of Aust ,56.16,72,56.10,56.17,228,f,1.44,13.65,4.06,17.1
1.165,0.67,C'wlth Prop ord unt   ,0.965,,0.965,0.97,8.8,,-,1.15,9.12,-
11.62,6.41,Computershare Ltd,11.51,21,11.44,11.59,22,p,2.58,-1.95,1.91,20.3
0.536,0.244,ConnectEast stpld,0.46,,0.46,0.465,2,,-,-,4.35,-
3.44,1.71,Consolidated Media,3.07,7,3.03,3.08,16.5,,3.75,0.66,5.37,5.0
9.39,4.56,Crown Ltd,7.70,-4,7.69,7.71,37,p,-,3.42,4.81,-
38.52,28.43,CSL Ltd,32.11,6,32.08,32.13,70,,2.75,7.49,2.18,16.7
2.18,0.905,CSR Ltd,1.92,-0.5,1.91,1.92,4,f,-,0.87,2.08,-
5.96,2.02,David Jones Ltd,5.17,4,5.16,5.18,28,f,1.13,1.16,5.42,16.4
0.89,0.519,Dexus Prop Grp stpld,0.85,,0.85,0.855,6.15,,-,1.01,7.24,-
9.35,3.01,Downer EDI Ltd,9.07,7,9.01,9.11,29,,1.88,2.18,3.20,16.7
2.319,1.28,DUET Grp forus,1.86,0.5,1.85,1.875,20,,-,1.70,10.75,-
1.805,0.795,Fairfax Media Ltd,1.72,-2.5,1.715,1.73,2,,-,-0.37,1.16,-
18.86,3.39,Flight Centre,17.93,12,17.90,17.94,9,,4.26,1.92,0.50,46.8
5.89,4.80,Foster's Grp,5.39,-1,5.37,5.40,27.25,f,0.84,0.46,5.06,23.6
1.78,0.93,Goodman Fielder,1.585,-0.5,1.575,1.59,10.5,p,1.27,-0.20,6.62,11.9
0.926,0.123,Goodman Grp forus,0.645,-0.5,0.645,0.65,9.65,,-,0.84,14.96,-
0.79,0.191,GPT Grp stpld,0.605,-1,0.605,0.61,5.6,,-,0.71,9.26,-
4.85,1.805,Harvey Norman,3.88,-7,3.88,3.89,11,f,1.83,2.01,2.84,19.2
5.18,3.61,Healthscope Ltd,5.02,7,5.00,5.04,21.5,f,1.34,0.06,4.28,17.4
0.145,0.085,Hutchison,0.135,0.5,0.135,0.14,-,,-,0.11,-,-
3.80,1.63,Incitec Pivot,3.71,-7,3.70,3.72,4.4,,-,0.14,1.19,-
0.603,0.057,ING Industrial Fd unt,0.50,,0.495,0.50,5.3,,-,0.96,10.60,-
0.705,0.184,ING Office Fd stpld,0.63,0.5,0.63,0.635,6.2,,-,0.99,9.84,-
4.21,2.94,Insurance Aust Grp,4.11,5,4.05,4.11,10,f,0.93,1.16,2.43,44.1
6.35,2.112,IOOF Hldgs Ltd,6.30,24,6.24,6.30,4,f,4.17,0.55,0.63,37.7
8.59,2.89,James Hardie Ind cdi,8.29,-1,8.22,8.41,-,,-,-0.40,-,43.9
23.71,8.48,JB Hi-Fi Ltd,21.68,33,21.65,21.72,44,f,2.01,1.21,2.03,24.6
40.24,16.15,Leighton Hldgs,39.78,-17,39.64,39.98,115,f,1.30,7.43,2.89,26.6
11.29,4.85,Lend Lease Grp stpld,9.99,-5,9.96,9.99,41,f,-,4.20,4.10,-
58.80,15.00,Macq Grp Ltd,48.90,41,48.73,49.00,126,,1.93,23.72,2.58,20.1
1.77,0.95,Macq Infra stpld,1.495,2.5,1.485,1.495,12,,-,1.73,8.03,-
0.355,0.071,Macq Office unt,0.315,,0.315,0.32,3.75,,-,0.49,11.90,-
3.19,1.291,MAP Grp forus,3.08,1,3.06,3.09,21,,5.66,-,6.82,2.6
4.74,3.80,Metcash Ltd,4.44,5,4.41,4.44,25,f,1.21,0.11,5.63,14.7
18.97,12.00,Milton Corp,18.95,35,18.65,18.94,78,f,0.74,17.82,4.12,32.8
1.745,0.542,Mirvac Grp stpld,1.635,0.5,1.635,1.64,4.2,,-,1.73,2.57,-
15.17,5.80,Monadelphous Grp,15.00,8,15.00,15.17,74,f,1.18,1.40,4.93,17.1
3.98,3.59,Myer Hldgs Ltd,3.60,-2,3.59,3.61,-,,-,-,-,-
32.37,15.85,National Aust Bank,26.90,-9,26.90,26.96,146,f,1.80,12.66,5.43,10.2
4.35,2.01,Navitas Ltd,4.15,-5,4.14,4.19,14.3,f,1.00,-0.23,3.45,29.0
18.41,8.93,News Corp b voting,17.83,-13,17.81,17.95,5.14,,14.51,-0.04,0.29,23.9
14.46,8.71,Nufarm Ltd,10.75,5,10.72,10.79,27,,1.24,3.59,2.51,32.1
3.58,1.40,OneSteel Ltd,3.48,-3,3.47,3.49,10,,2.26,1.66,2.87,15.4
26.77,10.75,Orica Ltd,26.10,-20,26.05,26.11,97,p,1.50,1.71,3.72,18.0
17.94,12.34,Origin Energy,17.66,11,17.65,17.67,50,f,15.82,8.31,2.83,2.2
41.39,21.60,Perpetual Ltd,38.29,94,38.03,38.35,100,f,0.96,3.46,2.61,39.9
6.34,2.90,Platinum Asset,5.76,5,5.64,5.77,20,f,1.12,-,3.47,25.6
6.56,3.61,Primary Health Care,5.84,2,5.82,5.87,14,f,2.05,-,2.40,20.4
4.57,0.031,Prime Infr Grp stpld,3.86,-3,3.85,3.89,-,,-,-,-,-
3.06,1.38,Qantas Airways,2.96,6,2.95,2.97,6,,0.93,2.25,2.03,52.9
26.05,15.01,QBE Insurance Grp,24.77,27,24.70,24.79,127,p,1.68,5.17,5.13,11.6
12.09,8.95,Ramsay Health Care,11.07,-7,10.98,11.24,38,f,1.35,0.09,3.43,21.6
25.60,15.50,Reece Aust Ltd,23.97,-3,23.50,24.50,51,f,1.90,5.35,2.13,24.7
6.67,4.46,ResMed Inc cdi 10:1,5.75,7,5.71,5.76,-,,-,1.75,-,24.0
7.03,2.02,Seek Ltd,6.79,-7,6.78,6.81,9.2,f,2.04,0.51,1.35,36.1
29.15,14.44,Sims Metal Mgmt,24.43,-5,24.25,24.48,38,f,-,8.09,1.56,-
15.64,9.96,Sonic Healthcare,14.77,-8,14.77,15.02,57,p,0.82,-1.72,3.86,31.5
14.035,7.018,Soul Pattinson,13.67,-18,13.68,13.75,32,f,14.57,10.91,2.34,2.9
1.119,0.725,SP AusNet stpld,0.92,2.5,0.91,0.92,9.92,p,0.81,0.91,10.78,11.4
1.47,0.83,Spark Infrastructure stpld,1.425,2,1.42,1.425,15.98,,0.47,1.70,11.21,19.1
4.19,1.955,Stockland stpld,4.06,6,4.05,4.07,34,,-,3.61,8.37,-
9.59,4.36,Suncorp-Metway,8.77,5,8.72,8.78,40,f,0.79,5.11,4.56,27.7
7.70,6.05,Tabcorp Hldgs Ltd,7.09,1,7.07,7.10,65,f,1.43,-0.02,9.17,7.6
2.97,2.33,Tatts Grp Ltd,2.45,,2.45,2.46,21,f,1.04,-0.56,8.57,11.2
3.84,2.93,Telstra Corp,3.38,6,3.37,3.38,28,f,1.18,0.32,8.28,10.3
1.68,0.615,Ten Network Hldgs,1.67,3,1.66,1.675,2,,-,-0.35,1.20,-
9.07,4.38,Toll Hldgs Ltd,9.00,6,8.94,9.01,25,f,1.60,1.58,2.78,22.5
4.80,1.52,Transfield Services,4.32,-4,4.31,4.35,12,f,-,0.02,2.78,-
3.054,1.03,Transpacific Indust,1.38,-7,1.375,1.41,-,,-,-3.39,-,-
5.64,3.51,Transurban stpld,5.55,,5.52,5.55,23,,-,2.79,4.14,-
15.97,6.64,UGL Ltd,14.50,-20,14.43,14.65,64,f,1.36,-0.82,4.41,16.6
