100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4907.2 at 16:34 29/3/2010  Report at 19:06 Monday 29/3/2010. Processed 19:25 Monday 29/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.84,Adelaide Brighton,2.62,1,2.60,2.63,13.5,f,1.51,1.21,5.15,12.8
15.46,13.07,AGL Energy Ltd,15.16,-2,15.15,15.18,57,f,0.47,6.21,3.76,56.1
6.42,4.07,Amcor Ltd,6.31,-6,6.27,6.33,29.5,,0.71,2.25,4.68,30.2
6.97,4.55,AMP Ltd,6.31,-3,6.27,6.31,30,p,1.24,0.80,4.75,17.0
12.87,7.58,Ansell Ltd,12.43,-13,12.41,12.50,29,,2.82,1.92,2.33,15.2
25.72,14.90,ANZ Banking Grp,25.43,-2,25.35,25.44,102,f,1.67,10.72,4.01,14.9
3.68,2.60,APA Grp stp,3.49,3,3.45,3.50,31.75,,0.79,-,9.10,14.0
2.61,1.09,APN News & Media,2.32,1,2.30,2.34,4,f,4.17,-0.78,1.72,13.9
7.05,5.21,Argo Invest,6.40,-2,6.40,6.44,25,f,-,6.26,3.91,-
5.75,3.24,Aristocrat Leisure,4.57,-8,4.56,4.59,4.5,,-,0.07,0.98,-
1.94,0.64,Asciano Grp stp,1.855,-0.5,1.845,1.86,-,,-,0.10,-,-
37.90,28.80,ASX Ltd,35.28,-32,35.25,35.28,163.6,f,1.10,3.19,4.64,19.5
5.41,4.13,Aust Foundation,5.03,,5.02,5.03,21,f,0.43,4.76,4.17,56.3
1.465,0.665,Austar United,1.175,1.5,1.17,1.18,-,,-,-0.31,-,25.0
0.585,0.243,Australand Prop stp,0.515,-0.5,0.515,0.52,8,,-,0.68,15.53,-
6.72,3.25,AXA Asia Pacific,6.35,1,6.33,6.36,18.5,p,1.89,1.12,2.91,18.2
13.49,7.384,Bank of Qld,11.81,4,11.79,11.86,52,f,1.46,6.62,4.40,15.6
10.48,5.901,Bendigo & Adelaide,10.00,-1,9.97,10.01,43,f,0.83,5.16,4.30,28.1
12.19,7.64,Billabong Intl,11.24,-5,11.14,11.45,36,p,1.59,0.84,3.20,19.7
3.48,1.812,BlueScope Steel,2.93,3,2.93,2.94,5,,-,2.47,1.71,-
0.41,0.085,Boart Longyear,0.305,,0.305,0.31,-,,-,0.14,-,-
6.40,3.45,Boral Ltd,5.64,-6,5.62,5.68,12.5,f,1.82,4.23,2.22,24.8
8.37,4.74,Brambles Ltd,7.35,-4,7.32,7.36,25,p,1.38,0.66,3.40,21.3
16.80,9.85,Brickworks Ltd,12.85,-5,12.85,12.89,39.5,f,2.54,9.06,3.07,12.8
14.00,8.01,Caltex Aust,11.25,-11,11.19,11.28,25,f,4.65,10.48,2.22,9.7
32.00,11.955,Campbell Brothers,29.20,10,29.00,29.20,95,p,1.71,2.96,3.25,18.0
5.86,3.56,Carsales Com Ltd,5.54,17,5.30,5.55,6.6,f,1.24,0.01,1.19,67.6
2.12,1.415,CFS Retail Prop unt,1.90,-1.5,1.895,1.90,12.5,,-,1.99,6.58,-
4.50,1.37,Challenger FSG Ltd,4.37,19,4.34,4.38,13.5,,2.61,3.36,3.09,12.4
0.355,0.14,Charter Hall Office unt,0.28,0.5,0.275,0.28,2.5,,4.01,0.44,8.93,2.8
11.72,8.12,Coca-Cola Amatil,11.20,-2,11.19,11.25,43.5,f,1.39,1.38,3.88,18.5
73.90,47.03,Cochlear Ltd,72.48,-90,72.33,72.49,190,f,1.27,3.25,2.62,29.9
58.65,33.95,C'wlth Bank  of Aust ,57.04,-33,56.94,57.04,235,f,1.41,-,4.12,17.3
1.045,0.675,C'wlth Prop ord unt   ,0.925,-0.5,0.92,0.925,6.85,,-,1.11,7.41,-
12.78,8.31,Computershare Ltd,12.70,13,12.60,12.70,25,p,2.27,-1.54,1.97,22.3
0.49,0.273,ConnectEast stp,0.445,1,0.445,0.45,2,,-,-,4.49,-
3.44,1.91,Consolidated Media,3.14,,3.12,3.14,16.5,f,3.48,0.88,5.25,5.5
9.39,5.95,Crown Ltd,8.30,11,8.28,8.30,37,p,-,3.24,4.46,-
36.79,28.43,CSL Ltd,36.14,-49,36.14,36.29,75,,2.85,6.11,2.08,16.9
2.18,1.17,CSR Ltd,1.69,-1.5,1.685,1.695,4,f,-,0.87,2.37,-
5.96,2.70,David Jones Ltd,4.85,-16,4.84,4.87,29,f,1.14,1.22,5.98,14.7
0.89,0.655,DEXUS Prop Grp stp,0.80,,0.80,0.805,6.15,,-,0.95,7.69,-
9.44,4.32,Downer EDI Ltd,7.25,4,7.23,7.27,29.1,,1.87,2.15,4.01,13.3
1.90,1.42,DUET Grp forus,1.78,1,1.77,1.79,20,p,0.22,-,11.24,40.5
1.885,0.985,Fairfax Media Ltd,1.81,2,1.81,1.815,1.1,,8.45,-0.31,0.61,19.5
21.31,5.25,Flight Centre,21.18,43,21.18,21.30,26,f,2.44,2.56,1.23,33.4
5.89,4.80,Foster's Grp,5.35,,5.32,5.36,27.25,f,0.73,0.52,5.09,27.0
1.78,0.995,Goodman Fielder,1.49,-2,1.485,1.49,11.25,,1.28,-0.16,7.55,10.3
0.71,0.182,Goodman Grp forus,0.64,-1,0.64,0.645,1.5,,-,0.50,2.34,-
0.71,0.317,GPT Grp stp,0.565,,0.565,0.57,4.5,,-,0.69,7.96,-
4.85,2.48,Harvey Norman,3.65,-1,3.65,3.67,13,f,1.98,2.10,3.56,14.2
5.18,3.61,Healthscope Ltd,4.50,6,4.47,4.53,22.5,f,1.32,0.66,5.00,15.1
0.14,0.094,Hutchison,0.115,,0.115,0.12,-,,-,0.10,-,1.8
3.83,2.03,Incitec Pivot,3.52,7,3.52,3.53,4.4,,-,0.14,1.25,-
0.67,0.345,ING Office Fd stp,0.595,0.5,0.595,0.60,5.05,,-,0.74,8.49,-
4.21,3.29,Insurance Aust Grp,3.89,-3,3.88,3.91,14.5,f,1.73,1.29,3.73,15.5
1.71,1.07,Intoll Grp stp,1.115,-1,1.11,1.125,12,,-,1.78,10.76,-
7.11,3.062,IOOF Hldgs Ltd,6.83,6,6.79,6.85,21,f,0.93,0.56,3.07,35.0
8.86,3.73,James Hardie Ind cdi,7.12,-11,7.11,7.19,-,,-,-0.40,-,37.7
23.71,11.32,JB Hi-Fi Ltd,20.42,14,20.41,20.60,62,f,1.67,1.71,3.04,19.7
41.70,18.99,Leighton Hldgs,38.78,-39,38.70,38.83,120,f,1.73,7.52,3.09,18.6
10.907,5.884,Lend Lease Grp stp,8.72,-8,8.70,8.76,36,f,1.20,3.99,4.13,20.2
58.80,24.00,Macq Grp Ltd,49.49,-41,49.45,49.49,126,,1.93,23.72,2.55,20.3
3.38,1.607,MAP Grp forus,3.14,6,3.13,3.14,21,,-,-0.30,6.69,-
4.74,3.89,Metcash Ltd,4.13,2,4.12,4.14,25,f,1.21,0.11,6.05,13.6
19.40,13.75,Milton Corp,17.85,9,17.80,17.85,70,f,0.64,17.65,3.92,39.9
1.745,0.738,Mirvac Grp stp,1.50,4.5,1.49,1.505,6.2,,-,-,4.13,-
15.77,8.08,Monadelphous Grp,15.16,-21,15.11,15.35,79,f,1.15,1.52,5.21,16.6
3.98,3.12,Myer Hldgs Ltd,3.38,1,3.35,3.38,10.5,f,0.39,-0.21,3.11,82.4
32.37,20.08,National Aust Bank,27.70,11,27.68,27.70,146,f,1.80,12.66,5.27,10.5
5.56,2.20,Navitas Ltd,5.09,,5.06,5.12,16.9,f,0.99,-0.25,3.32,30.3
18.97,10.87,News Corp b voting,18.80,1,18.79,18.85,5.14,,14.51,0.45,0.27,25.2
14.46,8.28,Nufarm Ltd,8.68,-7,8.66,8.70,27,,1.24,3.59,3.11,25.9
4.00,1.876,OneSteel Ltd,3.87,2,3.87,3.90,9,,0.61,1.72,2.33,71.0
27.51,14.40,Orica Ltd,26.86,-53,26.85,26.88,97,p,1.50,1.71,3.61,18.5
17.94,13.32,Origin Energy,16.76,-14,16.75,16.78,50,f,1.45,8.48,2.98,23.2
41.39,25.23,Perpetual Ltd,35.53,-2,35.50,35.70,165,f,1.11,4.46,4.64,19.4
6.34,3.25,Platinum Asset,5.19,-4,5.19,5.33,20,f,1.17,-,3.85,22.2
6.56,3.98,Primary Health Care,4.45,3,4.44,4.47,22,f,1.91,-1.15,4.94,10.6
3.06,1.695,Qantas Airways,2.88,1,2.87,2.89,6,,-,2.25,2.08,-
25.70,18.41,QBE Insurance Grp,21.35,12,21.34,21.36,128,p,1.54,5.16,6.00,10.9
14.19,9.12,Ramsay Health Care,13.98,-5,13.86,14.18,40,f,1.61,1.70,2.86,21.8
11.96,4.01,REA Grp,11.71,1,11.65,11.80,10,,1.00,0.45,0.85,116.6
26.65,15.85,Reece Aust Ltd,25.00,-70,25.05,25.50,53,f,2.06,5.41,2.12,22.9
7.05,4.46,ResMed Inc cdi  10:1,6.90,-3,6.88,7.00,-,,-,-,-,27.5
8.18,2.70,Seek Ltd,7.99,19,7.91,8.01,9.9,f,1.86,0.55,1.24,43.4
8.09,5.03,Seven Network   ,7.54,11,7.40,7.55,34,f,7.60,9.70,4.51,2.9
29.15,16.56,Sims Metal Mgmt,21.29,19,21.12,21.39,20,f,-,8.87,0.94,-
15.64,10.55,Sonic Healthcare,14.36,,14.30,14.40,59,p,0.81,-1.48,4.11,30.2
14.50,9.187,Soul Pattinson,14.30,10,14.14,14.30,33,f,14.13,10.91,2.31,3.1
0.975,0.725,SP AusNet stp,0.90,1.5,0.895,0.90,9.92,p,0.81,0.91,11.02,11.2
4.23,2.598,Stockland stp,4.06,3,4.03,4.07,27.8,,-,-,6.85,-
9.59,5.62,Suncorp-Metway,8.68,7,8.62,8.68,35,f,0.98,5.43,4.03,25.4
7.70,6.32,Tabcorp Hldgs Ltd,6.95,7,6.94,6.95,60,f,1.44,-1.53,8.63,8.1
2.87,2.19,Tatts Grp Ltd,2.49,2,2.47,2.49,21,f,1.04,-0.51,8.43,11.4
3.71,2.88,Telstra Corp,3.06,,3.06,3.07,28,f,1.16,0.36,9.15,9.4
1.895,0.735,Ten Network Hldgs,1.85,1,1.84,1.855,2,,-,-0.35,1.08,-
9.33,5.54,Toll Hldgs Ltd,7.43,1,7.42,7.44,25,f,1.26,1.44,3.36,23.6
2.32,0.22,TPG Telecom Ltd,2.22,2,2.20,2.25,3,f,1.90,0.06,1.35,38.9
4.80,1.95,Transfield Services,4.03,-1,4.02,4.04,12.25,f,-,0.29,3.04,-
5.64,3.85,Transurban stp,4.96,-7,4.94,4.98,23,,0.08,2.75,4.64,268.1
15.97,9.01,UGL Ltd,14.55,6,14.51,14.65,64,f,1.26,-0.43,4.40,18.0
0.80,0.203,Virgin Blue Hldgs,0.73,2.5,0.725,0.73,-,,-,0.39,-,-
33.21,18.36,Wesfarmers Ltd,31.45,-20,31.45,31.52,115,f,1.13,3.47,3.66,24.2
8.48,3.96,West Aust News,7.77,-3,7.74,7.79,29,f,1.29,-,3.73,20.8
14.33,9.46,Westfield Grp stp,12.19,12,12.18,12.20,94,,-,10.47,7.71,-
28.27,18.27,Westpac Banking,28.06,8,28.00,28.15,116,f,1.08,7.89,4.13,22.4
30.57,24.75,Woolworths Ltd,28.38,-25,28.31,28.42,109,f,1.46,1.99,3.84,17.9
31.79,17.05,WorleyParsons Ltd,25.25,-16,25.20,25.25,90.5,f,1.51,0.16,3.58,18.5
7.87,3.54,Wotif Com Hldgs,7.35,4,7.21,7.44,20,f,1.21,-0.06,2.72,30.3
