100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4913.5 at 16:37 23/4/2010  Report at 19:05 Friday 23/4/2010. Processed 19:19 Friday 23/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.91,Adelaide Brighton,2.89,-1,2.86,2.90,13.5,f,1.51,1.21,4.67,14.2
15.69,13.07,AGL Energy Ltd,15.28,7,15.24,15.37,57,f,0.47,6.21,3.73,56.6
6.63,4.201,Amcor Ltd,6.41,-4,6.41,6.44,29.5,,0.71,2.25,4.60,30.7
6.97,4.55,AMP Ltd,6.29,-5,6.27,6.30,30,p,1.24,0.80,4.77,17.0
12.87,7.58,Ansell Ltd,12.24,5,12.01,12.29,29,,2.82,1.92,2.37,15.0
26.23,14.90,ANZ Banking Grp,25.20,-5,25.18,25.20,102,f,1.67,10.72,4.05,14.8
3.79,2.60,APA Grp stp,3.75,2,3.74,3.78,31.75,,0.79,-,8.47,15.0
2.61,1.129,APN News & Media,2.43,5,2.38,2.44,4,f,4.17,-0.78,1.65,14.6
7.05,5.50,Argo Invest,6.49,-1,6.49,6.52,25,f,-,6.23,3.85,-
5.75,3.24,Aristocrat Leisure,4.39,-6,4.38,4.46,4.5,,-,0.07,1.03,-
1.94,1.017,Asciano Grp stp,1.765,-1,1.76,1.77,-,,-,0.10,-,-
37.90,30.50,ASX Ltd,33.50,,33.50,33.59,163.6,f,1.10,3.19,4.88,18.5
5.41,4.14,Aust Foundation,5.20,,5.20,5.21,21,f,0.43,4.80,4.04,58.2
1.465,0.715,Austar United,1.16,-1.5,1.155,1.16,-,,-,-0.31,-,24.7
3.05,2.55,Australand Prop stp  d,2.93,6,2.92,2.98,-,,-,0.68,-,-
6.72,3.51,AXA Asia Pacific,6.20,-2,6.19,6.21,18.5,p,1.89,1.12,2.98,17.8
13.49,7.384,Bank of Qld,12.75,-16,12.74,12.79,52,f,1.78,7.20,4.08,13.8
10.48,5.901,Bendigo & Adelaide,10.08,7,10.01,10.12,43,f,0.83,5.16,4.27,28.4
12.32,7.64,Billabong Intl,11.44,-2,11.35,11.60,36,p,1.59,0.84,3.15,20.0
3.48,1.812,BlueScope Steel,2.78,2,2.78,2.79,5,,-,2.47,1.80,-
0.41,0.089,Boart Longyear,0.34,0.5,0.335,0.34,-,,-,0.14,-,-
6.40,3.60,Boral Ltd,5.84,-1,5.82,5.84,12.5,f,1.82,4.23,2.14,25.7
8.37,5.54,Brambles Ltd,7.38,-2,7.37,7.38,25,p,1.38,0.66,3.39,21.4
16.80,10.52,Brickworks Ltd,13.30,-13,13.05,13.31,39.5,f,2.54,9.06,2.97,13.2
14.00,8.01,Caltex Aust,11.87,2,11.85,11.88,25,f,4.65,10.48,2.11,10.2
32.00,13.942,Campbell Brothers,28.77,5,28.20,28.80,95,p,1.71,2.96,3.30,17.7
2.12,1.415,CFS Retail Prop unt,1.91,2,1.895,1.915,12.5,,-,1.99,6.54,-
4.50,1.725,Challenger FSG Ltd,4.34,5,4.30,4.36,13.5,,2.61,3.36,3.11,12.3
0.355,0.14,Charter Hall Office unt,0.29,-0.5,0.29,0.295,2.5,,4.01,0.44,8.62,2.9
11.81,8.26,Coca-Cola Amatil,11.25,4,11.25,11.35,43.5,f,1.39,1.38,3.87,18.6
77.12,47.11,Cochlear Ltd,74.55,-60,74.21,74.80,190,f,1.27,3.25,2.55,30.8
60.00,33.95,C'wlth Bank  of Aust ,58.20,-80,58.17,58.27,235,f,1.41,-,4.04,17.6
1.045,0.675,C'wlth Prop ord unt   ,0.925,1.5,0.925,0.93,6.85,,-,1.11,7.41,-
12.90,8.31,Computershare Ltd,12.64,23,12.55,12.65,25,p,2.27,-1.54,1.98,22.2
0.49,0.273,ConnectEast stp,0.435,-0.5,0.435,0.44,2,,-,-,4.60,-
3.44,2.01,Consolidated Media,3.10,1,3.08,3.11,16.5,f,3.48,0.88,5.32,5.4
9.39,6.38,Crown Ltd,8.06,-19,8.05,8.15,37,p,-,3.24,4.59,-
37.56,28.43,CSL Ltd,33.94,-266,33.92,33.95,75,,2.85,6.11,2.21,15.9
2.18,1.295,CSR Ltd,1.785,9.5,1.785,1.79,4,f,-,0.87,2.24,-
5.96,2.94,David Jones Ltd,4.62,8,4.59,4.63,29,f,1.14,1.22,6.28,14.0
0.89,0.655,DEXUS Prop Grp stp,0.805,1,0.805,0.81,6.15,,-,0.95,7.64,-
9.44,4.41,Downer EDI Ltd,7.27,13,7.20,7.28,29.1,,1.87,2.15,4.00,13.4
1.90,1.42,DUET Grp forus,1.795,-0.5,1.775,1.80,20,p,0.22,-,11.14,40.9
1.885,0.985,Fairfax Media Ltd,1.75,0.5,1.75,1.76,1.1,,8.45,-0.31,0.63,18.8
21.43,5.25,Flight Centre,19.97,-22,19.94,20.00,26,f,2.44,2.56,1.30,31.5
5.89,4.85,Foster's Grp,5.41,-6,5.40,5.42,27.25,f,0.73,0.52,5.04,27.3
1.78,1.105,Goodman Fielder,1.455,-0.5,1.45,1.46,11.25,,1.28,-0.16,7.73,10.1
0.745,0.182,Goodman Grp forus,0.74,2.5,0.74,0.745,1.5,,-,0.50,2.03,-
0.71,0.36,GPT Grp stp,0.575,,0.575,0.58,4.5,,-,0.69,7.83,-
4.85,2.75,Harvey Norman,3.51,4,3.50,3.52,13,f,1.98,2.10,3.70,13.6
5.18,3.61,Healthscope Ltd,4.44,-8,4.44,4.49,22.5,f,1.32,0.66,5.07,14.9
2.67,1.56,Henderson Grp cdi  1:1,2.46,3,2.39,2.47,12.15,,0.27,-0.18,4.94,76.2
0.14,0.098,Hutchison,0.115,,0.105,0.115,-,,-,0.10,-,1.8
3.83,2.03,Incitec Pivot,3.23,-2,3.23,3.24,4.4,,-,0.14,1.36,-
0.67,0.345,ING Office Fd stp,0.60,,0.60,0.605,5.05,,-,0.74,8.42,-
4.21,3.29,Insurance Aust Grp,3.79,-4,3.79,3.80,14.5,f,1.73,1.29,3.83,15.1
1.71,1.07,Intoll Grp stp,1.125,-2.5,1.125,1.13,12,,-,1.78,10.67,-
7.40,3.372,IOOF Hldgs Ltd,7.00,3,6.90,7.05,21,f,0.93,0.56,3.00,35.9
8.86,3.73,James Hardie Ind cdi,7.36,17,7.29,7.37,-,,-,-0.40,-,39.0
23.71,12.00,JB Hi-Fi Ltd,19.50,18,19.40,19.53,62,f,1.67,1.71,3.18,18.9
41.70,19.28,Leighton Hldgs,36.93,1,36.90,37.10,120,f,1.73,7.52,3.25,17.7
10.907,6.376,Lend Lease Grp stp,8.81,-8,8.80,8.89,36,f,1.20,3.99,4.09,20.4
58.80,30.05,Macq Grp Ltd,50.00,-45,49.87,50.10,126,,1.93,23.72,2.52,20.6
3.38,1.666,MAP Grp forus,3.08,1,3.07,3.08,21,,-,-0.30,6.82,-
4.74,3.92,Metcash Ltd,4.14,-1,4.13,4.15,25,f,1.21,0.11,6.04,13.7
19.40,14.00,Milton Corp,18.62,13,18.30,18.64,70,f,0.64,17.65,3.76,41.7
1.745,0.766,Mirvac Grp stp,1.465,2,1.46,1.47,6.2,,-,-,4.23,-
3.98,3.10,Myer Hldgs Ltd,3.16,4,3.16,3.17,10.5,f,0.39,-0.21,3.32,77.1
32.37,20.33,National Aust Bank,28.25,-9,28.21,28.28,146,f,1.80,12.66,5.17,10.8
5.56,2.28,Navitas Ltd,5.29,6,5.21,5.30,16.9,f,0.99,-0.25,3.19,31.5
20.07,11.88,News Corp b voting,19.86,-4,19.80,19.95,5.14,,14.51,0.45,0.26,26.6
14.46,7.12,Nufarm Ltd,7.12,-63,7.11,7.13,15,,-,3.07,2.11,-
4.15,2.09,OneSteel Ltd,3.71,-3,3.70,3.72,9,,0.61,1.72,2.43,68.1
27.75,15.95,Orica Ltd,26.75,-21,26.65,26.87,97,p,1.50,1.71,3.63,18.4
17.94,13.32,Origin Energy,16.42,-3,16.40,16.45,50,f,1.45,8.48,3.05,22.7
41.39,25.23,Perpetual Ltd,36.05,34,36.05,36.13,165,f,1.11,4.46,4.58,19.7
6.34,3.52,Platinum Asset,5.10,-2,5.07,5.11,20,f,1.17,-,3.92,21.8
6.56,4.02,Primary Health Care,4.30,-5,4.28,4.32,22,f,1.91,-1.15,5.12,10.2
4.57,0.034,Prime Infr Grp stp,4.20,18,3.20,4.23,-,,-,-,-,-
3.06,1.805,Qantas Airways,2.89,-5,2.89,2.90,6,,-,2.25,2.08,-
25.70,18.56,QBE Insurance Grp,21.62,-18,21.60,21.64,128,p,1.54,5.16,5.92,11.0
14.39,9.12,Ramsay Health Care,13.68,-42,13.65,13.80,40,f,1.61,1.70,2.92,21.3
12.60,4.20,REA Grp,12.50,13,12.41,12.50,10,,1.00,0.45,0.80,124.5
26.65,17.50,Reece Aust Ltd,25.25,,25.15,25.25,53,f,2.06,5.41,2.10,23.2
7.05,4.46,ResMed Inc cdi  10:1,6.88,,6.82,6.97,-,,-,-,-,27.4
8.40,3.16,Seek Ltd,8.00,15,7.90,8.02,9.9,f,1.86,0.55,1.24,43.5
8.09,5.03,Seven Network   ,7.68,3,7.60,7.73,34,f,7.60,9.70,4.43,3.0
29.15,17.90,Sims Metal Mgmt,21.40,21,21.37,21.48,20,f,-,8.87,0.93,-
15.64,10.92,Sonic Healthcare,13.79,-23,13.77,13.85,59,p,0.81,-1.48,4.28,29.0
15.38,9.187,Soul Pattinson,14.51,16,14.51,14.60,33,f,3.76,11.11,2.27,11.7
0.975,0.725,SP AusNet stp,0.92,-1,0.915,0.92,9.92,p,0.81,0.91,10.78,11.4
4.23,2.598,Stockland stp,4.10,6,4.09,4.11,27.8,,-,-,6.78,-
9.59,5.62,Suncorp-Metway,8.98,-3,8.93,9.00,35,f,0.98,5.43,3.90,26.2
7.70,6.32,Tabcorp Hldgs Ltd,6.87,-3,6.87,6.88,60,f,1.44,-1.53,8.73,8.0
2.87,2.19,Tatts Grp Ltd,2.47,3,2.46,2.47,21,f,1.04,-0.51,8.50,11.3
3.71,2.88,Telstra Corp,3.19,2,3.19,3.20,28,f,1.16,0.36,8.78,9.8
1.94,0.81,Ten Network Hldgs,1.85,-1,1.82,1.855,2,,2.31,-0.29,1.08,40.0
9.33,5.54,Toll Hldgs Ltd,7.23,3,7.21,7.23,25,f,1.26,1.44,3.46,23.0
2.58,0.255,TPG Telecom Ltd,2.30,-4,2.30,2.32,3,f,1.90,0.06,1.30,40.4
4.80,2.07,Transfield Services,3.98,8,3.90,3.99,12.25,f,-,0.29,3.08,-
5.64,3.85,Transurban stp,5.18,,5.15,5.22,23,,0.08,2.75,4.44,280.0
15.97,9.25,UGL Ltd,14.82,-8,14.80,14.90,64,f,1.26,-0.43,4.32,18.3
0.80,0.215,Virgin Blue Hldgs,0.605,-1,0.605,0.61,-,,-,0.39,-,-
33.21,20.10,Wesfarmers Ltd,30.09,-26,30.07,30.10,115,f,1.13,3.47,3.82,23.2
8.48,3.96,West Aust News,8.22,9,8.11,8.30,29,f,1.29,-,3.53,22.0
14.33,9.46,Westfield Grp stp,12.49,18,12.48,12.54,94,,-,10.47,7.53,-
28.43,18.27,Westpac Banking,27.30,-39,27.29,27.30,116,f,1.08,7.89,4.25,21.8
30.57,25.19,Woolworths Ltd,26.82,-18,26.80,26.90,109,f,1.46,1.99,4.06,16.9
31.79,17.81,WorleyParsons Ltd,26.82,-28,26.57,26.85,90.5,f,1.51,0.16,3.37,19.7
8.08,3.79,Wotif Com Hldgs,6.57,-7,6.56,6.65,20,f,1.21,-0.06,3.04,27.1
