100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5313.6 at 2014-12-05T16:37:36. Report at Friday, December 5, 2014. Processed Saturday at 2014-12-06T01:00:10+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
4.375,3.12,Adelaide Brighton,3.57,+5,3.56,3.58,16.50,f,1.34,1.33,4.62,16.2,,
15.590,12.95,AGL Energy,13.37,-12,13.37,13.43,63.00,f,1.62,7.75,4.71,13.1,,
9.30,4.33,ALS,5.33,+16,5.33,5.34,31.00,p,.92,-.02,5.82,18.8,,
11.51,8.00,Amalgamated Hldgs,11.40,+3,11.35,11.40,42.00,f,1.18,5.16,3.68,22.9,,
12.90,9.60,Amcor,12.82,+11,12.80,12.82,43.00,,1.09,-.05,3.35,27.4,,
5.96,4.11,AMP,5.68,+3,5.67,5.69,24.00,p,.95,1.35,4.23,25.0,,
21.24,17.73,Ansell,21.14,-4,21.13,21.14,41.85,,.74,.39,1.98,68.0,,
35.07,28.84,ANZ Banking Grp,32.10,-12,32.08,32.12,178.00,f,1.50,14.65,5.55,12.0,,
8.25,5.93,APA Grp stp,8.15,+1,8.15,8.16,36.25,,1.13,1.41,4.45,19.8,,
8.14,7.00,Argo Invest,7.74,-7,7.74,7.78,28.00,f,1.08,7.51,3.62,25.6,,
6.95,4.22,Aristocrat Leisure,6.56,-4,6.56,6.57,16.00,,-,.91,2.44,,,
6.61,5.13,Asciano,5.78,-1,5.77,5.79,14.25,f,1.83,.93,2.47,22.1,,
37.93,34.07,ASX,36.25,-9,36.25,36.35,178.10,f,1.11,6.53,4.91,18.3,,
5.265,4.15,Aurizon Hldgs,4.63,+6,4.61,4.63,16.50,,.72,3.00,3.56,39.2,,
1.45,1.117,AusNet Services stp,1.35,+1,1.34,1.35,8.36,p,.37,.86,6.19,43.7,,
6.33,5.80,Aust Foundation,5.97,+2,5.97,5.99,22.00,f,1.11,5.89,3.69,24.5,,
13.25,10.615,Bank of Qld,12.51,-3,12.51,12.53,66.00,f,1.17,,5.28,16.2,,
13.18,10.625,Bendigo & Adelaide Bk,13.02,+5,13.02,13.03,64.00,f,1.37,7.26,4.92,14.8,,
6.64,4.70,BlueScope Steel,5.13,+5,5.13,5.15,,,-,6.17,,,,
5.965,4.50,Boral,5.15,+3,5.14,5.16,15.00,f,1.48,4.03,2.91,23.2,,
10.31,8.40,Brambles,10.15,-5,10.14,10.16,27.00,p,3.19,.82,2.66,11.8,,
14.98,12.37,Brickworks,12.51,-33,12.50,12.58,42.00,f,1.65,10.32,3.36,18.0,,
7.45,4.83,BT Invest Mgt,6.94,+16,6.92,6.94,35.00,p,1.40,.34,5.04,14.1,,
2.71,2.12,BWP Trust unt,2.62,,2.61,2.63,14.71,,1.65,2.07,5.61,10.8,,
