100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:05 Tuesday 16/3/2010. Processed 19:11 Tuesday 16/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.835,Adelaide Brighton,2.56,11,2.50,2.57,13.5,f,1.51,1.21,5.27,12.5
15.46,13.07,AGL Energy Ltd,14.82,-5,14.78,14.88,57,f,0.47,6.21,3.85,54.9
6.35,4.024,Amcor Ltd,5.92,1,5.91,5.93,29.5,,0.71,2.25,4.98,28.3
6.97,4.26,AMP Ltd,6.15,3,6.14,6.16,30,p,1.24,0.80,4.88,16.6
12.25,7.58,Ansell Ltd,11.84,10,11.51,11.95,29,,2.82,1.92,2.45,14.5
25.25,14.18,ANZ Banking Grp,24.15,13,24.14,24.18,102,f,1.67,10.72,4.22,14.2
3.68,2.59,APA Grp stp,3.35,-6,3.35,3.40,31.75,,0.79,-,9.48,13.4
2.61,1.09,APN News & Media,2.32,-1,2.26,2.32,4,f,4.17,-0.78,1.72,13.9
7.05,4.95,Argo Invest,6.45,7,6.44,6.48,25,f,-,6.56,3.88,-
5.75,3.24,Aristocrat Leisure,4.30,-11,4.20,4.33,4.5,,-,0.07,1.05,-
1.94,0.54,Asciano Grp stp,1.865,2,1.86,1.87,-,,-,0.10,-,-
37.90,28.35,ASX Ltd,35.95,55,35.70,36.00,163.6,f,1.10,3.19,4.55,19.9
5.41,3.93,Aust Foundation,5.06,3,5.06,5.09,21,f,0.43,5.04,4.15,56.7
1.465,0.65,Austar United,1.18,-0.5,1.175,1.19,-,,-,-0.31,-,25.1
0.585,0.216,Australand Prop stp,0.515,-0.5,0.51,0.515,8,,-,0.68,15.53,-
