100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4773.8 at 16:47 16/11/2009  Report at 19:05 Monday 16/11/2009. Processed 19:39 Monday 16/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.76,5,2.75,2.77,14,f,1.49,1.15,5.07,13.3
15.80,12.83,AGL Energy Ltd,13.79,10,13.71,13.80,54,f,6.63,6.00,3.92,3.9
5.89,3.50,Amcor Ltd,5.70,16,5.70,5.72,34,,0.74,1.61,5.96,22.5
6.97,3.52,AMP Ltd,6.41,11,6.40,6.43,30,p,0.99,0.67,4.68,21.7
13.38,7.51,Ansell Ltd,10.40,,10.29,10.53,28,,3.19,1.98,2.69,11.7
25.25,11.83,ANZ Banking Grp,22.18,-30,22.17,22.20,102,f,1.67,10.72,4.60,13.0
3.30,2.43,APA Grp stpld,3.22,7,3.17,3.23,31,,0.52,1.18,9.63,19.9
2.774,0.866,APN News & Media,2.31,2,2.30,2.31,12,,-,-1.23,5.19,-
6.91,4.52,Argo Invest,6.79,2,6.79,6.80,27,f,-,6.26,3.98,-
5.75,3.16,Aristocrat Leisure,4.66,13,4.64,4.67,14.5,f,-,0.35,3.11,-
1.76,0.32,Asciano Grp stpld,1.645,3.5,1.63,1.645,23,,-,-1.41,13.98,-
37.90,23.52,ASX Ltd,32.98,5,32.92,33.00,164.9,f,1.11,2.66,5.00,18.0
5.35,3.41,Aust Foundation,5.25,3,5.22,5.25,21,f,0.51,4.77,4.00,49.5
1.435,0.60,Austar United,1.425,7,1.41,1.425,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.56,1,0.555,0.56,10,,-,0.92,17.86,-
5.99,2.52,AXA Asia Pacific,5.99,23,5.93,6.00,18.5,p,-,0.96,3.09,-
13.49,6.228,Bank of Qld,11.85,14,11.80,11.88,52,f,1.46,6.62,4.39,15.6
12.157,5.733,Bendigo & Adelaide,8.95,4,8.89,8.95,43,f,0.60,4.03,4.80,35.0
12.19,5.815,Billabong Intl,10.98,40,10.90,10.98,45,p,1.54,0.70,4.10,15.9
3.48,1.675,BlueScope Steel,2.94,7,2.93,2.94,5,,-,2.46,1.70,-
0.375,0.054,Boart Longyear,0.34,3,0.335,0.34,2.87,,2.38,-0.10,8.44,5.0
6.40,2.29,Boral Ltd,5.99,16,5.88,5.99,13,f,1.85,4.12,2.17,24.9
8.37,4.08,Brambles Ltd,7.04,8,7.01,7.04,30,p,1.34,0.58,4.26,17.5
16.80,8.50,Brickworks Ltd,12.88,5,12.81,12.90,39,f,5.89,8.27,3.03,5.6
14.00,6.18,Caltex Aust,10.08,12,10.07,10.12,36,,0.43,10.60,3.57,64.6
30.608,8.29,Campbell Brothers,27.31,-31,27.24,27.50,100,p,2.02,2.73,3.66,13.5
2.17,1.415,CFS Retail Prop unt,1.97,,1.965,1.97,12.5,p,-,2.02,6.35,-
4.29,0.865,Challenger FSG Ltd,4.22,19,4.21,4.25,12.5,,-,1.81,2.96,-
10.80,8.02,Coca-Cola Amatil,10.59,7,10.52,10.59,40.5,f,1.35,1.14,3.82,19.3
68.54,46.21,Cochlear Ltd,61.85,-15,61.85,62.15,175,f,1.34,2.78,2.83,26.5
56.24,24.03,C'wlth Bank  of Aust ,53.96,-37,53.95,54.05,228,f,1.44,13.65,4.23,16.4
1.34,0.67,C'wlth Prop ord unt   ,1.01,1.5,1.01,1.015,8.8,,-,1.15,8.71,-
11.32,6.11,Computershare Ltd,10.96,-3,10.92,10.97,22,p,2.58,-1.95,2.01,19.3
0.645,0.244,ConnectEast stpld,0.43,0.5,0.425,0.43,2,,-,-,4.65,-
3.44,1.71,Consolidated Media,3.14,7,3.10,3.15,16.5,,3.75,0.66,5.25,5.1
9.39,4.18,Crown Ltd,8.17,2,8.15,8.18,37,p,-,3.42,4.53,-
38.52,26.85,CSL Ltd,31.94,17,31.86,32.00,70,,2.75,7.49,2.19,16.6
2.18,0.905,CSR Ltd,1.885,2.5,1.87,1.89,4,f,-,0.87,2.12,-
5.94,2.02,David Jones Ltd,5.91,14,5.87,5.91,28,f,1.13,1.16,4.74,18.8
