100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4632.7 at 16:36 21/6/2010  Report at 19:05 Monday 21/6/2010. Processed 19:11 Monday 21/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.84,1,2.84,2.85,13.5,f,1.51,1.21,4.75,13.9
15.69,13.07,AGL Energy Ltd,14.82,-1,14.82,14.85,57,f,0.47,6.21,3.85,54.9
6.76,4.276,Amcor Ltd,6.57,5,6.56,6.61,29.5,,0.71,2.25,4.49,31.4
6.97,4.55,AMP Ltd,5.65,4,5.64,5.66,30,p,1.24,0.80,5.31,15.2
13.48,8.16,Ansell Ltd,13.39,29,13.05,13.39,29,,2.82,1.92,2.17,16.4
26.23,15.68,ANZ Banking Grp,23.59,45,23.56,23.60,108,f,1.34,9.99,4.58,16.3
3.79,2.60,APA Grp stp,3.72,1,3.71,3.73,31.75,,0.79,-,8.53,14.9
2.61,1.32,APN News & Media,2.17,5,2.16,2.19,4,f,4.17,-0.78,1.84,13.0
7.05,5.61,Argo Invest,6.05,,6.05,6.10,25,f,-,5.99,4.13,-
5.75,3.37,Aristocrat Leisure,3.96,,3.92,3.96,4.5,,-,0.07,1.14,-
1.94,1.24,Asciano Grp stp,1.69,,1.69,1.695,-,,-,0.10,-,-
37.77,29.24,ASX Ltd,30.70,10,30.69,30.75,163.6,f,1.10,3.19,5.33,17.0
5.41,4.26,Aust Foundation,4.84,,4.84,4.85,21,f,0.43,4.98,4.34,54.2
1.465,0.77,Austar United,1.035,0.5,1.025,1.04,-,,-,-0.31,-,22.0
3.05,1.835,Australand Prop stp,2.61,-2,2.59,2.63,12,,-,0.68,4.60,-
6.72,3.51,AXA Asia Pacific,5.75,3,5.74,5.76,18.5,p,1.89,1.12,3.22,16.5
13.49,8.056,Bank of Qld,11.61,17,11.45,11.70,52,f,1.78,7.20,4.48,12.6
10.48,6.00,Bendigo & Adelaide,8.93,10,8.86,8.99,43,f,0.83,5.16,4.82,25.1
12.32,7.93,Billabong Intl,9.38,,9.36,9.50,36,p,1.59,0.84,3.84,16.4
3.48,2.06,BlueScope Steel,2.40,10,2.39,2.41,5,,-,2.47,2.08,-
4.10,1.533,Boart Longyear,3.08,7,3.07,3.10,-,,-,0.14,-,-
6.40,3.77,Boral Ltd,5.25,2,5.23,5.26,12.5,f,1.82,4.23,2.38,23.1
8.37,5.54,Brambles Ltd,5.89,,5.87,5.90,25,p,1.38,0.66,4.24,17.1
16.80,11.28,Brickworks Ltd,12.40,10,12.38,12.45,39.5,f,2.54,9.06,3.19,12.3
14.00,8.01,Caltex Aust,11.00,15,10.94,11.02,25,f,4.65,10.48,2.27,9.5
32.00,18.135,Campbell Brothers,28.90,-10,28.30,28.90,100,p,1.29,3.76,3.46,22.4
2.12,1.60,CFS Retail Prop unt,1.995,5.5,1.99,1.995,12.5,,-,1.99,6.27,-
4.50,2.02,Challenger FSG Ltd,3.48,7,3.45,3.48,13.5,,2.61,3.36,3.88,9.9
0.355,0.19,Charter Hall Office unt,0.275,0.5,0.27,0.275,2.5,,4.01,0.44,9.09,2.7
12.07,8.37,Coca-Cola Amatil,11.83,5,11.80,11.85,43.5,f,1.39,1.38,3.68,19.6
79.11,51.25,Cochlear Ltd,78.00,40,77.89,78.00,190,f,1.27,3.25,2.44,32.2
60.00,36.20,C'wlth Bank  of Aust ,53.28,69,53.25,53.29,235,f,1.41,-,4.41,16.1
1.045,0.735,C'wlth Prop ord unt   ,0.985,2,0.98,0.985,6.85,,-,1.11,6.95,-
12.90,8.45,Computershare Ltd,11.60,10,11.60,11.61,25,p,2.27,-1.54,2.16,20.4
0.49,0.282,ConnectEast stp,0.40,0.5,0.40,0.405,2,,-,-,5.00,-
3.44,2.17,Consolidated Media,3.29,,3.27,3.30,16.5,f,3.48,0.88,5.02,5.7
9.39,6.41,Crown Ltd,8.15,15,8.02,8.16,37,p,-,3.24,4.54,-
37.56,29.27,CSL Ltd,33.97,43,33.81,33.98,75,,2.85,6.11,2.21,15.9
2.18,1.49,CSR Ltd,1.765,2,1.76,1.765,8.5,f,-,1.04,4.82,-
5.96,3.86,David Jones Ltd,4.47,-2,4.46,4.47,29,f,1.14,1.22,6.49,13.5
0.89,0.66,DEXUS Prop Grp stp,0.86,1.5,0.855,0.86,6.15,,-,0.95,7.15,-
9.44,4.10,Downer EDI Ltd,4.24,-10,4.24,4.26,29.1,,1.87,2.15,6.86,7.8
1.90,1.42,DUET Grp forus,1.80,1,1.79,1.80,20,p,0.22,-,11.11,41.0
1.885,1.07,Fairfax Media Ltd,1.45,,1.445,1.46,1.1,,8.45,-0.31,0.76,15.6
21.43,8.20,Flight Centre,17.96,39,17.90,17.99,26,f,2.44,2.56,1.45,28.3
6.01,4.93,Foster's Grp,5.76,-5,5.74,5.79,27.25,f,0.73,0.52,4.73,29.1
1.78,1.205,Goodman Fielder,1.385,1.5,1.38,1.385,11.25,,1.28,-0.16,8.12,9.6
0.75,0.322,Goodman Grp forus,0.70,1.5,0.70,0.705,1.5,,-,0.50,2.14,-
2.99,0.45,GPT Grp stp,2.91,2,2.90,2.92,3.6,,-,0.69,1.24,-
4.85,2.84,Harvey Norman,3.55,7,3.53,3.56,13,f,1.98,2.10,3.66,13.8
5.62,4.07,Healthscope Ltd,5.30,-9,5.30,5.36,22.5,f,1.32,0.66,4.25,17.8
2.67,1.705,Henderson Grp cdi,2.26,,2.22,2.28,10.69,,0.30,-0.18,4.73,70.0
0.135,0.09,Hutchison,0.093,-0.5,0.093,0.094,-,,-,0.10,-,1.5
3.83,2.14,Incitec Pivot,3.13,7,3.12,3.14,4.1,,-,0.27,1.31,-
0.67,0.43,ING Office Fd stp,0.605,1.5,0.60,0.605,3.9,,-,0.74,6.45,-
4.21,3.22,Insurance Aust Grp,3.48,2,3.45,3.48,14.5,f,1.73,1.29,4.17,13.9
1.71,1.005,Intoll Grp stp,1.085,-0.5,1.08,1.09,12,,-,1.78,11.06,-
7.40,3.74,IOOF Hldgs Ltd,6.48,21,6.38,6.50,21,f,0.93,0.56,3.24,33.2
8.86,3.73,James Hardie Ind cdi,6.74,4,6.71,6.79,-,,-,-0.29,-,-
23.71,14.09,JB Hi-Fi Ltd,20.38,37,20.37,20.40,62,f,1.67,1.71,3.04,19.7
41.70,21.10,Leighton Hldgs,32.46,19,32.40,32.47,120,f,1.73,7.52,3.70,15.6
10.907,6.376,Lend Lease Grp stp,7.68,5,7.65,7.70,36,f,1.20,3.99,4.69,17.8
58.80,34.81,Macq Grp Ltd,44.92,29,44.90,44.94,186,,1.72,25.82,4.14,14.0
3.38,1.998,MAP Grp forus,3.04,8,3.03,3.04,19,,-,-0.30,6.25,-
4.74,3.84,Metcash Ltd,4.14,-1,4.12,4.15,26,f,1.14,0.12,6.28,13.9
19.40,14.25,Milton Corp,16.80,-7,16.71,16.80,70,f,0.64,18.37,4.17,37.6
8.80,3.70,Mineral Res,8.24,16,8.24,8.35,18.75,f,2.04,2.39,2.28,21.5
1.745,1.01,Mirvac Grp stp,1.415,,1.415,1.42,6.2,,-,-,4.38,-
3.98,2.86,Myer Hldgs Ltd,3.25,3,3.24,3.25,10.5,f,0.39,-0.21,3.23,79.3
32.37,21.23,National Aust Bank,25.39,27,25.36,25.43,147,f,1.36,12.41,5.79,12.7
5.56,2.63,Navitas Ltd,4.58,-5,4.57,4.63,16.9,f,0.99,-0.25,3.69,27.3
20.18,12.01,News Corp b voting,18.29,-31,18.25,18.32,5.14,,14.51,0.45,0.28,24.5
11.819,5.54,Nufarm Ltd,6.00,1,5.97,6.01,15,,-,3.07,2.50,-
4.15,2.31,OneSteel Ltd,3.33,13,3.32,3.33,9,,0.61,1.72,2.70,61.1
27.75,18.98,Orica Ltd,26.74,-11,26.71,26.79,98,p,1.04,1.31,3.66,26.1
17.94,13.32,Origin Energy,15.95,11,15.85,15.98,50,f,1.45,8.48,3.13,22.1
41.39,25.23,Perpetual Ltd,31.82,27,31.68,31.84,165,f,1.11,4.46,5.19,17.4
6.34,3.76,Platinum Asset,5.24,8,5.16,5.24,20,f,1.17,-,3.82,22.4
6.56,3.63,Primary Health Care,3.85,-7,3.85,3.91,22,f,1.91,-1.15,5.71,9.1
4.57,0.034,Prime Infr Grp stp,3.70,-4,3.64,3.70,-,,-,-,-,-
3.06,1.85,Qantas Airways,2.45,,2.44,2.45,6,,-,2.25,2.45,-
25.70,18.42,QBE Insurance Grp,18.96,30,18.93,18.97,128,p,1.54,5.16,6.75,9.6
15.49,10.20,Ramsay Health Care,15.00,8,14.96,15.10,40,f,1.61,1.70,2.67,23.4
12.60,5.14,REA Grp,10.49,-31,10.40,10.58,10,,1.00,0.45,0.95,104.5
26.65,17.50,Reece Aust Ltd,26.02,,24.35,25.95,53,f,2.06,5.41,2.04,23.9
7.97,4.76,ResMed Inc cdi,7.31,-18,7.30,7.37,-,,-,-,-,29.1
8.57,3.62,Seek Ltd,7.81,8,7.72,7.89,9.9,f,1.86,0.55,1.27,42.4
7.60,6.01,Seven Grp Hldgs,6.32,2,6.31,6.35,-,,-,-,-,-
29.15,18.06,Sims Metal Mgmt,19.31,10,19.21,19.33,20,f,-,8.87,1.04,-
15.64,9.53,Sonic Healthcare,10.95,,10.91,10.98,59,p,0.81,-1.48,5.39,23.0
15.38,10.011,Soul Pattinson,13.30,,13.30,13.59,33,f,3.76,11.11,2.48,10.7
0.975,0.725,SP AusNet stp,0.82,-2.5,0.82,0.825,8,p,1.01,0.94,9.76,10.1
1.445,1.025,Spark Infrastructure stp,1.195,-1.5,1.19,1.195,13.56,,0.89,1.78,11.35,9.9
4.23,2.75,Stockland stp,4.05,5,4.03,4.05,27.8,,-,-,6.86,-
9.59,6.01,Suncorp-Metway,8.53,15,8.50,8.54,35,f,0.98,5.43,4.10,24.9
7.52,6.28,Tabcorp Hldgs Ltd,6.73,4,6.71,6.74,60,f,1.44,-1.53,8.92,7.8
2.67,2.19,Tatts Grp Ltd,2.31,-2,2.31,2.32,21,f,1.04,-0.51,9.09,10.5
3.71,2.88,Telstra Corp,3.34,11,3.33,3.34,28,f,1.16,0.36,8.38,10.3
1.94,1.00,Ten Network Hldgs,1.695,-1.5,1.69,1.695,2,,2.31,-0.29,1.18,36.7
9.33,5.39,Toll Hldgs Ltd,5.96,7,5.95,5.99,25,f,1.26,1.44,4.19,19.0
2.58,0.33,TPG Telecom Ltd,2.08,-11,2.08,2.15,3,f,1.90,0.06,1.44,36.5
4.80,2.10,Transfield Services,3.36,-9,3.34,3.37,12.25,f,-,0.29,3.65,-
5.61,3.839,Transurban stp,4.54,8,4.53,4.56,24,,0.08,2.75,5.29,245.4
15.97,9.63,UGL Ltd,13.99,28,13.93,14.00,64,f,1.26,-0.43,4.57,17.3
33.21,21.05,Wesfarmers Ltd,29.70,46,29.66,29.70,115,f,1.13,3.47,3.87,22.9
8.48,4.20,West Aust News,6.64,4,6.60,6.65,29,f,1.29,-,4.37,17.8
14.33,10.50,Westfield Grp stp,12.77,15,12.72,12.79,94,,-,10.47,7.36,-
28.43,18.76,Westpac Banking,23.84,28,23.81,23.84,125,f,1.11,8.42,5.24,17.2
30.57,25.19,Woolworths Ltd,27.81,-10,27.78,27.81,109,f,1.46,1.99,3.92,17.5
31.79,20.23,WorleyParsons Ltd,22.54,18,22.51,22.58,90.5,f,1.51,0.16,4.02,16.5
