100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4765.9 at 16:47 11/11/2009  Report at 19:05 Wednesday 11/11/2009. Processed 19:23 Wednesday 11/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.71,-4,2.70,2.71,14,f,1.49,1.15,5.17,13.0
15.80,12.83,AGL Energy Ltd,13.98,34,13.94,14.00,54,f,6.63,6.00,3.86,3.9
5.988,3.50,Amcor Ltd,5.56,8,5.56,5.57,34,,0.74,1.61,6.12,22.0
6.97,3.52,AMP Ltd,6.40,1,6.39,6.40,30,p,0.99,0.67,4.69,21.6
13.38,7.51,Ansell Ltd,10.12,-7,10.06,10.12,28,,3.19,1.98,2.77,11.3
25.25,11.83,ANZ Banking Grp,22.95,15,22.91,22.95,102,f,1.67,10.72,4.44,13.5
3.30,2.43,APA Grp stpld,3.19,4,3.18,3.22,31,,0.52,1.18,9.72,19.7
2.803,0.866,APN News & Media,2.38,4,2.37,2.40,12,,-,-1.23,5.04,-
6.91,4.52,Argo Invest,6.76,2,6.71,6.76,27,f,-,6.38,3.99,-
5.75,3.16,Aristocrat Leisure,4.52,-5,4.50,4.53,14.5,f,-,0.35,3.21,-
1.76,0.32,Asciano Grp stpld,1.63,-1.5,1.63,1.635,23,,-,-1.41,14.11,-
37.90,23.52,ASX Ltd,33.95,-7,33.92,33.96,164.9,f,1.11,2.66,4.86,18.5
5.35,3.41,Aust Foundation,5.19,-5,5.18,5.22,21,f,0.51,4.79,4.05,48.9
1.39,0.60,Austar United,1.315,1.5,1.31,1.325,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.54,1.5,0.54,0.545,10,,-,0.92,18.52,-
5.96,2.52,AXA Asia Pacific,5.69,-8,5.69,5.72,18.5,p,-,0.96,3.25,-
13.49,6.228,Bank of Qld,12.36,15,12.35,12.39,52,f,1.46,6.62,4.21,16.3
12.652,5.733,Bendigo & Adelaide,9.00,3,9.00,9.05,43,f,0.60,4.03,4.78,35.2
12.19,5.815,Billabong Intl,10.55,-10,10.50,10.67,45,p,1.54,0.70,4.27,15.2
3.647,1.675,BlueScope Steel,3.03,-3,3.01,3.03,5,,-,2.46,1.65,-
0.375,0.054,Boart Longyear,0.31,1,0.305,0.31,2.87,,2.38,-0.10,9.26,4.5
6.40,2.29,Boral Ltd,5.76,-6,5.62,5.76,13,f,1.85,4.12,2.26,23.9
8.37,4.08,Brambles Ltd,7.02,-3,7.01,7.02,30,p,1.34,0.58,4.27,17.5
16.80,8.50,Brickworks Ltd,12.73,7,12.70,12.78,39,f,5.89,8.27,3.06,5.5
14.00,6.18,Caltex Aust,10.32,-29,10.30,10.37,36,,0.43,10.60,3.49,66.2
30.608,8.29,Campbell Brothers,28.40,-22,28.30,28.44,100,p,2.02,2.73,3.52,14.1
2.17,1.415,CFS Retail Prop unt,1.97,4,1.965,1.99,12.5,p,-,2.02,6.35,-
4.07,0.865,Challenger FSG Ltd,3.80,-6,3.78,3.84,12.5,,-,1.81,3.29,-
12.00,7.91,Coca-Cola Amatil,10.37,3,10.37,10.45,40.5,f,1.35,1.14,3.91,18.9
68.54,46.21,Cochlear Ltd,62.00,-51,61.90,62.30,175,f,1.34,2.78,2.82,26.5
56.24,24.03,C'wlth Bank  of Aust ,55.00,-55,54.95,55.05,228,f,1.44,13.65,4.15,16.7
1.34,0.67,C'wlth Prop ord unt   ,0.98,4,0.98,0.985,8.8,,-,1.15,8.98,-
