100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5792.9 at 2015-05-29T15:32:06. Report at Friday, May 29, 2015. Processed Saturday at 2015-05-30T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
4.80,3.12,Adelaide Brighton,4.65,,4.64,4.66,17.00,f,1.58,1.35,3.66,17.3,,
16.66,12.55,AGL Energy,16.23,+10,16.22,16.23,63.00,f,1.65,8.49,3.88,15.6,,
9.30,4.33,ALS,6.12,+8,6.12,6.13,31.00,p,.92,-.02,5.07,21.5,,
13.29,8.65,Amalgamated Hldgs,13.00,+7,12.97,13.00,43.00,f,1.23,5.23,3.31,24.6,,
14.78,9.88,Amcor,14.50,+3,14.49,14.50,47.90,,1.38,-.06,3.30,22.0,,
6.83,5.02,AMP,6.66,+8,6.65,6.67,26.00,p,1.17,1.42,3.90,22.0,,
30.40,18.11,Ansell,26.75,-15,26.75,26.89,49.24,,.92,.63,1.84,58.8,,
37.25,30.47,ANZ Banking Grp,33.19,+47,33.18,33.20,181.00,f,1.50,15.75,5.45,12.3,,
9.88,6.593,APA Grp stp,9.32,+12,9.29,9.32,36.25,,2.27,2.47,3.89,11.3,,
8.44,7.34,Argo Invest,7.98,-2,7.98,7.99,28.50,f,1.06,7.84,3.57,26.4,,
8.74,5.10,Aristocrat Leisure,7.80,-10,7.80,7.81,16.00,,-,1.62,2.05,,,
6.89,5.19,Asciano,6.76,,6.76,6.78,16.75,f,1.56,.93,2.48,25.9,,
45.37,34.07,ASX,41.63,+20,41.63,41.68,182.20,f,1.11,6.97,4.38,20.5,,
5.37,4.15,Aurizon Hldgs,5.34,+9,5.34,5.35,18.60,,1.14,2.98,3.48,25.2,,
1.545,1.29,AusNet Services stp,1.525,+1.5,1.515,1.525,8.36,p,.08,.82,5.48,231.1,,
6.35,5.80,Aust Foundation,6.18,+2,6.18,6.19,23.00,f,1.02,6.19,3.72,26.3,,
14.73,11.45,Bank of Qld,13.25,+20,13.24,13.25,70.00,f,1.11,7.01,5.28,17.1,,
14.45,11.20,Bendigo&Adelaide Bk,12.29,+11,12.29,12.31,66.00,f,1.43,7.22,5.37,13.0,,
6.30,3.28,BlueScope Steel,3.51,+10,3.48,3.51,,f,-,6.43,,313.4,,
6.66,4.68,Boral,6.26,,6.26,6.27,16.50,f,2.36,4.18,2.64,16.1,,
11.95,8.91,Brambles,11.44,+7,11.44,11.46,27.50,p,1.44,.65,2.40,28.8,,
15.25,11.52,Brickworks,14.87,-3,14.87,14.90,43.00,f,1.39,10.41,2.89,24.9,,
10.97,5.65,BT Invest Mgt,9.69,+9,9.64,9.69,36.00,p,1.16,.41,3.72,23.1,,
3.32,2.31,BWP Trust unt,3.31,+8,3.30,3.31,15.55,,2.03,2.18,4.70,10.5,,
38.81,21.07,Caltex Aust,33.70,-12,33.70,33.73,70.00,f,.11,8.64,2.08,455.4,,
11.62,9.30,Carsales.com,10.45,-1,10.43,10.46,49.80,f,.83,.22,4.77,25.3,,
8.27,5.81,Challenger,6.88,-5,6.87,6.88,28.00,p,2.08,3.43,4.07,11.8,,
5.395,4.00,Charter Hall Grp forus,4.79,+2,4.78,4.79,23.40,,1.18,2.38,4.89,17.3,,
24.45,18.08,Cimic Grp,24.24,+35,24.23,24.27,110.00,f,1.82,9.53,4.54,12.1,,
11.00,8.19,Coca-Cola Amatil,10.09,+4,10.07,10.09,42.00,p,.85,1.76,4.16,28.3,,
93.97,58.51,Cochlear,88.55,+105,88.08,88.55,217.00,p,1.17,1.58,2.45,35.0,,
96.69,73.57,C'wlth Bank  of Aust,85.09,+159,85.07,85.10,416.00,f,1.33,24.46,4.89,15.4,,
13.56,10.875,Computershare,12.88,+21,12.88,12.89,30.00,p,.78,-2.69,2.33,55.1,,
