100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4789.3 at 16:47 3/12/2009  Report at 19:05 Thursday 3/12/2009. Processed 19:21 Thursday 3/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.64,6,2.62,2.64,14,f,1.49,1.15,5.30,12.7
15.80,12.83,AGL Energy Ltd,13.95,-11,13.93,13.95,54,f,6.63,6.00,3.87,3.9
6.05,3.50,Amcor Ltd,5.95,2,5.93,5.96,34,,0.74,1.61,5.71,23.5
6.97,3.52,AMP Ltd,6.25,-1,6.24,6.25,30,p,0.99,0.67,4.80,21.1
13.38,7.51,Ansell Ltd,10.55,-12,10.47,10.60,28,,3.19,1.98,2.65,11.8
25.25,11.83,ANZ Banking Grp,22.20,9,22.11,22.22,102,f,1.67,10.72,4.59,13.0
3.38,2.48,APA Grp stpld,3.33,-2,3.30,3.35,31,,0.52,1.18,9.31,20.6
2.61,0.866,APN News & Media,2.40,4,2.35,2.47,12,,-,-1.23,5.00,-
6.91,4.52,Argo Invest,6.65,-3,6.65,6.72,27,f,-,6.26,4.06,-
5.75,3.16,Aristocrat Leisure,3.97,-3,3.94,3.99,14.5,f,-,0.35,3.65,-
1.76,0.32,Asciano Grp stpld,1.72,,1.72,1.725,23,,-,-1.41,13.37,-
37.90,23.52,ASX Ltd,33.33,-17,33.26,33.50,164.9,f,1.11,2.66,4.95,18.2
5.35,3.45,Aust Foundation,5.19,-4,5.19,5.22,21,f,0.51,4.77,4.05,48.9
1.465,0.60,Austar United,1.36,-0.5,1.35,1.385,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.505,,0.505,0.51,10,,-,0.92,19.80,-
6.00,2.52,AXA Asia Pacific,5.82,-6,5.80,5.84,18.5,p,-,0.96,3.18,-
4.57,3.84,Babcock & Br Infr stp d,3.98,-2,3.98,4.00,-,,-,1.84,-,-
13.49,6.228,Bank of Qld,11.90,24,11.75,11.91,52,f,1.46,6.62,4.37,15.7
12.157,5.733,Bendigo & Adelaide,9.04,14,8.98,9.04,43,f,0.60,4.03,4.76,35.3
12.19,5.815,Billabong Intl,10.84,9,10.75,11.03,45,p,1.54,0.70,4.15,15.7
3.48,1.675,BlueScope Steel,2.88,-2,2.87,2.88,5,,-,2.46,1.74,-
0.375,0.054,Boart Longyear,0.315,-0.5,0.315,0.32,2.87,,2.38,-0.10,9.11,4.6
6.40,2.29,Boral Ltd,5.71,7,5.69,5.71,13,f,1.85,4.12,2.28,23.7
8.37,4.08,Brambles Ltd,6.47,-17,6.46,6.50,30,p,1.34,0.58,4.64,16.1
16.80,9.00,Brickworks Ltd,12.52,2,12.48,12.52,39,f,5.89,8.27,3.12,5.4
14.00,6.18,Caltex Aust,9.26,-21,9.25,9.29,36,,0.43,10.60,3.89,59.4
30.608,8.29,Campbell Brothers,28.25,-51,28.25,28.50,95,p,1.71,2.96,3.36,17.4
2.12,1.415,CFS Retail Prop unt,1.87,-5,1.87,1.875,12.5,p,-,2.02,6.68,-
4.38,0.865,Challenger FSG Ltd,4.28,15,4.21,4.32,12.5,,-,1.81,2.92,-
11.25,8.02,Coca-Cola Amatil,10.97,-20,10.90,11.05,40.5,f,1.35,1.14,3.69,20.0
68.54,46.21,Cochlear Ltd,65.84,236,64.20,65.90,175,f,1.34,2.78,2.66,28.2
56.24,24.03,C'wlth Bank  of Aust ,54.11,-59,54.10,54.19,228,f,1.44,13.65,4.21,16.5
1.245,0.67,C'wlth Prop ord unt   ,0.96,,0.95,0.96,8.8,,-,1.15,9.17,-
11.32,6.41,Computershare Ltd,10.94,5,10.80,10.94,22,p,2.58,-1.95,2.01,19.3
