Cromwell Grp,stapled securities,CMW,Q1,2,-,2,-,4,-,7.5,1.5,29/9/09,6/10/09,16/11/09
CSR Ltd,ordinary,CSR,I,2.5,-,2.5,100,4,-,6,-,4/11/09,10/11/09,23/12/09
CTI Logistics,ordinary,CLX,F,3,-,6,100,4,4,3,3,30/10/09,6/11/09,20/11/09
David Jones Ltd,ordinary,DJS,F,17,-,28,100,3,-,11,16,6/10/09,12/10/09,2/11/09
Desane Grp Hldings,ordinary,DGH,F,2,-,2,-,-,-,-,2,10/11/09,16/11/09,27/11/09
Diploma Grp Ltd,ordinary,DGX,F,1,-,1,100,-,-,-,2,26/10/09,30/10/09,1/12/09
Envirozel Ltd,ordinary,EVZ,F,0.25,-,0.5,100,4,-,-,0.75,12/10/09,16/10/09,6/11/09
FFI Hldgs,ordinary,FFI,F,11,-,18,100,3,-,7,11,29/10/09,5/11/09,12/11/09
Gunns Ltd,forests,GNSPA,I,155.62,-,299.36,100,-,-,529.45,142.15,22/12/09,30/12/09,14/1/10
Harvey Norman,ordinary,HVN,F,6,-,11,100,-,-,7,7,30/10/09,6/11/09,7/12/09
Hastings High Yield,ordinary units,HHY,Q1,3.5,-,3.5,-,4,-,14.2,4.1,24/9/09,30/9/09,12/11/09
Hillgrove Res Ltd,ordinary,HGO,I,1,-,1,100,-,-,-,-,10/11/09,16/11/09,30/11/09
Hills Ind Ltd,ordinary,HIL,F,2,-,10,100,3,3,13.5,14,2/11/09,9/11/09,23/11/09
Industrea Ltd,ordinary,IDL,F,1,-,1,100,3,-,-,1,13/10/09,19/10/09,3/11/09
Ironbark Capital,ordinary,IBC,I,1.3,-,1.3,100,4,-,2.35,-,21/10/09,27/10/09,4/11/09
Lihir Gold Ltd,ordinary,LGL,I,1.5216,-,1.5216,-,-,-,-,-,2/11/09,9/11/09,30/11/09
Macq Grp Ltd,ordinary,MQG,I,86,-,86,-,3,-,145,-,9/11/09,13/11/09,16/12/09
Mineral Res,ordinary,MIN,F,12.35,-,19.35,100,-,-,6,13.35,9/9/09,15/9/09,19/11/09
Money3 Corp,ordinary,MNY,F,1.8,-,3.3,100,3,-,1.3,3,9/11/09,13/11/09,27/11/09
Mystate Ltd,ordinary,MYS,F,10,-,10,100,-,-,-,-,26/10/09,30/10/09,27/11/09
Namoi Cotton Co-Op,co-operative cap.unt,NAM,I,2.5,-,2.5,-,-,-,3,-,5/11/09,11/11/09,16/12/09
National Aust Bank,ordinary,NAB,F,73,-,146,100,3,3,97,97,13/11/09,19/11/09,17/12/09
NEW Hope Corp,ordinary,NHC,F,77.25,-,82,100,-,-,2.25,11.5,20/10/09,26/10/09,10/11/09
Newmont Min Corp,cdi 10:1,NEM,I,-,-,0.9729,-,-,-,3.5439,1.1098,2/12/09,8/12/09,29/12/09
Nufarm Ltd,ordinary,NUF,F,15,-,27,-,4,-,12,23,12/10/09,16/10/09,13/11/09
Orica Ltd,step up preference,ORIPB,F,229,-,510,-,-,-,438,470,9/11/09,13/11/09,30/11/09
PearlStreet Ltd,ordinary,PST,F,1,-,2.6,100,4,-,0.6,1.05,29/10/09,5/11/09,19/11/09
Pipe Nets,ordinary,PWK,F,8,-,8,100,3,-,-,7,30/10/09,6/11/09,20/11/09
Platinum Capital,ordinary,PMC,F,5,-,10,100,3,-,5,5,28/10/09,4/11/09,17/11/09
PPK Grp Ltd,ordinary,PPK,F,1,-,2.5,100,-,-,3.25,3.25,9/11/09,13/11/09,20/11/09
Preferred Capital,perls iii,PCAPA,I,-,-,147.15,-,-,-,762.64,145.32,22/12/09,30/12/09,6/1/10
Premier Invest,ordinary,PMV,F,38,-,75,100,3,-,11,18,6/10/09,12/10/09,9/11/09
Premium Investors,ordinary,PRV,I,3.5,-,3.5,-,3,-,-,4,10/12/09,16/12/09,28/1/10
Redflex Hldgs,ordinary,RDF,F,5,-,5,100,3,-,-,4.5,22/10/09,28/10/09,9/11/09
Shenhua Ltd,ordinary,SHU,F,1,-,1,-,-,-,-,-,26/10/09,30/10/09,20/11/09
Sigma Pharmaceutical,ordinary,SIP,I,3,-,3,100,3,-,3,-,16/10/09,22/10/09,13/11/09
Silver Chef Ltd,ordinary,SIV,F,10,-,14,100,-,-,-,7.2,8/9/09,14/9/09,15/1/10
Sirtex Medical,ordinary,SRX,I,7,-,7,100,-,-,-,-,24/11/09,30/11/09,15/12/09
Soul Pattinson (W H),ordinary,SOL,F,44,-,57,100,-,-,12,18,10/11/09,16/11/09,7/12/09
SP Telemedia Ltd,ordinary,SOT,F,1,-,2,100,3,-,2.4,-,15/10/09,21/10/09,18/11/09
SPDR S&P/ASX Prop Fd,etf units,SLF,Q1,13.8166,-,13.8166,2.68,4,-,50.081,11.0063,30/9/09,7/10/09,4/12/09
Suncorp-Metway,pref shares,SUNPB,I,115.94,-,229.29,100,-,-,317.63,108.78,26/11/09,2/12/09,14/12/09
TFS Corp Ltd,ordinary,TFC,F,3,-,4.25,100,3,-,1,3,26/11/09,2/12/09,22/12/09
Thomas Bryson Int,ordinary,TBI,F,1,-,1,-,3,-,-,-,19/10/09,23/10/09,10/11/09
Trust Co Ltd,ordinary,TRU,I,17.2,-,17.2,100,4,-,20,-,22/10/09,28/10/09,12/11/09
UXC Ltd,ordinary,UXC,F,3.5,-,3.5,100,3,-,4.25,5.5,30/10/09,6/11/09,20/11/09
Village Roadshow,ordinary,VRL,F,6,-,9.75,100,-,-,17.5,9,12/11/09,18/11/09,2/12/09
Village Roadshow,a' class preference,VRLPA,F,9,-,12.75,100,-,-,17.5,12,12/11/09,18/11/09,2/12/09
Warehouse Grp,ordinary,WHS,F,12.8163,-,25.6125,-,-,-,13.8628,5.01,30/10/09,6/11/09,18/11/09
Waterco Ltd,ordinary,WAT,F,3,-,5,100,3,-,-,3,9/11/09,13/11/09,18/12/09
Westpac Banking,preferred,WBCPA,I,-,101.51,-,-,-,-,165.15,-,18/12/09,24/12/09,31/12/09
Westpac Banking,preferred ii,WBCPB,I,-,126.21,-,-,-,-,-,-,18/12/09,24/12/09,31/12/09
Westpac Office Tr,units,WOT,Q1,1.6625,-,1.6625,-,-,-,-,-,24/9/09,30/9/09,16/11/09
Westpac Office Tr,instalment receipts,WOTCA,Q1,0.85,-,0.85,-,-,-,2.55,0.85,24/9/09,30/9/09,16/11/09
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,I,-,76.81,73.4,-,-,-,379.58,71.79,8/12/09,14/12/09,31/12/09
WHK Grp Ltd,ordinary,WHG,F,1.5,-,3,100,3,-,3,3,30/9/09,7/10/09,5/11/09
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
