Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-12-15T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
360 Cap Indust Fund,ordinary units,TIX,I,-,1.125,-,-,4,-,-,-,21 Dec,31 Dec,25 Jan,1,,
AHC,ordinary,AHC,I,10.0,-,10.0,100,-,-,-,-,10 Dec,14 Dec,28 Dec,0,,
Alesco Corp,ordinary,ALS,I,27.0,-,27.0,100,4,-,-,12.5,3 Dec,7 Dec,19 Dec,0,,
ALS,ordinary,ALQ,I,21.0,-,21.0,50.00,3,-,-,-,29 Nov,5 Dec,18 Dec,0,,
Amadeus Energy,ordinary,AMU,I,2.0,-,2.0,-,-,-,-,-,18 Dec,24 Dec,7 Jan,0,,
AMCB Fund No 5,ordinary,AKY,I,89.0,-,89.0,100,-,-,295.0,-,3 Dec,7 Dec,18 Dec,0,,
ANZ Banking Grp,ordinary,ANZ,F,79.0,-,145.0,100,3,3,64.0,76.0,8 Nov,14 Nov,19 Dec,0,,
ANZ Banking Grp,pref share cps2,ANZPA,I,115.71,-,236.61,100,-,-,415.76,133.39,26 Nov,30 Nov,17 Dec,0,,
ANZ Banking Grp,pref share cps1,ANZPB,I,105.24,-,215.33,100,-,-,384.22,122.8,26 Nov,30 Nov,17 Dec,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,227.2,-,227.2,100,-,-,230.72,-,8 Feb,14 Feb,1 Mar,0,,
APA Grp,stapled securities,APA,I,-,17.0,-,-,3,-,17.0,-,21 Dec,31 Dec,13 Mar,1,,
Aristocrat Leisure,ordinary,ALL,F,2.0,-,6.0,-,3,-,2.5,-,3 Dec,7 Dec,21 Dec,0,,
Asia Liver Trans,ordinary,AJJ,F,0.3,-,0.4,-,-,-,0.1,0.2,6 Dec,12 Dec,21 Dec,0,,
Aspen Grp,ord/units stapled,APZ,I,0.75,-,0.75,-,4,-,3.15,1.05,21 Dec,31 Dec,25 Feb,1,,
Australand Prop,stapled security,ALZ,F,11.0,-,21.5,-,4,-,10.5,11.0,21 Dec,31 Dec,8 Feb,1,,
Aust Enhanced,units,AYF,I,11.25,-,22.5,40.05,3,-,36.25,11.25,21 Dec,31 Dec,15 Jan,1,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.5,-,-,4,-,5.0,-,21 Dec,31 Dec,25 Feb,1,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,87.54,-,179.35,100,-,-,331.68,104.87,20 Nov,26 Nov,17 Dec,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,I,87.0,-,181.0,100,-,-,340.0,105.0,17 Dec,21 Dec,10 Jan,0,,
BetaShares ASX Fin,etf units,QFN,I,38.0981,-,38.0981,93.67,3,-,42.5578,-,10 Dec,14 Dec,17 Jan,0,,
BetaShares Aust HIC,etf units,AAA,I,16.5863,-,16.5863,-,-,-,-,-,3 Dec,7 Dec,18 Dec,0,,
Brookfield,ordinary unit,BPA,I,-,2.0,-,-,-,-,-,-,21 Dec,31 Dec,31 Jan,1,,
BT Invest Mgt,ordinary,BTT,F,7.0,-,12.5,100,3,-,6.0,10.0,3 Dec,7 Dec,20 Dec,0,,
BWP Trust,ordinary units,BWP,I,-,6.9,-,-,3,-,6.63,-,21 Dec,31 Dec,26 Feb,1,,
Centro Retail Aust,ord/unit stapled sec,CRF,I,6.6,-,6.6,-,-,-,-,-,21 Dec,31 Dec,28 Feb,0,,
Challenger Div Pro,stapled units,CDI,I,-,8.6,-,-,4,-,2.05,-,21 Dec,31 Dec,28 Feb,1,,
Charter Hall Ret REIT,units,CQR,I,13.3,-,13.3,-,3,-,13.0,-,21 Dec,31 Dec,15 Feb,0,,
CI Res,ordinary,CII,F,1.0,-,2.0,100,-,-,1.0,-,3 Dec,7 Dec,15 Jan,0,,
Collins Foods,ordinary,CKF,I,4.0,-,4.0,100,-,-,-,-,5 Dec,11 Dec,21 Dec,0,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q3,230.78,-,739.98,100,-,-,870.61,267.25,18 Jan,24 Jan,31 Jan,0,,
C'wlth Bank  of Aust,perp.exc.(perls vi),CBAPC,I,78.7,-,78.7,100,-,-,-,-,3 Dec,7 Dec,17 Dec,0,,
Countplus,ordinary,CUP,Q3,3.0,-,9.0,100,-,-,3.0,3.0,14 Jan,18 Jan,15 Feb,0,,
CSR,ordinary,CSR,I,3.0,-,3.0,-,3,-,6.0,-,20 Nov,26 Nov,18 Dec,0,,
