Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2011-12-10T23:15:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
ALE Prop Grp,stapled securities,LEP,I,-,8.0,-,-,3,-,10.0,-,22 Dec,30 Dec,5 Mar,1,,
AMCB Fund No 5,ordinary,AKY,I,295.0,-,295.0,100,-,-,-,-,21 Nov,25 Nov,16 Jan,0,,
AMCB Fund No 4,ordinary,AKX,I,160.0,-,160.0,100,-,-,-,-,12 Dec,16 Dec,20 Dec,1,,
AMCB Fund No 3,ordinary,AKU,I,111.0,-,111.0,100,-,-,-,326.0,9 Dec,15 Dec,19 Dec,1,,
ANZ Banking Grp,ordinary,ANZ,F,76.0,-,140.0,100,3,3,52.0,74.0,10 Nov,16 Nov,16 Dec,0,,
ANZ Banking Grp,pref share cps2,ANZPA,I,139.04,-,282.34,100,-,-,412.99,141.62,24 Nov,30 Nov,15 Dec,0,,
ANZ Banking Grp,pref share cps1,ANZPB,I,128.56,-,261.27,100,-,-,381.34,131.26,24 Nov,30 Nov,15 Dec,0,,
Asia Liver Trans,ordinary,AJJ,F,0.2,-,0.3,-,-,-,0.5,0.2,6 Dec,12 Dec,23 Dec,0,,
Aspen Grp,ord/units stapled,APZ,I,1.05,-,2.1,-,3,-,3.15,1.05,22 Dec,30 Dec,16 Feb,1,,
Aust Infrastructure Fd,units/ordinary,AIX,I,-,5.0,-,-,4,-,5.0,-,22 Dec,30 Dec,27 Feb,1,,
Aust Pharmaceutical,ordinary,API,F,1.5,-,2.5,-,-,-,1.0,1.5,11 Nov,17 Nov,15 Dec,0,,
AWE,ordinary,AWE,I,5.0,-,5.0,100,-,-,-,-,14 Dec,20 Dec,20 Jan,1,,
Bendigo & Adelaide Bk,reset conv pref,BENPA,I,307.16,-,307.16,100,-,-,305.47,-,5 Apr,13 Apr,1 May,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,111.11,-,226.18,100,-,-,337.98,112.39,18 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,I,114.0,-,232.0,100,-,-,348.0,116.0,15 Dec,21 Dec,10 Jan,0,,
BT Invest Mgt,ordinary,BTT,F,10.0,-,16.0,100,-,-,12.5,10.0,28 Nov,2 Dec,16 Dec,0,,
Campbell Brothers,ordinary,CPB,I,95.0,-,95.0,50.00,4,-,65.0,-,7 Dec,13 Dec,19 Dec,0,,
Cellnet Grp,ordinary,CLT,I,1.0,-,1.0,100,-,-,-,-,5 Dec,9 Dec,23 Dec,0,,
Charter Hall Ret REIT,units,CQR,I,13.0,-,13.0,-,4,-,12.0,-,22 Dec,30 Dec,17 Feb,1,,
C'wlth Bank  of Aust,perp.exc.(perls v),CBAPA,Q3,286.01,-,870.61,100,-,-,859.46,290.4,18 Jan,24 Jan,31 Jan,0,,
C'wlth Bank  of Aust,perp.exc.(perls iv),CBAPB,Q3,203.08,-,623.63,100,-,-,610.69,208.38,18 Jan,24 Jan,31 Jan,0,,
Countplus,ordinary,CUP,I,3.0,-,3.0,100,-,-,-,-,16 Jan,20 Jan,15 Feb,0,,
CSR,ordinary,CSR,I,6.0,-,6.0,100,3,-,9.13,-,21 Nov,25 Nov,16 Dec,0,,
DuluxGroup,ordinary,DLX,F,7.5,-,15.0,100,3,-,-,3.0,21 Nov,25 Nov,16 Dec,0,,
Ethane Pipeline,stapled securities,EPX,I,4.13,-,7.85,-,-,-,11.7,3.96,22 Dec,30 Dec,13 Jan,0,,
Fisher & Paykel Health,ordinary,FPH,I,4.1253,-,4.1253,-,3,-,4.1832,-,28 Nov,2 Dec,16 Dec,0,,
Goodman Plus Tr,step-up units,GMPPA,I,165.7945,-,339.251,-,-,-,509.3652,170.7243,8 Dec,14 Dec,21 Dec,1,,
GrainCorp,a class ordinary,GNC,F,35.0,-,55.0,100,-,-,15.0,15.0,1 Dec,7 Dec,21 Dec,0,,
HGL,ordinary,HNG,F,5.5,-,11.5,100,3,-,6.0,5.0,28 Nov,2 Dec,16 Dec,0,,
Incitec Pivot,ordinary,IPL,F,8.2,-,11.5,-,4,-,1.8,6.0,17 Nov,23 Nov,16 Dec,0,,
Infratil,ordinary,IFZ,I,2.2918,-,2.2918,-,3,-,1.9366,-,28 Nov,2 Dec,16 Dec,0,,
Insurance Aust Grp,5.63% reset cnv.pref,IAGPA,I,282.27,-,282.27,100,-,-,282.27,-,24 Nov,30 Nov,15 Dec,0,,
iShares MSCI Aus 200,ishares msci aus 200,IOZ,I,-,20.5547,12.6782,-,3,-,3.0647,29.6883,9 Dec,15 Dec,29 Dec,1,,
iShares S&P High Div,ishares s&p high div,IHD,I,-,32.6134,6.4792,-,3,-,8.4916,27.9853,9 Dec,15 Dec,29 Dec,1,,
iShares S&P/ASX 20,ishares s&p/asx20,ILC,I,-,26.6698,17.691,-,3,-,1.3782,22.889,9 Dec,15 Dec,29 Dec,1,,
