Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2012-10-13T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Aberdeen Leaders,ordinary,ALR,I,1.75,-,5.5,100,-,-,7.5,2.0,9 Oct,15 Oct,2 Nov,0,,
Academies A'asia,ordinary,AKG,F,2.5,-,4.5,100,-,-,2.0,2.0,7 Sep,13 Sep,17 Oct,0,,
Alcoa Inc,chess depositary int,AAI,I,-,-,2.4683,-,-,-,7.1905,2.4837,29 Oct,2 Nov,25 Nov,0,,
Alliance Aviation,ordinary,AQZ,F,5.6,-,5.6,100,3,-,-,-,27 Sep,4 Oct,18 Oct,0,,
Altium,ordinary,ALU,F,5.0,-,5.0,-,-,-,-,-,4 Oct,10 Oct,30 Oct,0,,
AMA Grp,ordinary,AMA,F,1.6,-,1.6,100,-,-,-,1.0,9 Oct,15 Oct,15 Nov,0,,
AMCB Fund No 5,ordinary,AKY,I,100.0,-,100.0,100,-,-,-,-,15 Oct,19 Oct,30 Oct,1,,
ANZ Banking Grp,ordinary,ANZ,F,-,-,66.0,-,-,-,64.0,76.0,8 Nov,14 Nov,19 Dec,1,,
ANZ Banking Grp,pref share cps2,ANZPA,I,115.71,-,236.61,100,-,-,415.76,133.39,26 Nov,30 Nov,17 Dec,0,,
ANZ Banking Grp,pref share cps1,ANZPB,I,105.24,-,215.33,100,-,-,384.22,122.8,26 Nov,30 Nov,17 Dec,0,,
ANZ Banking Grp,pref share cps3,ANZPC,I,227.2,-,227.2,100,-,-,230.72,-,8 Feb,14 Feb,1 Mar,0,,
ARB Corp,ordinary,ARP,F,14.0,-,25.0,100,4,4,10.0,13.0,28 Sep,5 Oct,19 Oct,0,,
Arrium Ltd,ordinary,ARI,F,3.0,-,3.0,-,3,-,-,-,10 Sep,14 Sep,18 Oct,0,,
ASG Grp,ordinary,ASZ,F,3.0,-,5.0,100,3,-,2.0,5.5,16 Oct,22 Oct,31 Oct,0,,
Auckland Airport,ordinary,AIA,F,4.8642,-,8.2879,-,4,-,2.9266,3.6608,28 Sep,5 Oct,19 Oct,0,,
Aust Social Infra Fd,units,AZF,Q1,4.25,-,4.25,-,-,-,10.5,4.0,24 Sep,28 Sep,19 Oct,0,,
Ausdrill,ordinary,ASL,F,8.0,-,14.5,100,3,-,5.5,6.5,26 Sep,3 Oct,31 Oct,0,,
Aust Vintage,ordinary,AVG,F,2.6,-,2.6,100,3,-,-,2.5,16 Oct,22 Oct,19 Nov,0,,
Austbrokers Hldgs,ordinary,AUB,F,21.5,-,31.0,100,3,-,8.5,17.0,28 Sep,5 Oct,24 Oct,0,,
Australand Assets,assets,AAZPB,Q1,209.81,-,209.81,-,-,-,715.67,225.26,24 Sep,28 Sep,16 Oct,0,,
Aust Education,units,AEU,Q1,2.5,-,2.5,-,-,-,7.35,2.65,24 Sep,28 Sep,19 Oct,0,,
Aust Enhanced,units,AYF,Q1,11.25,-,11.25,12.35,3,-,36.25,11.25,24 Sep,28 Sep,16 Oct,0,,
Aust Leaders Fund,ordinary,ALF,F,6.0,-,11.0,100,3,-,5.0,6.0,15 Oct,19 Oct,31 Oct,0,,
Bank of Qld,perpetual pref share,BOQPC,F,217.0,-,451.0,100,-,-,246.0,250.0,18 Sep,24 Sep,15 Oct,0,,
Bendigo & Adelaide Bk,reset conv pref,BENPA,F,309.68,-,616.84,100,-,-,305.47,310.53,11 Oct,17 Oct,1 Nov,0,,
Bendigo & Adelaide Bk,reset preference,BENPB,I,87.54,-,179.35,100,-,-,331.68,104.87,20 Nov,26 Nov,17 Dec,0,,
Bendigo & Adelaide Bk,step up non-cum pref,BENPC,I,87.0,-,181.0,100,-,-,340.0,105.0,17 Dec,21 Dec,10 Jan,0,,
BetaShares Aust HIC,etf units,AAA,I,18.679,-,18.679,-,-,-,-,-,2 Oct,8 Oct,17 Oct,0,,
Beyond Int'l,ordinary,BYI,F,3.0,-,6.0,-,-,-,3.0,3.0,17 Sep,21 Sep,19 Oct,0,,
Blackmores,ordinary,BKL,F,83.0,-,127.0,100,3,-,44.0,80.0,25 Sep,2 Oct,16 Oct,0,,
Blackwall Property,ordinary,BWF,F,0.5,-,0.5,100,-,-,-,-,6 Sep,12 Sep,31 Oct,0,,
Brickworks,ordinary,BKW,F,27.0,-,40.5,100,-,-,13.5,27.0,1 Nov,8 Nov,29 Nov,0,,
Brookfield,ordinary unit,BPA,Q1,-,2.0,-,-,-,-,-,-,24 Sep,28 Sep,19 Oct,0,,
Cabcharge Aust,ordinary,CAB,F,18.0,-,35.0,100,-,-,10.0,20.0,24 Sep,28 Sep,31 Oct,0,,
Cadence Capital,ordinary,CDM,F,8.0,-,12.5,100,3,-,3.0,6.0,15 Oct,19 Oct,29 Oct,0,,
Capitol Health,ordinary,CAJ,F,0.2,-,0.4,100,3,-,-,-,24 Sep,28 Sep,19 Oct,0,,
Careers Multilist,ordinary,CGR,F,0.5,-,1.0,100,-,-,0.5,0.5,25 Sep,2 Oct,22 Oct,0,,
