Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2013-08-24T23:15:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
1300 Smiles,ordinary,ONT,F,8.5,-,18.5,100,-,-,8.6,9.2,30 Sep,4 Oct,9 Oct,0,,
Academies A'asia,ordinary,AKG,F,2.5,-,5.0,100,-,-,2.0,2.5,6 Sep,12 Sep,26 Sep,0,,
Adelaide Brighton,ordinary,ABC,I,7.5,-,7.5,100,4,-,7.5,-,28 Aug,3 Sep,9 Oct,1,,
Agricultural Land,ordinary units,AGJ,F,2.82,-,2.82,-,3,-,-,3.18,25 Jun,1 Jul,27 Sep,0,,
ALE Prop Grp,stapled securities,LEP,F,8.0,-,16.0,-,3,-,8.0,8.0,24 Jun,28 Jun,5 Sep,0,,
Alliance Aviation,ordinary,AQZ,F,5.6,-,10.4,100,-,-,-,5.6,11 Sep,17 Sep,10 Oct,1,,
Amalgamated Hldgs,ordinary,AHD,F,27.0,-,42.0,100,4,-,14.0,25.0,30 Aug,5 Sep,19 Sep,1,,
AMCIL,ordinary,AMH,F,8.0,-,8.0,100,3,-,-,2.5,13 Aug,19 Aug,27 Aug,0,,
Amcom Telco,ordinary,AMM,F,3.5,-,5.5,100,-,-,1.8,3.2,13 Sep,19 Sep,4 Oct,0,,
Amcor,ordinary,AMC,F,20.5,-,40.0,-,3,-,18.0,19.0,2 Sep,6 Sep,30 Sep,1,,
AMP,ordinary,AMP,I,11.5,-,11.5,70.00,3,-,12.5,-,2 Sep,6 Sep,11 Oct,0,,
Ansell,ordinary,ANN,F,22.0,-,38.0,-,-,-,15.0,20.5,30 Aug,5 Sep,26 Sep,1,,
ANZ Banking Grp,pref share cps2,ANZPA,Q1,102.63,-,102.63,100,-,-,341.25,112.3,26 Aug,30 Aug,16 Sep,0,,
ANZ Banking Grp,pref share cps1,ANZPB,Q1,92.16,-,92.16,100,-,-,309.84,101.48,26 Aug,30 Aug,16 Sep,0,,
ANZ Banking Grp,pref share cps3,ANZPC,F,214.3,-,441.5,100,-,-,230.72,270.86,12 Aug,16 Aug,2 Sep,0,,
APA Grp,stapled securities,APA,F,18.5,-,35.5,-,4,-,17.0,18.0,24 Jun,28 Jun,11 Sep,0,,
ARB Corp,ordinary,ARP,F,15.5,-,28.0,100,4,4,11.0,14.0,30 Sep,4 Oct,18 Oct,1,,
Ardent Leisure Grp,stapled securities,AAD,F,-,5.4,6.6,-,3,-,6.5,5.2,24 Jun,28 Jun,30 Aug,0,,
Argo Invest,ordinary,ARG,F,13.5,-,26.5,100,3,-,13.0,13.0,15 Aug,21 Aug,4 Sep,0,,
Arrium Ltd,ordinary,ARI,F,3.0,-,5.0,-,3,-,-,3.0,9 Sep,13 Sep,17 Oct,1,,
Asciano,ordinary,AIO,F,6.25,-,11.5,100,4,-,3.5,4.0,30 Aug,5 Sep,18 Sep,1,,
