Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2010-11-20T23:15:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Alcoa Inc,chess depositary int,AAI,I,2.6183,-,5.5326,-,-,-,8.8231,2.7927,29 Oct,5 Nov,25 Nov,0,,
Amcbf One,ordinary,AKS,F,359.0,-,359.0,100,-,-,-,-,28 Oct,4 Nov,23 Nov,0,,
Amcbf Two,ordinary,AKT,F,312.0,-,312.0,100,-,-,-,-,28 Oct,4 Nov,24 Nov,0,,
ANZ Banking Grp,ordinary,ANZ,F,74.0,-,126.0,100,3,3,46.0,56.0,4 Nov,10 Nov,17 Dec,0,,
ANZ Banking Grp,pref share,ANZPA,I,138.83,-,280.13,100,-,-,121.09,132.86,24 Nov,30 Nov,15 Dec,0,,
ANZ Banking Grp,pref share,ANZPB,I,128.36,-,259.07,100,-,-,322.69,122.27,24 Nov,30 Nov,15 Dec,0,,
Asia Liver Trans,ordinary,AJJ,F,0.2,-,0.7,-,-,-,-,-,6 Dec,10 Dec,23 Dec,0,,
Aust Pharmaceutical,ordinary,API,F,1.5,-,2.5,100,-,-,-,2.0,5 Nov,11 Nov,15 Dec,0,,
Bank of Qld,ordinary,BOQ,F,26.0,-,52.0,100,3,-,26.0,26.0,12 Nov,18 Nov,2 Dec,0,,
Bendigo & Adelaide,reset conv pref,BENPA,I,305.47,-,305.47,100,-,-,305.47,-,6 Apr,12 Apr,2 May,0,,
Bendigo & Adelaide,reset preference,BENPB,I,110.91,-,223.98,100,-,-,270.32,104.63,18 Nov,24 Nov,15 Dec,0,,
Bendigo & Adelaide,step up non-cum pref,BENPC,I,116.0,-,232.0,100,-,-,286.0,110.0,15 Dec,21 Dec,10 Jan,0,,
Brickworks,ordinary,BKW,F,27.0,-,40.0,100,-,-,12.5,26.5,17 Nov,23 Nov,1 Dec,0,,
BT Invest Mgt,ordinary,BTT,F,10.0,-,22.5,100,-,-,3.0,4.9,29 Nov,3 Dec,17 Dec,0,,
Clover Corp,ordinary,CLV,F,1.25,-,1.25,100,-,-,-,1.0,29 Nov,3 Dec,15 Dec,0,,
Collection House,ordinary,CLH,F,3.0,-,5.8,100,-,-,-,2.6,8 Nov,12 Nov,26 Nov,0,,
