Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 0.0 at 0-00-00T00:00:00. Processed Saturday at 2015-11-21T23:15:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
8I Hldgs,cdi 1:1,8IH,I,0.4935,-,0.4935,-,-,-,-,-,11 Nov,13 Nov,1 Dec,0,,
AIMS Prop Sec Fund,units,APW,I,0.1221,-,0.1221,-,-,-,0.1088,-,28 Sep,30 Sep,18 Dec,0,,
Alcoa Inc,cdi 1:1 for. exempt,AAI,I,2.9766,-,2.9766,-,-,-,2.4157,-,4 Nov,6 Nov,25 Nov,0,,
AMCB Fund No 5,ordinary,AKY,I,88.0,-,88.0,100,-,-,36.0,-,23 Nov,25 Nov,4 Dec,1,,
Aust Masters YF4,ordinary,AYK,I,43.0,-,43.0,100,-,-,93.0,-,30 Nov,2 Dec,10 Dec,0,,
Aust Masters YF1,ordinary,AYD,I,64.0,-,64.0,100,-,-,140.0,-,23 Nov,25 Nov,4 Dec,0,,
Aust Masters YF3,ordinary,AYJ,I,46.0,-,46.0,100,-,-,120.0,-,30 Nov,2 Dec,10 Dec,0,,
Aust Masters YF2,ordinary,AYH,I,73.0,-,73.0,100,-,-,120.0,-,23 Nov,25 Nov,4 Dec,0,,
ANZ Banking Grp,ordinary,ANZ,F,95.0,-,181.0,100,3,3,83.0,95.0,6 Nov,10 Nov,16 Dec,0,,
ANZ Banking Grp,ctg pre 3m per t,ANZPA,I,92.15,-,92.15,100,-,-,199.53,100.96,26 Nov,30 Nov,15 Dec,0,,
ANZ Banking Grp,ctg pre 6m per t,ANZPC,I,184.47,-,184.47,100,-,-,200.35,-,11 Feb,15 Feb,1 Mar,0,,
ANZ Banking Grp,cn 6m per q rd t-21,ANZPD,I,194.94,-,194.94,100,-,-,210.82,-,18 Feb,22 Feb,1 Mar,0,,
ANZ Banking Grp,cn 6m per q rd t-22,ANZPE,I,192.5,-,192.5,100,-,-,208.45,-,15 Mar,16 Mar,24 Mar,0,,
ANZ Banking Grp,cn 6m per q rd t-23,ANZPF,I,204.71,-,204.71,100,-,-,-,-,15 Mar,16 Mar,24 Mar,0,,
Aurora Div Inc Tr,managed fund units,AOD,I,0.39,-,0.39,100,3,-,0.45,-,26 Nov,30 Nov,18 Dec,0,,
AusNet Services,ordinary,AST,I,4.265,-,4.265,100,3,-,4.18,-,20 Nov,24 Nov,24 Dec,1,,
Aust Pharmaceutical,ordinary,API,F,2.5,-,4.5,100,-,-,1.5,2.0,4 Nov,6 Nov,4 Dec,0,,
Aust Masters YF5,ordinary,AYZ,I,53.0,-,53.0,100,-,-,-,-,30 Nov,2 Dec,10 Dec,0,,
Bank of Qld,ordinary,BOQ,F,38.0,-,74.0,100,3,-,32.0,34.0,29 Oct,2 Nov,24 Nov,0,,
Bendigo&Adelaide Bk,ctg pre 6m per rd t,BENPD,I,253.52,-,253.52,100,4,4,273.9,-,25 Nov,27 Nov,14 Dec,0,,
Bendigo&Adelaide Bk,ctg pre 6m per rd t,BENPE,I,189.53,-,189.53,100,4,4,59.29,-,16 Nov,18 Nov,30 Nov,0,,
Bendigo&Adelaide Bk,ctg pre 6m per rd t,BENPF,I,219.82,-,219.82,100,4,4,-,-,1 Dec,3 Dec,15 Dec,0,,
Bisalloy Steel,ordinary,BIS,F,4.0,-,4.0,100,3,-,-,-,4 Nov,6 Nov,30 Nov,0,,
Brickworks,ordinary,BKW,F,30.0,-,45.0,100,-,-,14.0,28.0,2 Nov,5 Nov,25 Nov,0,,
BT Invest Mgt,ordinary,BTT,F,20.0,-,37.0,40.00,3,-,16.0,19.0,2 Dec,4 Dec,18 Dec,0,,
