Weekly Roundup - ASX Dividends Declared,,,,,,,,,,,,,,,,,,,,,,,
Report at 08:30 Saturday 21/8/2010|. Processed 18:42 Sunday 22/8/2010.,,,,,,,,,,,,,,,,,,,,,,,
KEY:  1 Reporting Period; 2 Dividend per share; 3 Estimated Trust Distribution; 4 Dividend Reinvestment Plan; 5 Bonus Share Plan.,,,,,,,,,,,,,,,,,,,,,,,
              DRP:  2 - Retail shareholder DRP only; 3 - Full DRP offering; 4 - DRP suspended; 5 - DRP subject to shareholder approval.,,,,,,,,,,,,,,,,,,,,,,,
              BSP: 2 - Retail shareholder BSP only; 3 - Full BSP offering; 4 - BSP suspended.,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Security Description,ASX Code,IFQ 1,Div 2,ETD 3,YTD Div ,Frank%,DRP 4,BSP 5,PY Interim,PY Final,Ex Date,Books Close,Payable,,,,,,,,,
Tamawood Ltd,ordinary,TWD,F,13,-,21,100,3,-,8,13,15/11/10,19/11/10,3/12/10,,,,,,,,,
Telecom Corp,ordinary,TEL,Q1,-,-,-,-,3,-,12.4621,4.1541,30/8/10,3/9/10,17/9/10,,,,,,,,,
Telstra Corp,ordinary,TLS,F,14,-,28,100,4,-,-,14,23/8/10,27/8/10,24/9/10,,,,,,,,,
The Reject Shop,ordinary,TRS,F,28,-,67,100,-,-,-,23,21/9/10,27/9/10,11/10/10,,,,,,,,,
Transfield Serv Infr,stapled securities,TSI,F,-,4,6,-,3,-,-,7,24/6/10,30/6/10,20/9/10,,,,,,,,,
Transfield Services,ordinary,TSE,F,-,-,5,100,-,-,4.75,7.25,9/9/10,15/9/10,20/10/10,,,,,,,,,
Transmetro Corp,ordinary,TCO,F,3,-,3,100,-,-,-,3,6/8/10,12/8/10,26/8/10,,,,,,,,,
Transpacific SPS,non-cum setup pref.,TPAPA,F,-,-,254,-,-,-,-,231,24/9/10,30/9/10,15/10/10,,,,,,,,,
Transurban Grp,triple stapled sec.,TCL,F,12,-,24,-,3,-,-,11,24/6/10,30/6/10,27/8/10,,,,,,,,,
Tranzact Fin Service,ordinary,TFS,F,0.35,-,0.35,100,-,-,-,0.35,20/9/10,24/9/10,8/10/10,,,,,,,,,
UGL Ltd,ordinary,UGL,F,35,-,64,100,-,-,-,35,27/8/10,2/9/10,17/9/10,,,,,,,,,
Van Eyk Blueprint,ordinary units,VBP,F,-,32,2.3,-,3,-,-,25,24/6/10,30/6/10,28/9/10,,,,,,,,,
WAM Active Ltd,ordinary,WAA,F,3,-,6,100,3,-,-,2,13/9/10,17/9/10,24/9/10,,,,,,,,,
WAM Capital Ltd,ordinary,WAM,F,4,-,8,100,3,-,-,4,6/9/10,10/9/10,17/9/10,,,,,,,,,
Watpac Ltd,ordinary,WTP,F,6.5,-,11,100,3,-,-,6,3/9/10,9/9/10,24/9/10,,,,,,,,,
Webjet Ltd,ordinary,WEB,F,5.5,-,10.5,100,-,-,-,3.5,20/9/10,24/9/10,8/10/10,,,,,,,,,
Wellcom Grp Ltd,ordinary,WLL,F,8,-,14,100,-,-,-,6,30/8/10,3/9/10,17/9/10,,,,,,,,,
Wesfarmers Ltd,ordinary,WES,F,70,-,125,100,3,-,-,60,24/8/10,30/8/10,30/9/10,,,,,,,,,
Wesfarmers Ltd,partially protected,WESN,F,70,-,125,100,3,-,-,60,24/8/10,30/8/10,30/9/10,,,,,,,,,
West Aust News,ordinary,WAN,F,26,-,45,100,3,-,23,10,3/9/10,9/9/10,30/9/10,,,,,,,,,
Westfield Grp,ord/unit stapled sec,WDC,I,32,-,32,-,4,-,47,-,10/8/10,16/8/10,31/8/10,,,,,,,,,
Westpac Banking,preferred,WBCPA,Q1,-,127.74,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac Banking,preferred ii,WBCPB,Q1,-,152.44,-,-,-,-,-,-,17/9/10,23/9/10,30/9/10,,,,,,,,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q1,-,103.04,-,-,-,-,238.41,94.56,9/9/10,15/9/10,30/9/10,,,,,,,,,
Wilson Invest,ordinary,WIL,F,2.6,-,5.2,100,3,-,-,2,18/10/10,22/10/10,29/10/10,,,,,,,,,
Wridgways Aust,ordinary,WWA,F,11,-,17,100,-,-,-,11,23/9/10,29/9/10,6/10/10,,,,,,,,,
