Growthpoint Prop,ord/unit stapled sec,GOZ,I,-,8.7,-,-,4,-,8.4,-,22 Dec,30 Dec,29 Feb,0,,
Growthpoint Prop,stapled new,GOZN,I,-,7.5,-,-,4,-,-,-,22 Dec,30 Dec,29 Feb,0,,
Hastings Divers,stapled security,HDF,I,2.5,-,5.0,-,-,-,8.5,2.5,22 Dec,30 Dec,30 Jan,0,,
Hastings High Yld,ordinary units,HHY,I,3.75,-,7.5,-,4,-,11.1,3.7,22 Dec,30 Dec,9 Feb,0,,
Investa Office Fd,stapled securities,IOF,I,0.975,-,1.95,-,4,-,2.925,0.975,22 Dec,30 Dec,28 Feb,0,,
Ironbark Capital,ordinary,IBC,I,0.8,-,0.8,100,4,-,1.5,-,23 Jan,30 Jan,9 Feb,1,,
James Hardie Ind,chess depositary int,JHX,I,4.0132,-,4.0132,-,-,-,-,-,12 Dec,16 Dec,23 Jan,0,,
Merchant House,ordinary,MHI,I,0.5,-,0.5,-,-,-,0.5,-,16 Jan,20 Jan,27 Jan,0,,
Mesbon China Nylon,ordinary,MES,F,1.0,-,1.0,-,3,-,-,-,5 Mar,9 Mar,30 Mar,0,,
Mirrabooka Invest,ordinary,MIR,I,3.5,-,3.5,100,3,-,3.5,-,20 Jan,27 Jan,10 Feb,0,,
Mirvac Grp,stapled securities,MGR,I,-,2.0,2.0,-,4,-,4.0,-,22 Dec,30 Dec,27 Jan,0,,
Multiplex European,units,MUE,I,-,0.625,9.5,-,-,-,-,-,22 Dec,30 Dec,31 Jan,0,,
Newhaven Hotels,ordinary,NHH,I,2.0,-,2.0,100,-,-,4.0,-,23 Jan,30 Jan,10 Feb,1,,
Norfolk Grp,ordinary,NFK,I,1.5,-,1.5,-,-,-,-,-,9 Jan,13 Jan,30 Jan,0,,
Ozgrowth,ordinary,OZG,I,0.2,-,0.2,100,-,-,0.5,-,25 Jan,1 Feb,15 Feb,0,,
Preferred Capital,perls iii,PCAPA,Q3,-,200.23,415.45,-,-,-,622.85,207.5,28 Mar,3 Apr,10 Apr,0,,
Programmed Maint,ordinary,PRG,I,5.0,-,5.0,100,4,-,3.0,-,5 Jan,11 Jan,27 Jan,0,,
Reef Casino Tr,units,RCT,F,-,11.0,9.0,-,-,-,-,11.0,22 Dec,30 Dec,20 Mar,0,,
SPDR Prop Fund,etf units,SLF,I,2.718,-,12.3552,-,4,-,28.6243,11.4888,30 Dec,6 Jan,6 Mar,0,,
Stockland,units/ord stapled,SGP,I,-,12.0,-,-,4,-,11.8,-,22 Dec,30 Dec,29 Feb,0,,
Suncorp-Metway,pref shares,SBKPB,Q3,134.41,-,420.05,100,-,-,143.43,144.03,27 Feb,2 Mar,14 Mar,0,,
SYD Airport,stapled us prohibit.,SYD,F,10.0,-,10.0,-,4,-,-,-,22 Dec,30 Dec,16 Feb,0,,
Techniche,ordinary,TCN,F,0.125,-,0.125,-,-,-,-,-,24 Jan,31 Jan,14 Feb,0,,
Tower,ordinary,TWR,F,1.5458,-,4.5978,-,3,-,3.2416,4.632,16 Jan,20 Jan,1 Feb,0,,
Transpacific SPS Tr,non-cum setup pref.,TPAPA,I,-,-,-,-,-,-,300.0,-,26 Mar,30 Mar,18 Apr,0,,
Transurban Grp,triple stapled sec.,TCL,I,14.5,-,14.5,24.14,3,-,13.0,-,22 Dec,30 Dec,14 Feb,0,,
Van Eyk Blueprint,ordinary units,VBP,I,-,1.0,-,-,3,-,1.0,-,22 Dec,30 Dec,16 Mar,0,,
Viterra Inc,cdi 1:1,VTA,F,6.0691,-,10.1916,-,-,-,-,4.3095,23 Jan,30 Jan,22 Feb,1,,
Westoz Inv,ordinary,WIC,I,1.0,-,1.0,100,4,-,3.0,-,25 Jan,1 Feb,15 Feb,0,,
Westpac Banking,preferred,WBCPA,Q3,-,118.91,-,-,-,-,-,-,19 Mar,23 Mar,2 Apr,0,,
Westpac Banking,preferred ii,WBCPB,Q3,-,143.34,-,-,-,-,-,-,19 Mar,23 Mar,2 Apr,0,,
Westpac TPS Tr,float.rate.cvn.pref.,WCTPA,Q3,-,94.47,206.52,-,-,-,103.75,102.76,9 Mar,16 Mar,2 Apr,0,,
,
