ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4946.8 at 18:52 6/1/2010  Report at 19:13 Wednesday 6/1/2010. Processed 11:21 Thursday 7/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""EXR",Elixir Petroleum ,FPO,"50,000","50,000",100.00,0.00,"188,988,472","0.02""",,,,,,,,,
"""NYO",Nyota Minerals ,FPO,"50,000","50,000",100.00,0.00,"258,743,949","0.01""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"78,007","55,366",70.97,0.00,"4,978,167","1.11""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"5,590,139","2,637,019",47.17,-2.77,"757,542,720","0.34""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,712,791","1,135,061",41.84,2.92,"606,831,240","0.18""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"580,862","240,317",41.37,0.88,"298,271,836","0.08""",,,,,,,,,
"""BLD",Boral ,FPO,"1,629,749","651,515",39.97,-1.32,"595,313,279","0.10""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,211,087","833,578",37.70,-1.48,"1,005,145,616","0.08""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"1,436,919","536,940",37.36,-0.40,"525,803,012","0.10""",,,,,,,,,
"""AAX",Ausenco ,FPO,"297,302","103,063",34.66,-0.62,"121,861,958","0.08""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"5,798,263","1,978,426",34.12,2.20,"1,045,236,720","0.18""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"531,783","179,915",33.83,5.31,"474,413,911","0.03""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"32,759,990","10,534,855",32.15,-0.58,"4,766,093,266","0.22""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"18,402,842","5,814,829",31.59,13.04,"3,102,737,233","0.18""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,240,373","694,670",31.00,-0.63,"878,168,374","0.07""",,,,,,,,,
"""AMC",Amcor ,FPO,"4,253,410","1,301,578",30.60,0.00,"1,220,810,970","0.10""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,070,602","1,245,660",30.60,-0.96,"1,894,384,958","0.06""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"6,495,634","1,975,344",30.41,1.24,"3,356,081,497","0.05""",,,,,,,,,
"""MRU",NewSat ,FPO,"37,450","11,150",29.77,-1.08,"122,454,994","0.00""",,,,,,,,,
"""BBG",Billabong International ,FPO,"282,982","81,626",28.84,-2.75,"252,863,336","0.03""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"1,339,895","369,599",27.58,-1.93,"460,768,608","0.08""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,213,535","608,447",27.48,-2.85,"434,400,474","0.14""",,,,,,,,,
"""OST",OneSteel ,FPO,"2,997,240","814,466",27.17,0.28,"1,328,383,491","0.06""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,193,125","830,160",25.99,0.50,"1,534,246,082","0.05""",,,,,,,,,
"""ANN",Ansell ,FPO,"228,371","58,365",25.55,1.98,"133,337,196","0.04""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"139,160","34,882",25.06,1.36,"202,081,252","0.01""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"3,088,083","771,254",24.97,-0.47,"2,973,707,732","0.02""",,,,,,,,,
"""IDL",Industrea ,FPO,"769,416","190,488",24.75,0.00,"955,736,701","0.02""",,,,,,,,,
"""UGL",UGL ,FPO,"480,725","116,557",24.24,-1.26,"165,781,705","0.07""",,,,,,,,,
"""LNC",Linc Energy,FPO,"984,618","233,264",23.69,-2.69,"467,585,758","0.05""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"14,641,744","3,440,135",23.49,-1.19,"3,121,339,730","0.11""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"16,705,752","3,838,500",22.97,-0.31,"1,823,306,551","0.21""",,,,,,,,,
