ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4926.8 at 16:37 30/3/2010  Report at 19:06 Tuesday 30/3/2010. Processed 11:45 Wednesday 31/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMPT",ETFS Metal Securities Australia,ETFS PT,110,110,100.00,-0.31,"7,500","1.46""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"39,267","39,267",100.00,0.00,"575,114,687","0.00""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"777,738","603,494",77.59,0.65,"150,770,718","0.40""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"181,863","132,869",73.06,1.05,"724,235,162","0.01""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"7,066,353","4,601,681",65.12,-0.84,"2,729,071,212","0.16""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,403,077","3,720,406",58.10,0.85,"1,005,151,794","0.37""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,896,160","1,047,062",55.22,0.00,"503,524,465","0.20""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"1,886,080","987,592",52.36,-2.06,"1,212,723,832","0.08""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"24,430,799","12,577,169",51.48,2.37,"3,356,081,497","0.37""",,,,,,,,,
"""HIN",Heartware International,CDI 35:1,"124,059","63,138",50.89,0.73,"93,757,545","0.06""",,,,,,,,,
"""PBP",Probiotec ,FPO,"18,686","9,000",48.16,2.18,"52,574,127","0.01""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"4,327,530","2,023,267",46.75,0.82,"151,920,368","1.33""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"6,594,900","3,077,393",46.66,2.05,"213,673,497","1.44""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"811,192","358,384",44.18,-1.60,"270,000,000","0.13""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"9,941,745","4,258,375",42.83,-1.08,"1,996,912,778","0.21""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"91,431","37,573",41.09,1.08,"232,455,800","0.01""",,,,,,,,,
"""SRL",Straits Resources ,FPO,"976,504","398,188",40.77,0.71,"255,003,613","0.15""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"11,815,229","4,742,198",40.13,1.02,"1,823,322,017","0.26""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,934,561","718,589",37.14,0.00,"764,907,820","0.09""",,,,,,,,,
"""COH",Cochlear ,FPO,"387,219","142,934",36.91,0.71,"56,543,401","0.25""",,,,,,,,,
"""BBG",Billabong International ,FPO,"663,533","239,206",36.05,-0.35,"252,863,336","0.09""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"500,519","169,924",33.95,0.43,"533,379,348","0.03""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"314,349","103,030",32.77,-1.00,"287,755,246","0.03""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,549,114","504,157",32.54,-1.06,"798,520,953","0.06""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,371,782","760,877",32.08,5.34,"707,511,545","0.10""",,,,,,,,,
"""ANN",Ansell ,FPO,"812,000","255,550",31.47,-3.45,"131,577,652","0.19""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"3,128,195","979,730",31.31,0.84,"1,299,562,220","0.07""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"7,335,379","2,257,320",30.77,-0.37,"1,930,403,911","0.11""",,,,,,,,,
"""CPU",Computershare,FPO,"790,675","239,843",30.33,0.47,"555,664,059","0.04""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"939,833","281,832",29.98,-0.17,"748,328,467","0.03""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"1,790,133","518,433",28.96,-1.81,"958,061,849","0.05""",,,,,,,,,
