ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:16 Friday 19/3/2010!. Processed 11:17 Monday 22/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""RFG",Retail Food Group ,FPO,"64,112","50,000",77.98,-0.36,"103,623,966","0.04""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"3,900,963","1,804,632",46.26,2.52,"717,142,802","0.25""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,415,586","629,814",44.49,-2.20,"707,511,545","0.08""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,227,220","2,260,334",43.24,2.21,"1,005,151,794","0.22""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,177,022","507,146",43.08,-1.76,"270,000,000","0.18""",,,,,,,,,
"""COH",Cochlear ,FPO,"349,784","150,166",42.93,1.81,"56,543,401","0.26""",,,,,,,,,
"""FLT",Flight Centre ,FPO,"306,817","126,106",41.10,2.69,"99,755,858","0.12""",,,,,,,,,
"""AMP",AMP ,FPO,"6,478,022","2,566,331",39.61,0.15,"2,048,645,162","0.12""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"3,099,923","1,195,594",38.56,-0.47,"481,619,331","0.24""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"7,450,447","2,785,131",37.38,0.09,"3,356,081,497","0.08""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"6,030,481","2,142,494",35.52,-1.00,"2,078,994,021","0.10""",,,,,,,,,
"""BXB",Brambles ,FPO,"6,904,173","2,450,324",35.49,0.80,"1,412,693,361","0.17""",,,,,,,,,
"""AWB",AWB ,FPO,"5,037,674","1,779,739",35.32,-1.04,"817,304,356","0.21""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"630,119","222,515",35.31,1.67,"203,496,058","0.10""",,,,,,,,,
"""CXS",Chemgenex Pharmaceuticals,FPO,"361,463","126,207",34.91,1.43,"283,248,870","0.04""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"355,672","123,808",34.81,0.64,"140,355,647","0.08""",,,,,,,,,
"""SGP",Stockland,STAPLED,"22,744,213","7,856,504",34.54,1.76,"2,383,036,717","0.33""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"2,763,203","920,046",33.29,-0.42,"364,723,825","0.25""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"5,555","1,833",32.99,0.16,"4,878,850","0.03""",,,,,,,,,
"""SBM",St Barbara ,FPO,"9,197,786","3,026,328",32.90,0.00,"1,952,668,407","0.15""",,,,,,,,,
"""SEV",Seven Network ,FPO,"759,496","247,154",32.54,-0.12,"190,410,281","0.13""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,837,757","886,463",31.23,-4.19,"434,508,164","0.20""",,,,,,,,,
"""WOW",Woolworths ,FPO,"3,307,984","1,030,110",31.14,0.07,"1,239,999,313","0.08""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,624,681","2,372,334",31.11,2.35,"1,328,429,869","0.17""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,704,868","1,145,084",30.90,-0.83,"496,845,037","0.23""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"5,804,390","1,766,765",30.43,0.49,"798,520,953","0.22""",,,,,,,,,
"""SRV",Servcorp ,FPO,"849,298","252,335",29.71,2.33,"98,440,807","0.25""",,,,,,,,,
"""BKN",Bradken ,FPO,"859,380","255,112",29.68,-1.38,"130,519,161","0.19""",,,,,,,,,
