ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4849.6 at 16:33 21/1/2010  Report at 19:14 Thursday 21/1/2010!. Processed 12:34 Friday 22/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AND",Andean Resources ,FPO,"394,378","261,298",66.25,-1.90,"468,387,217","0.05""",,,,,,,,,
"""ANN",Ansell ,FPO,"1,805,428","1,016,683",56.31,-0.68,"132,714,927","0.76""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"370,924","197,365",53.20,-2.24,"474,538,913","0.04""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"1,156,678","471,049",40.72,-5.01,"194,998,524","0.24""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"48,537","19,242",39.64,0.00,"168,111,691","0.01""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"27,954,140","11,047,732",39.52,-0.60,"4,766,093,266","0.23""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,093,627","423,140",38.69,-1.65,"252,863,336","0.16""",,,,,,,,,
"""HGO",Hillgrove Resources ,FPO,"4,572,682","1,750,000",38.27,-4.76,"415,507,311","0.42""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,740,346","664,579",38.18,-4.98,"270,000,000","0.24""",,,,,,,,,
"""TAP",Tap Oil ,FPO,"229,957","86,945",37.80,-1.77,"156,485,921","0.05""",,,,,,,,,
"""GCL",Gloucester Coal,FPO,"39,336","14,411",36.63,-3.76,"81,962,133","0.01""",,,,,,,,,
"""IVV",iShares S&P 500,CDI 1:1,"2,793",995,35.62,0.00,"116,350,000","0.00""",,,,,,,,,
"""BKY",Berkeley Resources ,FPO,"75,684","25,598",33.82,-1.11,"124,239,149","0.02""",,,,,,,,,
"""CGG",Citadel Resource Group ,FPO,"612,897","205,841",33.58,0.00,"1,453,905,192","0.01""",,,,,,,,,
"""PRU",Perseus Mining ,FPO,"644,807","210,142",32.59,-2.57,"320,092,088","0.06""",,,,,,,,,
"""LYC",Lynas Corporation ,FPO,"9,175,939","2,989,489",32.58,-2.40,"1,655,249,093","0.18""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"8,592,026","2,798,482",32.57,-1.59,"1,996,912,778","0.14""",,,,,,,,,
"""EXT",Extract Resources,FPO,"480,541","156,441",32.55,-4.52,"242,617,636","0.06""",,,,,,,,,
"""BOW",Bow Energy ,FPO,"475,787","153,390",32.23,-1.42,"278,395,883","0.05""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"11,923,610","3,828,327",32.10,-2.91,"3,102,764,016","0.12""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"3,331,160","1,059,191",31.79,-2.45,"717,142,802","0.14""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,827,892","555,730",30.40,-2.85,"434,506,974","0.12""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,198,592","362,474",30.24,-2.19,"272,935,495","0.13""",,,,,,,,,
"""WHC",Whitehaven Coal ,FPO,"1,265,990","371,310",29.33,-4.28,"478,897,537","0.07""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"1,472,916","421,481",28.61,-3.64,"254,333,109","0.16""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,791,146","1,082,807",28.56,-1.43,"1,005,145,616","0.10""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"519,629","148,401",28.55,1.31,"298,808,836","0.05""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"152,779","42,638",27.90,-1.46,"93,937,192","0.04""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"1,967,529","540,645",27.47,-5.55,"435,384,268","0.12""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,869,416","508,923",27.22,2.32,"388,429,875","0.13""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"8,272,893","2,246,784",27.15,-0.55,"2,307,773,663","0.09""",,,,,,,,,
"""GNS",Gunns ,FPO,"5,557,563","1,508,039",27.13,-5.29,"806,734,892","0.18""",,,,,,,,,
"""TSO",Tishman Speyer Office Fund,UNIT,"613,435","164,577",26.82,-4.81,"338,440,904","0.04""",,,,,,,,,
"""PPT",Perpetual ,FPO,"130,222","34,799",26.72,-0.74,"42,981,208","0.08""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,304,665","1,138,901",26.45,-3.19,"606,831,240","0.18""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"14,798,484","3,875,178",26.18,-1.70,"3,356,081,497","0.11""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"654,166","170,532",26.06,-2.47,"149,569,972","0.11""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"62,257,147","16,060,663",25.79,-1.72,"9,277,584,743","0.17""",,,,,,,,,
"""MTS",Metcash ,FPO,"3,872,786","997,273",25.75,0.22,"765,551,053","0.13""",,,,,,,,,
"""AMP",AMP ,FPO,"8,239,429","2,065,260",25.06,2.48,"2,048,645,162","0.10""",,,,,,,,,
"""SIP",Sigma Pharmaceuticals ,FPO,"4,002,768","987,775",24.67,0.51,"1,175,672,572","0.08""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,346,847","568,910",24.24,-6.73,"462,751,391","0.12""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,444,416","584,343",23.90,-4.51,"707,511,545","0.08""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"218,894","52,194",23.84,-0.95,"353,151,103","0.01""",,,,,,,,,
