ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4532.5 at 16:45 5/2/2010  Report at 19:07 Friday 5/2/2010!. Processed 11:13 Monday 8/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ENE",Energy Developments ,FPO,"23,695","107,976",455.69,-3.00,"156,622,631","0.06""",,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"1,048","1,048",100.00,-4.05,"51,900,000","0.00""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"551,749","301,676",54.67,-3.86,"299,048,336","0.10""",,,,,,,,,
"""BLD",Boral ,FPO,"3,503,407","1,843,146",52.61,0.18,"595,313,279","0.31""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,668,996","846,747",50.73,1.18,"418,700,517","0.20""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"262,404","130,013",49.54,-0.70,"168,111,691","0.07""",,,,,,,,,
"""TWO",Talent2 International ,FPO,"20,813","10,000",48.04,-5.88,"139,485,053","0.00""",,,,,,,,,
"""ANN",Ansell ,FPO,"856,663","403,623",47.11,-0.49,"132,714,927","0.30""",,,,,,,,,
"""CXC",Coeur d'Alene Mines,CDI 1:1,"18,800","8,600",45.74,-5.11,"4,365,904","0.19""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"17,285,540","6,757,309",39.09,2.71,"1,996,912,778","0.33""",,,,,,,,,
"""ASB",Austal ,FPO,"64,920","21,558",33.20,-1.61,"188,069,638","0.01""",,,,,,,,,
"""UGL",UGL ,FPO,"504,715","165,903",32.87,-0.45,"165,781,705","0.10""",,,,,,,,,
"""ALZ",Australand Property Group,STAPLED,"3,789,323","1,243,065",32.80,-2.17,"2,884,031,620","0.04""",,,,,,,,,
"""BXB",Brambles ,FPO,"5,179,947","1,655,798",31.96,-0.14,"1,412,317,665","0.11""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,869,490","916,749",31.94,-2.32,"503,524,465","0.18""",,,,,,,,,
"""ASX",ASX ,FPO,"1,239,124","390,770",31.53,-1.18,"172,305,698","0.22""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,167,255","994,045",31.38,-2.41,"798,520,953","0.12""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"3,925,109","1,194,561",30.43,-6.63,"717,142,802","0.16""",,,,,,,,,
"""CPU",Computershare,FPO,"2,548,332","774,953",30.41,0.00,"555,654,059","0.13""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,883,526","554,640",29.44,-1.65,"960,638,735","0.05""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,874,338","549,252",29.30,2.12,"413,727,231","0.13""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"10,610,149","3,061,047",28.85,-5.45,"3,103,961,516","0.09""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,346,475","1,233,385",28.37,-0.52,"1,534,275,722","0.08""",,,,,,,,,
