ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4262.7 at 16:36 1/7/2010  Report at 19:07 Thursday 1/7/2010!. Processed 12:45 Friday 2/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,524,524,100.00,0.13,"51,900,000","0.00""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"13,601","13,000",95.58,2.35,"455,585","2.85""",,,,,,,,,
"""FXL",Flexigroup ,FPO,"137,465","90,417",65.77,-3.26,"270,818,164","0.03""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"101,210","63,895",63.13,-4.11,"530,514,663","0.01""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"10,081","5,823",57.76,-1.14,"155,030,045","0.00""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"899,112","502,755",55.91,-3.05,"151,912,192","0.33""",,,,,,,,,
"""CRG",Crane Group ,FPO,"298,619","158,571",53.10,-0.49,"78,286,427","0.20""",,,,,,,,,
"""WHC",Whitehaven Coal ,FPO,"1,112,472","586,855",52.75,-2.91,"493,650,070","0.11""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"18,517,600","9,502,073",51.31,-2.91,"3,107,048,120","0.30""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"802,712","386,464",48.14,0.15,"108,344,987","0.35""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"709,695","328,419",46.27,-0.94,"620,709,233","0.05""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,623,673","719,633",44.32,-1.39,"510,945,759","0.14""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"501,066","208,914",41.69,-1.52,"216,011,546","0.09""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"2,327,571","963,718",41.40,-2.01,"960,638,735","0.10""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"544,776","221,976",40.74,-0.98,"363,937,557","0.06""",,,,,,,,,
"""MTS",Metcash ,FPO,"5,235,852","1,832,565",35.00,3.10,"765,644,031","0.23""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"217,936","75,416",34.60,-5.31,"576,076,525","0.01""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"18,312,601","6,292,891",34.36,0.00,"2,926,103,883","0.21""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"5,171,836","1,775,263",34.32,0.53,"2,012,803,230","0.08""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,900,487","1,326,458",34.00,0.76,"483,493,006","0.27""",,,,,,,,,
"""ORG",Origin Energy ,FPO,"2,288,987","767,106",33.51,-2.14,"880,668,872","0.08""",,,,,,,,,
"""LNC",Linc Energy,FPO,"2,604,296","861,361",33.07,-0.98,"489,093,470","0.17""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"617,573","200,640",32.48,-3.07,"270,000,000","0.07""",,,,,,,,,
"""COH",Cochlear ,FPO,"350,193","112,551",32.14,-1.80,"56,543,401","0.19""",,,,,,,,,
"""CSR",CSR ,FPO,"4,694,227","1,502,342",32.00,-0.59,"1,514,920,814","0.09""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"2,289,277","726,461",31.73,-1.56,"394,921,737","0.18""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,993,497","1,564,968",31.34,-3.07,"1,005,159,970","0.15""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"1,020,877","313,989",30.75,2.63,"1,260,030,198","0.02""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"373,348","114,728",30.73,-0.94,"387,528,521","0.03""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"441,919","133,692",30.25,0.39,"86,036,700","0.15""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,288,438","388,411",30.14,-2.74,"253,122,552","0.15""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"14,326,632","4,268,686",29.79,-0.95,"1,823,322,017","0.23""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"2,669,627","794,723",29.76,-2.89,"686,759,634","0.11""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"2,276,245","664,357",29.18,-1.86,"635,132,810","0.10""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"17,937,257","5,196,769",28.97,-1.43,"3,356,081,497","0.15""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"472,418","135,655",28.71,-3.56,"322,273,136","0.04""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"2,718,493","777,642",28.60,-1.80,"1,308,279,222","0.05""",,,,,,,,,
"""IMD",Imdex ,FPO,"27,910","7,931",28.41,-2.74,"195,037,128","0.00""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"12,454","3,518",28.24,-0.78,"512,327,327","0.00""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"6,998,048","1,968,917",28.13,0.31,"1,045,236,720","0.18""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"14,011,103","3,879,453",27.68,0.52,"2,510,727,671","0.15""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"3,386,471","933,105",27.55,-2.23,"1,281,390,524","0.07""",,,,,,,,,
"""IGO",Independence Group,FPO,"356,899","97,611",27.35,-0.84,"113,813,539","0.08""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,840,101","499,887",27.16,-1.46,"290,077,135","0.17""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"2,181,546","589,598",27.02,-1.46,"702,867,609","0.08""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"2,585,743","668,061",25.83,0.79,"612,625,759","0.10""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"804,921","207,892",25.82,-0.46,"563,460,089","0.03""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"369,167","94,639",25.63,-2.50,"229,794,395","0.04""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,022,266","514,354",25.43,0.31,"435,435,998","0.11""",,,,,,,,,
"""MRM",Mermaid Marine Aust ,FPO,"332,219","83,851",25.24,-3.15,"186,844,825","0.04""",,,,,,,,,
"""SXL",Southern Cross Media Group LIMITE,FPO,"698,961","175,307",25.08,-0.30,"378,827,750","0.04""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,936,928","1,228,142",24.87,-2.40,"1,548,737,374","0.07""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"227,492","56,522",24.84,-1.38,"65,885,213","0.08""",,,,,,,,,
"""UGL",UGL ,FPO,"440,115","107,294",24.37,-1.55,"165,928,705","0.06""",,,,,,,,,
"""IVC",Invocare ,FPO,"226,990","54,989",24.22,0.99,"102,069,091","0.05""",,,,,,,,,
"""CDU",Cudeco ,FPO,"729,567","176,458",24.18,0.21,"137,285,632","0.12""",,,,,,,,,
"""SAI",SAI Global ,FPO,"37,414","8,869",23.70,-2.98,"159,581,559","0.00""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"2,453,001","575,986",23.48,-2.55,"798,520,953","0.07""",,,,,,,,,
"""MCR",Mincor Resources,FPO,"1,622,174","380,432",23.45,5.78,"200,184,686","0.19""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,713,240","1,097,986",23.29,2.71,"1,062,316,784","0.10""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"35,661","8,299",23.27,1.89,"4,683,391","0.17""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,109,184","257,957",23.25,0.64,"418,700,517","0.06""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"2,356,027","536,259",22.76,6.66,"1,561,166,672","0.03""",,,,,,,,,
"""AAX",Ausenco ,FPO,"1,617,787","367,687",22.72,-0.27,"122,427,576","0.30""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"12,817,640","2,875,655",22.43,-1.72,"2,729,071,212","0.10""",,,,,,,,,
"""BLY",Boart Longyear ,FPO,"2,396,999","537,497",22.42,1.05,"461,163,412","0.11""",,,,,,,,,
"""IDL",Industrea ,FPO,"1,402,862","314,411",22.41,-4.22,"956,668,877","0.03""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"6,559,615","1,463,932",22.31,-2.34,"606,831,240","0.24""",,,,,,,,,
"""BLD",Boral ,FPO,"2,956,910","659,591",22.30,-0.62,"598,952,998","0.11""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"15,704,425","3,497,499",22.27,-1.52,"3,266,304,329","0.10""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"1,119,264","248,236",22.17,1.48,"254,333,109","0.09""",,,,,,,,,
