ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4757.6 at 16:38 4/3/2010  Report at 19:07 Thursday 4/3/2010. Processed 11:45 Friday 5/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"125,000","95,000",76.00,1.13,"95,979,173","0.09""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"289,251","197,741",68.36,0.23,"168,132,810","0.11""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"352,852","231,682",65.66,-0.61,"344,798,708","0.06""",,,,,,,,,
"""SEV",Seven Network ,FPO,"406,991","233,975",57.48,-0.76,"190,260,281","0.12""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"5,792,004","2,645,337",45.67,-3.20,"717,142,802","0.36""",,,,,,,,,
"""TRY",Troy Resources,FPO,"201,668","86,692",42.98,2.89,"87,464,323","0.09""",,,,,,,,,
"""TPM",TPG Telecom ,FPO,"400,340","170,159",42.50,-0.99,"758,355,214","0.02""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"10,849,125","4,527,977",41.73,0.84,"1,624,890,447","0.27""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,504,905","1,003,306",40.05,-2.32,"533,379,348","0.18""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,125,813","2,410,808",39.35,1.16,"1,005,151,794","0.24""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"19,869","7,617",38.33,-0.03,"62,959,971","0.01""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"12,463,680","4,580,517",36.75,1.49,"2,307,773,663","0.19""",,,,,,,,,
"""OST",OneSteel ,FPO,"6,593,764","2,383,950",36.15,1.11,"1,328,402,869","0.17""",,,,,,,,,
"""MAP",MAp Group,FORUS,"9,922,224","3,501,883",35.29,0.30,"1,861,210,782","0.18""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,653,295","573,711",34.70,-0.40,"503,524,465","0.11""",,,,,,,,,
"""GWT",GWA International ,FPO,"848,695","293,961",34.63,-1.54,"300,667,514","0.09""",,,,,,,,,
"""CAB",Cabcharge Australia ,FPO,"201,081","68,558",34.09,-0.51,"120,437,014","0.05""",,,,,,,,,
"""COH",Cochlear ,FPO,"241,701","80,503",33.30,0.29,"56,537,813","0.14""",,,,,,,,,
"""CQO",Charter Hall Office REIT,UNIT,"32,444,084","10,713,041",33.02,3.57,"4,872,354,215","0.22""",,,,,,,,,
"""WOW",Woolworths ,FPO,"4,655,420","1,525,573",32.77,0.83,"1,239,999,313","0.12""",,,,,,,,,
