ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4854.2 at 16:37 28/4/2010  Report at 19:05 Wednesday 28/4/2010!. Processed 11:58 Thursday 29/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""AAI",Alcoa Inc.,CDI,"7,900","3,820",48.35,-12.60,"866,018,842","0.00""",,,,,,,,,
"""PMP",PMP ,FPO,"261,475","125,000",47.80,-0.69,"335,348,483","0.03""",,,,,,,,,
"""MSB",Mesoblast ,FPO,"123,733","58,214",47.04,-1.96,"140,566,869","0.04""",,,,,,,,,
"""AWC",Alumina ,FPO,"31,548,380","14,112,031",44.73,-4.24,"2,440,196,187","0.57""",,,,,,,,,
"""DJS",David Jones ,FPO,"3,320,282","1,441,759",43.42,-0.63,"508,524,465","0.28""",,,,,,,,,
"""PRG",Programmed Maintenance,FPO,"1,118,303","452,504",40.46,-1.18,"118,169,906","0.38""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"738,194","294,030",39.83,-3.86,"322,273,136","0.09""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"88,889,769","34,961,361",39.33,-0.31,"12,443,074,357","0.28""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"5,981,554","2,343,548",39.18,-0.63,"151,920,368","1.54""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"9,829,515","3,795,363",38.61,-0.50,"1,005,151,794","0.37""",,,,,,,,,
"""EXT",Extract Resources,FPO,"287,568","110,993",38.59,-2.85,"242,867,636","0.04""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"3,268,970","1,249,485",38.22,-2.89,"707,511,545","0.17""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"11,790,715","4,370,134",37.06,-1.02,"3,106,885,545","0.14""",,,,,,,,,
"""WOW",Woolworths ,FPO,"3,422,689","1,239,414",36.21,-0.29,"1,240,000,138","0.10""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,313,788","469,011",35.69,-3.39,"252,863,336","0.18""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,494,703","532,032",35.59,-2.89,"270,000,000","0.19""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,486,277","1,219,396",34.97,-0.72,"1,548,727,174","0.07""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"6,486,836","2,225,249",34.30,-2.29,"3,940,145,951","0.05""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"20,451,701","6,962,521",34.04,-2.21,"3,356,081,497","0.20""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,474,383","486,174",32.97,-0.08,"754,312,019","0.06""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,893,838","2,887,210",32.46,0.00,"2,510,727,671","0.11""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,719,160","557,912",32.45,-1.20,"434,530,879","0.12""",,,,,,,,,
"""ANN",Ansell ,FPO,"621,391","199,543",32.11,0.00,"131,577,652","0.15""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"73,617","23,262",31.59,1.46,"4,652,656","0.50""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"817,146","255,739",31.29,-1.38,"635,132,810","0.04""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"7,074,914","2,208,492",31.21,-1.55,"1,281,390,524","0.17""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"4,457,581","1,364,144",30.60,0.67,"1,212,723,832","0.11""",,,,,,,,,
"""BLD",Boral ,FPO,"2,358,938","704,412",29.86,-0.67,"598,952,998","0.11""",,,,,,,,,
"""PIH",Prime Infrastructure.,STAPLED,"668,545","193,579",28.95,-1.91,"351,776,795","0.05""",,,,,,,,,
"""IVC",Invocare ,FPO,"169,532","48,256",28.46,-1.77,"102,069,091","0.04""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,614,635","454,194",28.13,-1.55,"344,533,263","0.13""",,,,,,,,,
"""AMP",AMP ,FPO,"7,315,897","2,038,158",27.85,-1.10,"2,071,925,423","0.09""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"970,847","266,127",27.41,-1.66,"202,081,252","0.13""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"445,514","121,258",27.21,-2.72,"198,982,524","0.06""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"881,219","239,411",27.16,-3.07,"203,860,230","0.11""",,,,,,,,,
"""GNS",Gunns ,FPO,"4,304,013","1,168,843",27.15,-1.83,"806,734,892","0.14""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"3,044,822","820,658",26.95,-2.93,"533,379,348","0.15""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,963,455","528,493",26.91,-1.95,"450,076,509","0.11""",,,,,,,,,
"""ABY",Aditya Birla Minerals ,FPO,"1,051,549","280,059",26.63,0.00,"313,372,551","0.08""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,407,797","637,174",26.46,-0.84,"483,493,006","0.13""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"14,159,319","3,735,151",26.37,-1.08,"1,823,322,017","0.20""",,,,,,,,,
"""MAP",MAp Group,FORUS,"5,655,196","1,485,039",26.26,-2.83,"1,861,210,782","0.08""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"8,742,704","2,291,574",26.21,-0.10,"2,121,066,699","0.10""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"16,207,725","4,226,924",26.08,-0.72,"2,307,773,663","0.18""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"832,732","216,287",25.97,-2.55,"497,233,764","0.04""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,036,454","268,910",25.94,-0.94,"620,709,233","0.04""",,,,,,,,,
