ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4765.9 at 16:47 11/11/2009  Report at 19:05 Wednesday 11/11/2009!. Processed 13:05 Thursday 12/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""REH",Reece Australia ,FPO,5,5,100.00,0.00,"99,600,000","0.00""",,,,,,,,,
"""DVN",Devine ,FPO,"75,000","70,000",93.33,0.00,"315,486,872","0.02""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"167,054","82,784",49.55,-1.72,"126,214,666","0.06""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"18,091,913","8,069,072",44.60,1.58,"3,356,081,497","0.24""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,241,156","467,167",37.64,-1.09,"533,379,348","0.08""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,794,065","1,394,193",36.74,1.24,"435,205,782","0.32""",,,,,,,,,
"""SGP",Stockland,STAPLED,"16,101,867","5,530,704",34.34,6.02,"2,383,036,717","0.23""",,,,,,,,,
"""PPT",Perpetual ,FPO,"436,310","137,337",31.47,-2.52,"42,879,253","0.32""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,617,871","821,589",31.38,-3.18,"706,253,212","0.11""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,120,788","342,610",30.56,-1.98,"418,700,517","0.08""",,,,,,,,,
"""BGD",Boulder Steel ,FPO,"800,324","229,887",28.72,16.12,"482,938,752","0.04""",,,,,,,,,
"""MIG",Macquarie Infrastructure Grp,STAPLED,"12,359,878","3,485,912",28.20,-0.35,"2,261,732,048","0.15""",,,,,,,,,
"""IIF",ING Industrial Fund,UNITS,"12,441,156","3,416,965",27.46,4.16,"1,133,916,313","0.30""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"4,918,488","1,334,438",27.13,-1.31,"757,542,720","0.17""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"25,110,411","6,575,956",26.18,2.07,"2,483,693,809","0.26""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,620,700","686,123",26.18,0.23,"1,062,316,784","0.06""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"30,473,500","7,938,535",26.05,0.88,"2,368,729,935","0.33""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"30,307,894","7,853,858",25.91,0.00,"12,443,074,357","0.06""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,558,209","402,312",25.81,0.00,"314,241,491","0.12""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"8,277,208","2,095,054",25.31,0.78,"581,566,493","0.36""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,464,407","1,041,889",23.33,1.70,"606,831,240","0.17""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"1,305,753","298,367",22.85,-2.17,"417,585,768","0.07""",,,,,,,,,
