ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4960.3 at 16:34 8/4/2010  Report at 19:08 Thursday 8/4/2010. Processed 11:50 Friday 9/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMPT",ETFS Metal Securities Australia,ETFS PT,50,50,100.00,-0.52,"7,500","0.66""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"290,802","167,753",57.68,-1.32,"1,823,825,616","0.00""",,,,,,,,,
"""PGA",Photon Group ,FPO,"727,436","400,000",54.98,-1.31,"178,416,628","0.22""",,,,,,,,,
"""COH",Cochlear ,FPO,"218,636","115,575",52.86,0.27,"56,543,401","0.20""",,,,,,,,,
"""CUV",Clinuvel Pharmaceuticals ,FPO,"98,103","50,000",50.96,-7.40,"303,188,665","0.01""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"10,756","4,933",45.86,0.85,"4,878,850","0.10""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"23,107","10,000",43.27,-2.58,"258,719,484","0.00""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"13,013","5,517",42.39,0.32,"62,959,971","0.00""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"312,291","129,945",41.61,-1.28,"156,010,648","0.08""",,,,,,,,,
"""BBG",Billabong International ,FPO,"804,849","311,649",38.72,-0.26,"252,863,336","0.12""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,154,678","1,162,961",36.86,0.65,"483,397,504","0.24""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"2,464,022","890,241",36.13,-2.28,"366,835,825","0.24""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,824,046","628,353",34.44,0.79,"748,330,417","0.08""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"985,028","323,770",32.86,-0.76,"420,711,773","0.07""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"5,328,793","1,750,886",32.85,3.17,"707,511,545","0.24""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"213,927","69,911",32.68,-0.80,"235,516,184","0.03""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,039,650","333,144",32.04,0.00,"543,241,448","0.06""",,,,,,,,,
"""BLD",Boral ,FPO,"2,660,610","815,878",30.66,-0.85,"598,952,998","0.13""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"613,248","187,372",30.55,-1.68,"177,546,198","0.10""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"981,320","298,420",30.41,-0.63,"239,125,989","0.12""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,470,932","442,973",30.11,1.96,"418,700,517","0.10""",,,,,,,,,
