ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4846.2 at 16:47 21/10/2009  Report at 19:08 Wednesday 21/10/2009. Processed 11:39 Thursday 22/10/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""SRV",Servcorp ,FPO,"326,225","267,152",81.89,0.46,"78,467,310","0.34""",,,,,,,,,
"""IXJ",iShares S&P global healthcare,CDI 1:1,"1,665","1,049",63.00,-0.49,"13,050,000","0.00""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"7,876","4,408",55.96,0.05,"4,707,138","0.09""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"649,543","350,000",53.88,-1.58,"271,949,181","0.12""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,526,919","1,729,826",49.04,0.80,"414,853,130","0.41""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"3,111,693","1,512,664",48.61,-0.66,"432,884,760","0.34""",,,,,,,,,
"""AWB",AWB ,FPO,"7,637,682","3,545,557",46.42,-2.74,"576,669,628","0.61""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,109,407","3,561,101",43.91,-0.95,"2,483,693,809","0.14""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"6,866,786","2,858,878",41.63,0.00,"1,860,813,983","0.15""",,,,,,,,,
"""SEV",Seven Network ,FPO,"1,305,059","536,920",41.14,0.00,"190,260,281","0.28""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"92,542","37,563",40.59,-3.08,"412,384,875","0.00""",,,,,,,,,
"""MIG",Macquarie Infrastructure Grp,STAPLED,"11,190,347","4,527,873",40.46,0.32,"2,261,732,048","0.20""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,031,979","413,568",40.07,0.24,"798,520,953","0.05""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,876,443","1,140,127",39.63,-0.29,"606,831,240","0.18""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,758,401","1,079,167",39.12,1.88,"755,446,780","0.14""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"10,921,695","3,967,629",36.32,-0.20,"3,356,081,497","0.11""",,,,,,,,,
"""PAG",Primeag Australia ,FPO,"187,460","63,629",33.94,0.46,"150,021,941","0.04""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"10,637,114","3,508,896",32.98,0.30,"2,805,460,371","0.12""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"3,981,937","1,299,602",32.63,0.45,"1,290,049,879","0.10""",,,,,,,,,
"""MAP",Macquarie Airports,FORUS,"4,172,120","1,352,240",32.41,2.51,"1,718,653,539","0.07""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"386,006","123,346",31.95,-0.35,"338,286,375","0.03""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"1,066,044","324,704",30.45,1.29,"151,941,702","0.21""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,848,711","1,387,201",28.61,-0.85,"1,534,223,582","0.09""",,,,,,,,,
"""OST",OneSteel ,FPO,"4,857,639","1,350,209",27.79,1.20,"1,328,359,295","0.10""",,,,,,,,,
"""ANN",Ansell ,FPO,"427,611","116,789",27.31,-1.48,"134,730,586","0.08""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"2,922,520","766,921",26.24,-2.57,"399,685,521","0.19""",,,,,,,,,
"""CLO",Clough ,FPO,"1,222,027","304,044",24.88,1.12,"679,625,668","0.04""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"256,262","63,486",24.77,0.00,"65,139,511","0.09""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"525,285","125,112",23.81,3.17,"185,880,075","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,531,650","585,901",23.14,1.23,"500,656,676","0.11""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"363,605","83,829",23.05,0.00,"1,823,420,708","0.00""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"637,427","146,760",23.02,-1.92,"298,171,836","0.04""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"12,031,516","2,664,171",22.14,-2.74,"1,612,536,335","0.16""",,,,,,,,,
"""LNC",Linc Energy,FPO,"1,919,879","421,831",21.97,-2.45,"465,082,059","0.09""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,815,981","612,388",21.74,2.71,"533,379,348","0.11""",,,,,,,,,
