ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:07 Friday 28/5/2010!. Processed 11:04 Monday 31/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMP",M  ETFS Metal Securities Australia,ETFS PM,60,60,100.00,-0.93,"59,500","0.10""",,,,,,,,,
"""IDT",IDT Australia ,FPO,"3,000","3,000",100.00,0.00,"43,096,294","0.00""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,714,311","889,774",51.90,-1.44,"603,580,761","0.14""",,,,,,,,,
"""WHS",Warehouse Group  (THE),FPO NZ,"58,989","30,000",50.85,1.79,"311,195,868","0.01""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,427,693","665,542",46.61,1.70,"253,122,552","0.26""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"42,544,392","18,889,683",44.40,4.73,"4,820,821,799","0.39""",,,,,,,,,
"""ISF",iSOFT Group ,FPO,"2,703,076","1,129,912",41.80,-2.58,"1,037,994,023","0.10""",,,,,,,,,
"""CRG",Crane Group ,FPO,"193,792","79,370",40.95,1.13,"78,286,427","0.10""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"2,169,389","863,592",39.80,-1.81,"367,162,725","0.23""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,563,991","609,526",38.97,3.50,"558,008,815","0.10""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"6,620,824","2,502,241",37.79,0.42,"1,281,937,479","0.19""",,,,,,,,,
"""SRV",Servcorp ,FPO,"13,243","4,824",36.42,1.89,"98,440,807","0.00""",,,,,,,,,
"""CQR",Charter Hall Retail REIT,UNIT,"10,607,361","3,818,151",35.99,2.94,"1,505,216,260","0.25""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"894,706","321,751",35.96,0.74,"108,344,987","0.29""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"19,000,566","6,653,512",35.01,6.42,"2,729,071,212","0.24""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"16,100,273","5,503,487",34.18,4.29,"1,005,157,140","0.54""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"333,329","109,711",32.91,1.83,"202,081,252","0.05""",,,,,,,,,
