ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4400.0 at 16:36 13/7/2010  Report at 19:05 Tuesday 13/7/2010!. Processed 13:03 Wednesday 14/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CDD",Cardno ,FPO,"79,838","66,532",83.33,-0.52,"90,510,461","0.07""",,,,,,,,,
"""AIA",Auckland Int'l Airport,FPO NZ,"20,633","14,291",69.26,1.61,"1,310,392,831","0.00""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"13,948,995","7,936,226",56.89,-4.48,"3,107,179,370","0.25""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"326,808","177,191",54.21,1.92,"1,824,471,392","0.01""",,,,,,,,,
"""AUT",Aurora Oil & Gas ,FPO,"465,430","237,000",50.92,-1.19,"253,583,676","0.09""",,,,,,,,,
"""BTT",BT Investment Management ,FPO,"67,726","34,195",50.49,2.19,"160,000,000","0.02""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,301,895","644,605",49.51,0.44,"510,945,759","0.12""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"65,954","32,428",49.16,-0.34,"151,904,499","0.02""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"77,067","37,615",48.80,-0.66,"264,264,459","0.01""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"257,492","121,901",47.34,-1.38,"309,109,468","0.03""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"100,335","45,196",45.04,-0.29,"63,517,495","0.07""",,,,,,,,,
"""MTS",Metcash ,FPO,"2,810,610","1,231,115",43.80,-0.45,"765,644,031","0.16""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,497,135","1,898,379",42.21,-0.31,"1,920,694,831","0.09""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"10,918,696","4,598,576",42.11,-2.56,"3,356,081,497","0.13""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,293,644","1,345,198",40.84,-3.22,"606,831,240","0.22""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"1,065,666","433,199",40.65,-0.27,"1,062,316,784","0.04""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"9,932,050","3,841,228",38.67,-0.43,"2,265,123,620","0.17""",,,,,,,,,
"""ERA",ERA,FPO 'A',"652,072","248,228",38.06,-4.61,"190,737,934","0.13""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,764,839","665,565",37.71,-0.42,"483,493,006","0.13""",,,,,,,,,
"""LNC",Linc Energy,FPO,"1,247,336","458,812",36.78,-4.11,"489,093,470","0.09""",,,,,,,,,
