ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4374.0 at 16:17 8/7/2010  Report at 19:07 Thursday 8/7/2010!. Processed 13:04 Friday 9/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"294,926","209,538",71.04,1.70,"126,018,142","0.16""",,,,,,,,,
"""NYO",Nyota Minerals ,FPO,"52,299","32,299",61.75,5.00,"317,993,276","0.01""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"17,826,134","10,933,627",61.33,4.06,"3,107,179,370","0.35""",,,,,,,,,
"""CRG",Crane Group ,FPO,"187,880","104,774",55.76,3.03,"78,286,427","0.13""",,,,,,,,,
"""EHL",Emeco Holdings ,FPO,"3,963,839","2,190,382",55.25,-0.85,"631,237,586","0.34""",,,,,,,,,
"""PAG",Primeag Australia ,FPO,"47,239","25,000",52.92,0.48,"150,569,976","0.01""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"830,679","391,304",47.10,0.76,"367,162,725","0.10""",,,,,,,,,
"""EXT",Extract Resources,FPO,"392,800","174,435",44.40,3.84,"243,150,558","0.07""",,,,,,,,,
"""BTT",BT Investment Management ,FPO,"67,801","26,337",38.84,-1.42,"160,000,000","0.01""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"50,301","19,460",38.68,3.44,"65,298,128","0.03""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"140,884","53,891",38.25,3.61,"151,904,499","0.03""",,,,,,,,,
"""MQA",Macquarie Atlas Roads Group,STAPLED,"769,776","290,716",37.76,7.18,"452,345,907","0.06""",,,,,,,,,
"""BLD",Boral ,FPO,"27,803,183","10,195,167",36.66,0.00,"598,952,998","1.70""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,351,304","851,328",36.20,2.09,"483,493,006","0.17""",,,,,,,,,
"""DVN",Devine ,FPO,"41,773","15,000",35.90,2.17,"634,918,223","0.00""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"189,131","66,502",35.16,1.37,"264,264,459","0.02""",,,,,,,,,
"""CGG",Citadel Resource Group ,FPO,"1,765,955","613,631",34.74,1.85,"2,328,228,842","0.02""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,765,214","1,607,500",33.73,5.79,"1,062,316,784","0.15""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"13,219,402","4,435,239",33.55,1.95,"3,356,081,497","0.13""",,,,,,,,,
"""CQR",Charter Hall Retail REIT,UNIT,"3,083,894","1,027,840",33.32,0.00,"1,505,216,260","0.06""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,550,269","827,182",32.43,1.11,"533,379,348","0.15""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"3,007,967","969,216",32.22,2.25,"418,700,517","0.23""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,277,157","726,460",31.90,2.96,"510,945,759","0.14""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"35,754","11,323",31.66,-1.25,"4,703,391","0.24""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"8,783,426","2,703,855",30.78,1.21,"2,078,994,021","0.13""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"2,939,754","876,567",29.81,0.99,"1,920,694,831","0.04""",,,,,,,,,
"""RIC",Ridley Corporation ,FPO,"115,943","33,137",28.58,-1.36,"307,817,071","0.01""",,,,,,,,,
"""SAI",SAI Global ,FPO,"152,890","43,507",28.45,1.56,"159,581,559","0.02""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"8,872,911","2,425,448",27.33,1.13,"1,035,064,820","0.23""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"510,032","137,479",26.95,1.49,"1,824,115,303","0.00""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"43,511,167","11,677,899",26.83,2.38,"6,369,751,394","0.18""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,541,689","1,216,212",26.77,2.69,"1,548,737,374","0.07""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"409,732","108,878",26.57,3.56,"177,546,198","0.06""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"3,380,905","895,918",26.49,0.32,"620,709,233","0.14""",,,,,,,,,
"""PPT",Perpetual ,FPO,"165,834","43,287",26.10,2.08,"43,417,478","0.10""",,,,,,,,,
"""SEK",Seek ,FPO,"1,490,330","375,766",25.21,3.40,"336,584,488","0.11""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,190,429","299,104",25.12,1.23,"772,670,160","0.03""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"578,812","145,378",25.11,2.58,"229,794,395","0.06""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"8,370,326","2,101,621",25.10,2.62,"2,307,773,663","0.09""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"6,767,416","1,692,522",25.01,2.74,"3,940,145,951","0.04""",,,,,,,,,
"""SGP",Stockland,STAPLED,"9,779,615","2,426,534",24.81,0.00,"2,383,036,717","0.10""",,,,,,,,,
"""WHC",Whitehaven Coal ,FPO,"1,067,933","264,980",24.81,2.64,"493,650,070","0.05""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"27,059,447","6,637,866",24.53,3.38,"3,121,339,730","0.21""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,204,312","536,764",24.35,3.72,"435,438,790","0.12""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,733,345","661,125",24.18,2.46,"581,517,884","0.11""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"3,280,963","782,602",23.85,1.79,"1,308,279,222","0.06""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,924,553","680,020",23.25,2.60,"717,142,802","0.09""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"9,848,295","2,288,432",23.23,4.28,"2,534,212,514","0.09""",,,,,,,,,
"""RRL",Regis Resources ,FPO,"48,893","11,191",22.88,-1.66,"394,784,125","0.00""",,,,,,,,,
"""AMC",Amcor ,FPO,"4,949,140","1,122,607",22.68,2.92,"1,221,647,084","0.09""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,536,758","347,365",22.60,2.52,"414,278,904","0.08""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"2,835,456","640,541",22.59,2.09,"702,867,609","0.09""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"10,167,390","2,292,289",22.54,1.04,"1,855,529,431","0.12""",,,,,,,,,
"""NUF",Nufarm ,FPO,"580,236","127,682",22.00,1.52,"261,775,731","0.04""",,,,,,,,,
"""AWB",AWB ,FPO,"2,290,835","498,676",21.76,3.19,"817,304,356","0.06""",,,,,,,,,
"""CSR",CSR ,FPO,"14,108,742","3,040,697",21.55,-0.29,"1,514,920,814","0.20""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,662,751","570,852",21.43,1.83,"606,831,240","0.09""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"1,189,605","252,455",21.22,0.81,"491,366,342","0.05""",,,,,,,,,
"""MTS",Metcash ,FPO,"5,360,908","1,129,126",21.06,0.91,"765,644,031","0.14""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"16,567,812","3,487,773",21.05,3.16,"2,265,123,620","0.15""",,,,,,,,,
"""ABP",Abacus Property Group,STAPLED,"2,580,053","543,048",21.04,1.29,"1,813,551,794","0.03""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"3,969,426","826,453",20.82,4.48,"635,132,810","0.13""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"2,789,274","552,411",19.80,5.32,"931,386,248","0.05""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"9,292,457","1,827,432",19.66,4.38,"2,729,071,212","0.06""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,008,399","1,559,564",19.47,1.58,"2,510,727,671","0.06""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,692,950","329,435",19.45,3.84,"707,669,878","0.04""",,,,,,,,,
"""IIN",iiNet ,FPO,"153,229","29,592",19.31,-2.48,"151,896,119","0.01""",,,,,,,,,
"""KZL",Kagara,FPO,"3,379,279","652,361",19.30,3.15,"674,489,717","0.09""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"497,279","95,181",19.14,0.81,"94,193,403","0.10""",,,,,,,,,
"""IAU",Intrepid Mines ,FPO,"480,404","91,500",19.04,-1.96,"429,581,466","0.02""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"759,020","143,847",18.95,3.12,"216,011,546","0.06""",,,,,,,,,
"""VPG",Valad Property Group,FORUS,"1,885,764","354,357",18.79,3.57,"2,287,682,926","0.01""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"574,925","106,196",18.47,0.68,"321,130,521","0.03""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"10,602,506","1,957,372",18.46,2.17,"2,368,729,935","0.08""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"3,405,502","620,718",18.22,1.16,"1,414,667,986","0.04""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"4,078,591","738,055",18.09,6.25,"345,480,686","0.21""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,228,751","221,983",18.06,0.25,"415,928,881","0.05""",,,,,,,,,
"""PPC",Peet ,FPO,"284,124","51,220",18.02,0.25,"300,681,486","0.01""",,,,,,,,,
"""DUE",Duet Group,FORUS,"1,292,164","230,847",17.86,2.85,"870,559,400","0.02""",,,,,,,,,
"""ORI",Orica ,FPO,"2,070,864","362,457",17.50,1.94,"362,100,430","0.10""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"42,963","7,478",17.40,3.12,"344,798,708","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,164,988","723,502",17.37,3.78,"1,005,167,663","0.07""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"2,689,633","465,006",17.28,1.90,"1,380,386,438","0.03""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"773,055","133,313",17.24,3.18,"300,687,299","0.04""",,,,,,,,,
"""RSGO",Resolute Mining ,OPT DEC11,"410,000","70,000",17.07,-3.94,"95,974,716","0.07""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"949,959","161,642",17.01,3.29,"203,891,295","0.07""",,,,,,,,,
"""AAX",Ausenco ,FPO,"779,088","129,639",16.64,6.09,"122,427,576","0.10""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"2,857,620","468,440",16.39,2.65,"1,281,390,524","0.03""",,,,,,,,,
