ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4462.1 at 16:37 20/8/2010  Report at 19:06 Friday 20/8/2010!. Processed 13:45 Monday 23/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"1,563","1,450",92.77,-0.87,"465,293","0.31""",,,,,,,,,
"""CQT",Conquest Mining ,FPO,"619,277","478,103",77.20,-2.59,"353,151,103","0.13""",,,,,,,,,
"""PPC",Peet ,FPO,"52,924","36,421",68.81,-0.52,"300,681,486","0.01""",,,,,,,,,
"""PRT",Prime Media Group ,FPO,"30,944","20,944",67.68,-5.03,"366,330,303","0.00""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"98,800","61,800",62.55,0.00,"517,418,502","0.01""",,,,,,,,,
"""MAP",MAp Group,FORUS,"10,213,688","5,739,505",56.19,-2.32,"1,861,210,782","0.30""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"359,282","198,554",55.26,0.00,"509,712,735","0.03""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"7,948,118","3,821,302",48.07,-1.38,"772,670,160","0.49""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"122,191","57,788",47.29,0.21,"151,902,455","0.03""",,,,,,,,,
"""BBG",Billabong International ,FPO,"7,065,690","3,217,250",45.53,-9.87,"253,122,552","1.27""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"863,555","386,942",44.80,0.14,"108,611,033","0.35""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"810,706","304,388",37.54,-4.59,"561,347,878","0.05""",,,,,,,,,
"""NDO",Nido Petroleum ,FPO,"4,552,388","1,503,574",33.02,-3.70,"1,080,658,378","0.13""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"2,811,686","906,946",32.25,-0.48,"780,136,909","0.11""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"14,394,566","4,534,624",31.50,-0.63,"2,307,773,663","0.19""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,573,669","492,498",31.29,-1.35,"388,429,875","0.12""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,447,713","447,834",30.93,-2.15,"367,162,725","0.12""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"288,442","88,958",30.84,-1.14,"86,459,327","0.10""",,,,,,,,,
"""PNA",PanAust ,FPO,"22,154,248","6,776,810",30.58,-2.52,"2,954,125,529","0.22""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"8,286,470","2,475,026",29.86,-2.12,"581,517,884","0.42""",,,,,,,,,
"""BLD",Boral ,FPO,"3,445,805","1,025,893",29.77,-1.75,"718,853,617","0.14""",,,,,,,,,
"""HFA",HFA Holdings ,FPO,"185,173","55,000",29.70,2.94,"469,330,170","0.01""",,,,,,,,,
"""PPT",Perpetual ,FPO,"151,154","44,617",29.51,-3.21,"43,417,478","0.10""",,,,,,,,,
"""ASX",ASX ,FPO,"1,310,815","385,457",29.40,1.97,"173,576,316","0.22""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,844,589","541,724",29.36,0.67,"754,604,969","0.07""",,,,,,,,,
"""CPU",Computershare,FPO,"6,355,461","1,855,514",29.19,-0.83,"555,664,059","0.33""",,,,,,,,,
"""ERA",ERA,FPO 'A',"284,725","82,499",28.97,-0.21,"190,737,934","0.04""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"964,536","276,621",28.67,-3.49,"254,333,109","0.10""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,199,255","343,143",28.61,-1.77,"414,278,904","0.08""",,,,,,,,,
"""WHG",WHK Group ,FPO,"112,166","31,590",28.16,-3.03,"264,254,166","0.01""",,,,,,,,,
"""UGL",UGL ,FPO,"751,156","211,272",28.12,-1.56,"165,928,705","0.12""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"7,417,071","2,019,507",27.22,-2.02,"2,067,095,545","0.09""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"696,596","188,121",27.00,-1.21,"205,262,842","0.09""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,309,028","349,881",26.72,-2.45,"345,601,301","0.10""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"7,699,247","1,981,206",25.73,0.00,"3,107,448,900","0.06""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"12,889,170","3,286,529",25.49,1.69,"2,559,301,430","0.12""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"5,112,121","1,286,305",25.16,1.18,"483,499,363","0.26""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"13,310,066","3,324,423",24.97,-1.04,"3,356,081,497","0.09""",,,,,,,,,
"""NFE",Northern Iron ,FPO,"29,509","7,296",24.72,-5.26,"292,204,786","0.00""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"14,745","3,628",24.60,-0.61,"155,030,045","0.00""",,,,,,,,,
"""AWC",Alumina ,FPO,"31,300,930","7,670,028",24.50,-1.40,"2,440,196,187","0.31""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"12,381,204","3,033,286",24.49,-2.60,"1,823,322,017","0.16""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"12,054,386","2,906,288",24.11,-1.26,"2,989,157,386","0.09""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,248,829","781,557",24.05,-2.18,"606,831,240","0.12""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,122,089","1,939,542",23.88,-0.77,"2,510,727,671","0.07""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"1,025,258","243,700",23.77,-0.56,"354,487,961","0.06""",,,,,,,,,
"""COH",Cochlear ,FPO,"231,720","55,011",23.74,-1.60,"56,565,293","0.09""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,131,561","504,585",23.67,-3.65,"533,379,348","0.09""",,,,,,,,,
