ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4724.4 at 16:34 22/12/2009  Report at 19:06 Tuesday 22/12/2009. Processed 11:42 Wednesday 23/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""VTS",Vanguard Us Total Market Shares Index,CDI 1:1,"5,213","4,400",84.40,2.11,"80,000","5.50""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"9,524","6,916",72.61,1.18,"425,700,000","0.00""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,942,465","3,537,666",71.57,-0.47,"1,062,316,784","0.33""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,016,123","634,479",62.44,0.00,"452,219,624","0.14""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,600,956","901,188",56.29,1.25,"533,379,348","0.16""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"7,578,803","3,928,519",51.83,3.41,"2,351,955,725","0.16""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,308,427","1,105,590",47.89,0.79,"1,005,143,738","0.11""",,,,,,,,,
"""SGP",Stockland,STAPLED,"7,369,569","3,407,585",46.23,2.60,"2,383,036,717","0.14""",,,,,,,,,
"""APN",APN News & Media ,FPO,"742,502","342,185",46.08,0.44,"595,311,917","0.05""",,,,,,,,,
"""UGL",UGL ,FPO,"610,274","261,914",42.91,-0.42,"165,698,371","0.15""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"2,680,950","1,150,234",42.90,0.25,"1,894,384,958","0.06""",,,,,,,,,
"""BGD",Boulder Steel ,FPO,"269,009","110,000",40.89,-5.71,"498,334,906","0.02""",,,,,,,,,
"""ASX",ASX ,FPO,"556,460","214,722",38.58,0.93,"172,305,698","0.12""",,,,,,,,,
"""EXT",Extract Resources,FPO,"105,410","39,294",37.27,-2.13,"242,617,636","0.01""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"89,499","33,219",37.11,1.51,"511,588,538","0.00""",,,,,,,,,
"""IVV",iShares S&P 500,CDI 1:1,"3,141","1,162",36.99,2.16,"116,350,000","0.00""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,145,462","419,580",36.63,-0.27,"418,700,517","0.10""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"743,521","269,711",36.27,1.40,"1,561,166,672","0.01""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"447,461","160,161",35.79,-2.59,"474,413,911","0.03""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,467,747","523,917",35.69,1.41,"748,208,467","0.07""",,,,,,,,,
"""CPU",Computershare,FPO,"870,489","305,150",35.05,0.35,"555,654,059","0.05""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"311,902","108,383",34.74,1.37,"414,227,380","0.02""",,,,,,,,,
