ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4356.6 at 16:37 25/8/2010  Report at 19:18 Wednesday 25/8/2010!. Processed 13:14 Thursday 26/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""PRT",Prime Media Group ,FPO,"3,000","3,000",100.00,0.00,"366,330,303","0.00""",,,,,,,,,
"""ETPMP",T  ETFS Metal Securities Australia,ETFS PT,180,179,99.44,0.00,"26,322","0.68""",,,,,,,,,
"""PGA",Photon Group ,FPO,"845,574","750,000",88.69,-1.00,"187,440,645","0.40""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"8,657,557","4,734,593",54.68,-2.57,"772,670,160","0.61""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"1,401,637","754,940",53.86,-3.97,"1,167,783,517","0.06""",,,,,,,,,
"""MAP",MAp Group,FORUS,"10,424,812","5,239,386",50.25,3.84,"1,861,210,782","0.28""",,,,,,,,,
"""DJS",David Jones ,FPO,"3,435,517","1,514,948",44.09,-2.37,"510,945,759","0.29""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"10,192","4,475",43.90,1.46,"5,026,305","0.08""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"43,093","18,112",42.03,-0.95,"63,517,495","0.02""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"4,585,906","1,830,128",39.90,-2.27,"606,831,240","0.30""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"4,070,724","1,582,672",38.87,-3.35,"1,062,316,784","0.14""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"91,707","34,909",38.06,-1.26,"151,902,455","0.02""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"21,048,995","7,630,559",36.25,0.58,"1,628,730,107","0.46""",,,,,,,,,
"""PNA",PanAust ,FPO,"17,867,582","6,379,338",35.70,-3.50,"2,954,125,529","0.21""",,,,,,,,,
"""SUL",Super Cheap Auto Group ,FPO,"87,030","30,621",35.18,1.06,"127,569,802","0.02""",,,,,,,,,
"""PRG",Programmed Maintenance,FPO,"74,967","26,166",34.90,1.43,"118,169,908","0.02""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,893,175","974,154",33.67,-1.70,"533,379,348","0.18""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"2,735,059","850,067",31.08,1.85,"388,429,875","0.21""",,,,,,,,,
"""AND",Andean Resources ,FPO,"249,115","76,359",30.65,-1.61,"542,257,867","0.01""",,,,,,,,,
"""GNS",Gunns ,FPO,"5,628,138","1,674,895",29.75,-2.58,"806,734,892","0.20""",,,,,,,,,
"""OKN",Oakton ,FPO,"73,327","19,457",26.53,1.33,"93,622,235","0.02""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,904,146","759,341",26.14,-1.60,"754,604,969","0.10""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"9,546,725","2,489,353",26.07,-3.55,"3,107,448,900","0.08""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"6,285,562","1,629,043",25.91,-0.54,"2,067,095,545","0.07""",,,,,,,,,
"""BLD",Boral ,FPO,"5,775,548","1,456,089",25.21,-2.93,"718,853,617","0.20""",,,,,,,,,
"""UGL",UGL ,FPO,"937,759","230,318",24.56,0.20,"165,928,705","0.13""",,,,,,,,,
"""WSA",Western Areas,FPO,"963,377","235,951",24.49,-0.61,"179,735,899","0.13""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"14,715,583","3,593,565",24.42,-0.66,"1,855,529,431","0.19""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"7,715,289","1,868,223",24.21,-2.32,"1,548,817,874","0.12""",,,,,,,,,
"""SEK",Seek ,FPO,"3,208,725","773,961",24.12,-3.92,"336,584,488","0.23""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"3,197,495","769,986",24.08,-2.16,"491,428,342","0.15""",,,,,,,,,
"""PPC",Peet ,FPO,"212,087","50,700",23.90,-0.27,"300,681,486","0.01""",,,,,,,,,
"""TRS",The Reject Shop ,FPO,"98,649","22,490",22.79,-0.06,"26,033,570","0.08""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,973,608","449,632",22.78,-2.76,"463,231,008","0.09""",,,,,,,,,
"""ANN",Ansell ,FPO,"1,351,099","306,926",22.71,-0.45,"131,577,652","0.23""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"47,224,398","10,428,786",22.08,0.38,"3,415,314,823","0.30""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"538,387","118,770",22.06,-1.72,"108,892,166","0.10""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"4,295,330","945,552",22.01,-9.45,"686,759,634","0.13""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"4,231,487","923,129",21.81,-1.68,"733,711,705","0.12""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,283,460","1,580,138",21.69,-1.74,"1,331,583,166","0.11""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"6,693,953","1,414,542",21.13,-0.67,"483,499,363","0.29""",,,,,,,,,
"""SDL",Sundance Resources ,FPO,"14,192,429","2,994,579",21.10,0.00,"2,709,995,932","0.11""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"44,033","9,179",20.84,0.46,"155,030,045","0.00""",,,,,,,,,
"""SRL",Straits Resources ,FPO,"1,331,140","274,246",20.60,0.00,"255,203,613","0.10""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,075,196","219,268",20.39,-0.30,"596,758,471","0.03""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"32,674,665","6,528,038",19.97,-2.43,"3,121,339,730","0.20""",,,,,,,,,
"""PPT",Perpetual ,FPO,"166,101","32,992",19.86,-0.29,"43,417,478","0.07""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"4,322,503","844,771",19.54,-6.66,"713,154,560","0.11""",,,,,,,,,
"""BCI",BC Iron ,FPO,"57,619","11,244",19.51,0.59,"83,911,000","0.01""",,,,,,,,,
"""SKE",Skilled Group ,FPO,"32,769","6,353",19.38,0.42,"190,738,408","0.00""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"11,157,202","2,130,207",19.09,-1.98,"2,559,301,430","0.08""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"14,480,855","2,758,760",19.05,-1.72,"2,989,157,386","0.09""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"3,563,969","678,688",19.04,-9.17,"239,531,783","0.28""",,,,,,,,,
"""STO",Santos ,FPO,"6,620,963","1,259,037",19.01,-1.35,"832,568,323","0.15""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,010,552","190,811",18.88,-1.26,"707,734,878","0.02""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"6,759,405","1,272,981",18.83,-1.07,"2,012,803,230","0.06""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"3,003,733","557,880",18.57,-0.16,"395,028,737","0.14""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,127,960","208,522",18.48,-0.99,"270,000,000","0.07""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"10,861,189","2,007,226",18.48,-0.34,"2,261,732,048","0.08""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"340,267","60,944",17.91,-0.47,"86,459,327","0.07""",,,,,,,,,
"""AWE",AWE ,FPO,"5,961,134","1,059,206",17.76,4.65,"521,871,941","0.20""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,188,438","738,816",17.63,-1.30,"1,005,169,707","0.07""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"3,494,041","615,562",17.61,-7.31,"1,561,166,672","0.03""",,,,,,,,,
"""WHC",Whitehaven Coal ,FPO,"2,499,758","440,071",17.60,-1.15,"493,650,070","0.08""",,,,,,,,,
"""MML",Medusa Mining ,FPO,"618,091","108,447",17.54,-1.26,"187,584,911","0.05""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"15,173,691","2,658,396",17.52,0.60,"2,926,103,883","0.09""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"2,006,094","349,437",17.41,-1.92,"345,601,301","0.10""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"8,178,026","1,419,456",17.35,-1.97,"1,079,570,693","0.13""",,,,,,,,,
"""BKN",Bradken ,FPO,"957,819","162,350",16.95,-2.98,"138,752,259","0.11""",,,,,,,,,
"""ASX",ASX ,FPO,"998,603","166,869",16.71,-2.30,"173,576,316","0.09""",,,,,,,,,
"""SDG",Sunland Group ,FPO,"874,457","144,462",16.52,9.60,"251,107,692","0.05""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"16,057","2,652",16.51,1.50,"65,298,128","0.00""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,304,160","207,025",15.87,0.34,"290,892,011","0.07""",,,,,,,,,
"""SXL",Southern Cross Media Group LIMITE,FPO,"1,120,809","175,233",15.63,0.89,"378,827,750","0.04""",,,,,,,,,
"""ASL",Ausdrill ,FPO,"545,478","85,201",15.62,-1.64,"254,290,140","0.03""",,,,,,,,,
"""EXT",Extract Resources,FPO,"318,073","49,647",15.60,-3.43,"243,302,298","0.02""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"154,742","24,014",15.51,0.97,"103,327,059","0.02""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"3,208,523","496,780",15.48,-1.99,"780,136,909","0.06""",,,,,,,,,
