ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4893.1 at 16:34 31/3/2010  Report at 19:08 Wednesday 31/3/2010. Processed 11:33 Tuesday 6/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"434,969","267,297",61.45,-0.31,"1,823,809,507","0.01""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,720,711","1,256,451",46.18,-2.06,"503,524,465","0.25""",,,,,,,,,
"""CQR",Charter Hall Retail REIT,UNIT,"6,824,077","2,859,842",41.90,0.90,"1,505,216,260","0.19""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"1,126,443","468,929",41.62,0.00,"507,878,735","0.09""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,935,757","2,768,291",39.91,0.22,"1,005,151,794","0.27""",,,,,,,,,
"""APA",APA Group,STAPLED,"1,332,548","515,729",38.70,0.00,"542,318,629","0.09""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"3,711,595","1,433,236",38.61,-0.59,"581,517,884","0.24""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,657,033","620,061",37.42,-0.48,"707,511,545","0.08""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,180,433","436,884",37.01,2.16,"270,000,000","0.16""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"697,177","241,133",34.58,1.85,"307,193,220","0.07""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"11,743,958","4,062,021",34.58,-1.09,"1,996,912,778","0.20""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"626,245","213,845",34.14,-0.42,"213,475,606","0.10""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"16,904","5,752",34.02,0.00,"4,878,850","0.11""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"72,738,147","22,361,086",30.74,0.76,"6,205,676,188","0.36""",,,,,,,,,
"""AWB",AWB ,FPO,"12,192,314","3,633,374",29.80,0.52,"817,304,356","0.44""",,,,,,,,,
"""ASX",ASX ,FPO,"2,398,362","709,775",29.59,-3.11,"173,573,245","0.40""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"3,331,732","944,329",28.34,0.22,"481,619,331","0.19""",,,,,,,,,
