ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4756.1 at 16:33 23/12/2009  Report at 19:07 Wednesday 23/12/2009. Processed 11:06 Thursday 24/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""VII",Vietnam Industrial Investments,FPO,"30,000","30,000",100.00,0.00,"142,277,423","0.02""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,025,013","479,117",46.74,0.44,"452,219,624","0.10""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"1,639,886","746,555",45.52,0.71,"1,062,316,784","0.07""",,,,,,,,,
"""BTA",Biota Holdings ,FPO,"491,835","209,876",42.67,1.24,"178,950,022","0.11""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"943,607","377,818",40.04,-1.16,"462,291,686","0.08""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,302,784","1,233,077",37.33,3.26,"1,005,143,738","0.12""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"172,239","64,094",37.21,1.76,"93,937,192","0.06""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"965,636","349,191",36.16,1.51,"757,542,720","0.04""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"327,761","115,003",35.08,0.26,"298,271,836","0.03""",,,,,,,,,
"""AAX",Ausenco ,FPO,"205,956","70,765",34.35,-2.18,"121,861,958","0.05""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"6,480,867","2,156,905",33.28,2.19,"2,943,442,559","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,724,075","572,318",33.19,0.72,"606,831,240","0.09""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"1,858,829","597,933",32.16,0.78,"1,534,246,082","0.03""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"2,317,850","736,160",31.76,1.79,"1,894,384,958","0.03""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"295,840","80,849",27.32,1.59,"474,413,911","0.01""",,,,,,,,,
"""COH",Cochlear ,FPO,"114,376","30,777",26.90,-0.62,"56,351,818","0.05""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"422,684","110,512",26.14,1.95,"418,700,517","0.02""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"967,784","252,302",26.07,1.44,"460,768,608","0.05""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"20,907","5,378",25.72,1.99,"425,700,000","0.00""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"5,687,433","1,411,000",24.80,0.64,"3,356,081,497","0.04""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,515,781","371,463",24.50,1.75,"270,000,000","0.13""",,,,,,,,,
"""SPN",SP AusNet,STAPLED,"2,758,651","627,942",22.76,0.55,"2,662,931,420","0.02""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"18,288,504","4,152,556",22.70,0.31,"2,067,095,545","0.20""",,,,,,,,,
"""BLD",Boral ,FPO,"535,809","117,370",21.90,0.53,"595,313,279","0.02""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"11,029,609","2,406,736",21.82,1.68,"2,729,071,212","0.08""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"220,247","47,035",21.35,0.00,"620,709,233","0.00""",,,,,,,,,
"""FBU",Fletcher Building ,FPO NZ,"494,585","105,068",21.24,0.63,"606,118,435","0.01""",,,,,,,,,
"""ABY",Aditya Birla Minerals ,FPO,"251,498","53,157",21.13,-2.04,"313,372,551","0.01""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"655,371","136,026",20.75,1.10,"490,705,150","0.02""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,659,440","340,649",20.52,1.98,"533,379,348","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,664,588","327,669",19.68,0.56,"503,524,465","0.06""",,,,,,,,,
"""AWC",Alumina ,FPO,"8,794,853","1,714,267",19.49,0.28,"2,440,196,187","0.07""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"1,136,825","218,817",19.24,0.19,"717,387,358","0.03""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"4,777,528","909,682",19.04,0.22,"2,098,064,217","0.04""",,,,,,,,,
"""MLB",Melbourne IT ,FPO,"57,872","10,912",18.85,0.89,"78,970,419","0.01""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"289,622","53,861",18.59,3.26,"202,081,252","0.02""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"2,132,228","394,137",18.48,0.43,"748,219,617","0.05""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"119,411","21,632",18.11,1.44,"64,945,877","0.03""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"8,370,706","1,515,795",18.10,1.20,"2,351,955,725","0.06""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"2,297,581","413,728",18.00,0.00,"1,080,653,789","0.03""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"750,593","134,842",17.96,0.21,"448,868,339","0.03""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"11,556,206","2,053,841",17.77,-2.29,"1,624,890,447","0.12""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"751,546","133,455",17.75,-0.24,"539,260,191","0.02""",,,,,,,,,
"""MAP",MAp Group,FORUS,"2,873,956","509,510",17.72,-3.06,"1,861,210,782","0.02""",,,,,,,,,
"""PRR",Prima BioMed,FPO,"1,876,926","331,859",17.68,3.33,"635,408,727","0.05""",,,,,,,,,
"""HSP",Healthscope ,FPO,"469,981","82,901",17.63,1.83,"314,241,491","0.02""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"1,070,824","186,054",17.37,-0.90,"491,648,434","0.03""",,,,,,,,,
"""ALZ",Australand Property Group,STAPLED,"1,664,480","287,427",17.26,-0.98,"2,884,031,620","0.01""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"939,945","162,196",17.25,1.56,"334,759,596","0.04""",,,,,,,,,
"""IVC",Invocare ,FPO,"246,148","42,442",17.24,0.50,"101,834,236","0.04""",,,,,,,,,
"""ASX",ASX ,FPO,"325,955","55,814",17.12,-0.40,"172,305,698","0.03""",,,,,,,,,
"""ABP",Abacus Property Group,STAPLED,"4,007,965","685,876",17.11,-1.08,"1,522,867,420","0.04""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"3,904,154","655,453",16.78,0.54,"1,929,665,584","0.03""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"1,981,065","330,161",16.66,-1.85,"1,167,783,517","0.02""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"6,154,473","1,010,224",16.41,-2.38,"2,483,693,809","0.04""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"16,008,876","2,569,892",16.05,1.36,"1,823,306,551","0.14""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"462,735","73,287",15.83,4.19,"264,264,459","0.02""",,,,,,,,,
"""MML",Medusa Mining ,FPO,"292,069","45,947",15.73,2.85,"169,781,960","0.02""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"1,885,498","295,293",15.66,2.45,"603,580,761","0.04""",,,,,,,,,
"""MOF",Macquarie Office Trust,UNIT,"16,928,498","2,608,105",15.40,-1.63,"4,752,826,494","0.05""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"10,155,839","1,524,897",15.01,3.79,"2,926,103,883","0.05""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"3,414,862","510,522",14.95,-0.88,"428,675,768","0.11""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"22,556,564","3,307,457",14.66,0.60,"12,443,074,357","0.02""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"432,427","62,358",14.42,1.28,"236,468,040","0.02""",,,,,,,,,
"""SMX",SMS Management & Tech,FPO,"45,522","6,417",14.09,0.35,"66,678,162","0.01""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"21,491,792","2,988,400",13.90,0.84,"6,205,676,188","0.04""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"8,121,516","1,109,205",13.65,-1.35,"581,517,884","0.19""",,,,,,,,,
"""SRV",Servcorp ,FPO,"44,546","6,005",13.48,-0.57,"98,440,807","0.00""",,,,,,,,,
"""SFH",Specialty Fashion Group ,FPO,"171,744","22,991",13.38,-4.13,"190,520,584","0.01""",,,,,,,,,
"""GIR",Giralia Resources,FPO,"98,686","13,147",13.32,2.27,"178,185,170","0.00""",,,,,,,,,
"""LRC",Laguna Resources,FPO,"8,335,133","1,110,000",13.31,-5.55,"733,787,450","0.15""",,,,,,,,,
"""HST",Hastie Group ,FPO,"797,511","106,002",13.29,-2.67,"236,132,996","0.04""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"645,967","85,718",13.27,0.76,"713,154,560","0.01""",,,,,,,,,
"""FWD",Fleetwood Corporation ,FPO,"106,337","13,879",13.05,0.52,"53,156,311","0.02""",,,,,,,,,
"""AMP",AMP ,FPO,"5,420,465","704,826",13.00,1.98,"2,048,645,162","0.03""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"7,480,299","969,408",12.95,-0.52,"1,970,704,093","0.04""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"2,587,569","334,523",12.92,2.54,"1,076,928,611","0.03""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"962,542","124,312",12.91,0.85,"733,711,705","0.01""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"10,698,485","1,376,879",12.87,0.59,"4,766,093,266","0.02""",,,,,,,,,
"""SRL",Straits Resources ,FPO,"780,190","99,287",12.72,4.83,"253,994,135","0.03""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"813,808","103,194",12.68,-1.38,"1,561,166,672","0.00""",,,,,,,,,
"""CSL",CSL ,FPO,"1,215,214","153,120",12.60,0.93,"589,177,186","0.02""",,,,,,,,,
