ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4882.7 at 14:54 31/12/2009!Report at 18:09 Thursday 31/12/2009. Processed 11:14 Monday 4/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"71,039","69,993",98.52,1.11,"575,114,687","0.01""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"350,687","238,658",68.05,-0.33,"757,542,720","0.03""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,067,106","656,163",61.49,-1.22,"533,379,348","0.12""",,,,,,,,,
"""APN",APN News & Media ,FPO,"222,306","101,198",45.52,-1.27,"595,311,917","0.01""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"259,588","113,962",43.90,0.00,"603,580,761","0.01""",,,,,,,,,
"""OGC",OceanaGold Corporation,CDI,"98,304","41,358",42.07,0.84,"185,880,075","0.02""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"1,863,710","769,482",41.28,0.41,"1,005,143,738","0.07""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"837,004","344,669",41.17,2.83,"254,333,109","0.13""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"1,036,296","425,987",41.10,-0.43,"607,730,819","0.07""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"760,536","298,685",39.27,0.95,"1,062,316,784","0.02""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"163,324","63,328",38.77,-1.18,"354,694,375","0.01""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"512,879","198,584",38.71,-1.91,"418,700,517","0.04""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"3,165,452","1,199,312",37.88,0.98,"3,356,081,497","0.03""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"382,832","142,970",37.34,0.37,"960,638,735","0.01""",,,,,,,,,
"""UGL",UGL ,FPO,"168,839","62,436",36.98,0.21,"165,781,705","0.03""",,,,,,,,,
"""APA",APA Group,STAPLED,"377,836","138,475",36.64,2.04,"508,816,964","0.02""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"4,120,478","1,504,563",36.51,1.87,"2,483,693,809","0.06""",,,,,,,,,
"""AMP",AMP ,FPO,"1,942,281","662,049",34.08,-0.14,"2,048,645,162","0.03""",,,,,,,,,
"""AAX",Ausenco ,FPO,"82,946","28,144",33.93,0.44,"121,861,958","0.02""",,,,,,,,,
"""BLD",Boral ,FPO,"437,553","144,472",33.01,0.84,"595,313,279","0.02""",,,,,,,,,
"""SOL",Soul Pattinson (WH),FPO,"5,488","1,770",32.25,0.22,"238,640,580","0.00""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"82,402","26,245",31.85,0.97,"64,945,877","0.04""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"1,011,067","317,181",31.37,0.00,"1,561,166,672","0.02""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"10,164,551","3,082,661",30.32,1.63,"1,823,306,551","0.16""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"142,519","42,418",29.76,0.67,"264,264,459","0.01""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"1,079,301","320,868",29.72,0.79,"1,534,246,082","0.02""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"5,593,458","1,621,310",28.98,-0.84,"3,121,339,730","0.05""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"368,706","106,843",28.97,-0.22,"798,520,953","0.01""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"1,895,633","532,439",28.08,0.61,"2,532,914,308","0.02""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"8,524,246","2,277,552",26.71,0.92,"2,368,729,935","0.09""",,,,,,,,,
