ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4983.2 at 16:35 7/4/2010  Report at 19:07 Wednesday 7/4/2010. Processed 11:49 Thursday 8/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""MRM",Mermaid Marine Aust ,FPO,"786,878","494,472",62.84,0.00,"186,844,825","0.26""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"490,679","261,771",53.34,-1.50,"248,219,660","0.10""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"350,020","177,207",50.62,0.75,"232,455,800","0.07""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"2,420,511","1,214,248",50.16,-0.44,"151,920,368","0.79""",,,,,,,,,
"""CRG",Crane Group ,FPO,"291,472","130,936",44.92,1.92,"77,684,223","0.16""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"1,595,044","715,376",44.85,0.88,"418,700,517","0.17""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"14,985,212","6,614,175",44.13,0.54,"1,996,912,778","0.33""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"5,319,987","2,324,091",43.68,-1.13,"717,142,802","0.32""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"3,467,414","1,507,250",43.46,1.73,"612,625,759","0.24""",,,,,,,,,
"""AAX",Ausenco ,FPO,"310,555","133,821",43.09,-2.04,"122,065,567","0.11""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,352,013","1,381,132",41.20,1.11,"483,397,504","0.28""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"4,434,146","1,818,936",41.02,2.98,"603,580,761","0.30""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"2,478,194","968,622",39.08,2.22,"344,244,271","0.28""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"7,592,883","2,956,143",38.93,-0.69,"2,209,126,568","0.13""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"3,451,756","1,330,689",38.55,2.13,"496,845,037","0.26""",,,,,,,,,
"""CSL",CSL ,FPO,"1,613,413","591,455",36.65,0.22,"579,699,101","0.10""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"2,238",813,36.32,0.13,"4,878,850","0.01""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"820,660","276,520",33.69,0.20,"388,429,875","0.07""",,,,,,,,,
"""BLD",Boral ,FPO,"4,977,671","1,651,250",33.17,2.63,"598,952,998","0.27""",,,,,,,,,
"""OST",OneSteel ,FPO,"7,083,319","2,343,421",33.08,0.73,"1,328,429,869","0.17""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"897,506","296,535",33.04,2.34,"203,544,715","0.14""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"195,314","64,109",32.82,0.40,"150,808,102","0.04""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,046,455","338,982",32.39,-0.47,"798,520,953","0.04""",,,,,,,,,
"""PPT",Perpetual ,FPO,"123,630","39,386",31.85,0.75,"43,241,369","0.09""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"50,421","16,017",31.76,-0.06,"62,959,971","0.02""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"9,060,543","2,869,663",31.67,-1.93,"1,080,653,789","0.26""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"14,476,775","4,539,017",31.35,-0.33,"1,823,322,017","0.24""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"1,248,056","388,137",31.09,-1.02,"299,303,336","0.13""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"2,013,477","624,521",31.01,1.48,"960,638,735","0.06""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"1,741,778","539,863",30.99,-0.93,"520,106,488","0.10""",,,,,,,,,
"""SGP",Stockland,STAPLED,"18,500,710","5,721,712",30.92,-1.25,"2,383,036,717","0.24""",,,,,,,,,
"""CPU",Computershare,FPO,"1,031,462","317,090",30.74,0.23,"555,664,059","0.05""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"14,447,189","4,388,592",30.37,2.83,"1,930,403,911","0.22""",,,,,,,,,
"""COH",Cochlear ,FPO,"415,323","126,022",30.34,0.82,"56,543,401","0.22""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,951,996","585,744",30.00,-4.01,"366,835,825","0.16""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"3,620,813","1,082,691",29.90,-2.14,"1,212,723,832","0.08""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"180,819","53,000",29.31,0.40,"235,116,184","0.02""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,825,800","525,806",28.79,-2.28,"287,755,246","0.18""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"2,784,194","789,515",28.35,-1.15,"1,299,562,220","0.06""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"878,781","248,969",28.33,0.65,"94,193,403","0.26""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"540,130","149,116",27.60,-0.04,"108,344,987","0.13""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,520,492","415,673",27.33,0.27,"606,831,240","0.06""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"8,332,281","2,237,584",26.85,1.74,"1,380,386,438","0.16""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"3,227,440","857,384",26.56,1.59,"1,296,751,361","0.06""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"4,952,840","1,292,851",26.10,0.68,"491,174,711","0.26""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"9,183,208","2,381,218",25.93,-0.13,"3,356,081,497","0.07""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"1,307,292","328,366",25.11,1.50,"205,012,842","0.16""",,,,,,,,,
"""PXS",Pharmaxis,FPO,"298,178","74,625",25.02,-1.07,"225,324,234","0.03""",,,,,,,,,
"""IFL",IOOF Holdings ,FPO,"621,920","152,902",24.58,1.15,"229,794,395","0.06""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"85,741,542","20,881,388",24.35,-2.54,"9,277,584,743","0.22""",,,,,,,,,
"""AMP",AMP ,FPO,"6,545,808","1,575,094",24.06,1.42,"2,048,645,162","0.07""",,,,,,,,,
"""ISF",iSOFT Group ,FPO,"5,385,398","1,260,033",23.39,5.26,"1,037,994,023","0.12""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"38,638,787","8,915,669",23.07,0.33,"12,443,074,357","0.07""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"49,796,285","11,379,462",22.85,-0.40,"3,121,339,730","0.36""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,868,550","881,569",22.78,-0.50,"1,005,151,794","0.08""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"707,656","159,985",22.60,0.29,"354,379,017","0.04""",,,,,,,,,
"""PTM",Platinum Asset Management ,FPO,"437,848","98,905",22.58,-0.57,"561,000,000","0.01""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,917,407","420,763",21.94,-1.15,"764,907,820","0.05""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"869,768","187,278",21.53,3.69,"307,193,220","0.06""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"122,205","26,151",21.39,-0.35,"148,461,444","0.01""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"24,021,217","5,124,558",21.33,-0.50,"2,307,773,663","0.22""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"1,351,571","287,443",21.26,1.36,"239,125,989","0.12""",,,,,,,,,
"""ELD",Elders ,FPO,"3,458,534","725,557",20.97,5.30,"448,598,480","0.16""",,,,,,,,,
"""IVC",Invocare ,FPO,"123,474","25,021",20.26,0.50,"101,834,236","0.02""",,,,,,,,,
"""AWC",Alumina ,FPO,"19,089,751","3,817,948",20.00,-0.27,"2,440,196,187","0.15""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"97,868,650","19,332,600",19.75,2.36,"2,368,729,935","0.81""",,,,,,,,,
"""ALZ",Australand Property Group,STAPLED,"7,240,258","1,425,937",19.69,3.84,"2,884,175,870","0.04""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"6,383,363","1,247,431",19.54,0.23,"2,533,276,869","0.04""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,468,747","285,614",19.44,0.00,"314,241,491","0.09""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"8,517,769","1,655,136",19.43,-5.23,"254,333,109","0.65""",,,,,,,,,
"""FXL",Flexigroup ,FPO,"208,825","40,167",19.23,3.59,"270,818,164","0.01""",,,,,,,,,
"""WOW",Woolworths ,FPO,"3,469,985","666,874",19.21,0.31,"1,240,000,138","0.05""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,348,612","447,778",19.06,1.01,"1,167,783,517","0.03""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"5,491,071","1,044,829",19.02,-0.44,"2,261,732,048","0.04""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"901,194","168,471",18.69,0.63,"202,081,252","0.08""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"270,405","48,903",18.08,1.86,"86,036,700","0.05""",,,,,,,,,
"""ERA",ERA,FPO 'A',"491,064","88,759",18.07,-0.86,"190,737,934","0.04""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"4,870,265","864,153",17.74,-0.26,"1,045,236,720","0.08""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,959,725","345,228",17.61,-0.21,"503,524,465","0.06""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"3,650,279","640,875",17.55,0.40,"1,275,641,444","0.05""",,,,,,,,,
"""FWD",Fleetwood Corporation ,FPO,"149,856","26,262",17.52,-0.52,"53,954,758","0.04""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"1,939,910","338,743",17.46,0.46,"522,162,263","0.06""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"665,185","115,435",17.35,0.12,"156,010,648","0.07""",,,,,,,,,
