ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4394.8 at 16:36 22/7/2010  Report at 19:06 Thursday 22/7/2010!. Processed 12:18 Friday 23/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"19,608","18,608",94.90,0.00,"70,980,953","0.02""",,,,,,,,,
"""NVT",Navitas ,FPO,"251,627","210,856",83.79,1.62,"342,361,526","0.06""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"5,135,947","3,947,497",76.86,0.29,"581,517,884","0.67""",,,,,,,,,
"""IANG",IAG Finance (New Zealand) ,EXCH.NOTE,"11,925","7,947",66.64,-0.14,"5,500,000","0.14""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,229,795","819,289",66.62,0.00,"960,638,735","0.08""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"470,828","297,192",63.12,-1.15,"209,632,844","0.14""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"421,595","259,562",61.56,-2.89,"1,260,030,198","0.02""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"120,248","67,207",55.89,0.28,"151,904,499","0.04""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"2,402,944","1,340,000",55.76,0.00,"509,712,735","0.26""",,,,,,,,,
"""AWB",AWB ,FPO,"832,082","453,618",54.51,-1.00,"817,304,356","0.05""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"633,689","315,825",49.83,-1.71,"533,379,348","0.05""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"13,896,411","6,732,768",48.45,0.33,"3,356,081,497","0.20""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,026,289","478,852",46.65,0.43,"510,945,759","0.09""",,,,,,,,,
"""PPT",Perpetual ,FPO,"89,653","41,501",46.29,-1.88,"43,417,478","0.09""",,,,,,,,,
"""KZL",Kagara,FPO,"1,674,044","757,105",45.22,-0.92,"674,489,717","0.11""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"138,692","62,617",45.14,-3.46,"149,296,747","0.04""",,,,,,,,,
"""GPT",GPT Group,STAPLED,"5,323,183","2,366,093",44.44,-1.01,"1,855,529,431","0.12""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"6,252,844","2,713,841",43.40,-1.64,"2,989,043,746","0.09""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"949,033","403,718",42.54,-3.29,"1,561,166,672","0.02""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"2,305,665","932,763",40.45,0.00,"1,281,937,479","0.07""",,,,,,,,,
"""CDD",Cardno ,FPO,"70,799","28,601",40.39,-1.59,"90,510,461","0.03""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"5,220,410","2,104,843",40.31,-1.66,"2,265,123,620","0.09""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"3,039,420","1,205,638",39.66,-1.17,"483,499,363","0.24""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"742,267","286,943",38.65,1.07,"270,000,000","0.10""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,102,427","417,915",37.90,-0.92,"414,278,904","0.10""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"387,120","146,144",37.75,-0.46,"367,162,725","0.04""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"4,948,067","1,787,941",36.13,0.00,"2,209,126,568","0.08""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"864,492","309,016",35.74,-0.06,"450,076,509","0.06""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"4,258,513","1,460,368",34.29,-1.45,"2,926,103,883","0.05""",,,,,,,,,
