ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4692.0 at 16:36 5/5/2010  Report at 19:06 Wednesday 5/5/2010!. Processed 11:59 Thursday 6/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BKN",Bradken ,FPO,"1,966,723","1,277,560",64.95,1.09,"130,519,161","0.97""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"1,335",825,61.79,-4.00,"100,024","0.82""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"1,049,154","581,228",55.40,-1.28,"108,344,987","0.53""",,,,,,,,,
"""MAP",MAp Group,FORUS,"8,773,169","4,649,541",52.99,-1.25,"1,861,210,782","0.25""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"47,194","23,927",50.69,0.00,"512,327,327","0.00""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"9,728,887","4,907,273",50.44,-1.01,"483,493,006","1.01""",,,,,,,,,
"""SGH",Slater & Gordon ,FPO,"7,953","3,634",45.69,-0.65,"109,244,584","0.00""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,907,127","2,106,673",42.93,-2.41,"1,548,727,174","0.13""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"4,960,717","2,068,360",41.69,-8.36,"270,000,000","0.76""",,,,,,,,,
"""CRG",Crane Group ,FPO,"189,481","77,716",41.01,-0.99,"78,286,427","0.09""",,,,,,,,,
"""IVC",Invocare ,FPO,"112,692","44,497",39.48,-0.16,"102,069,091","0.04""",,,,,,,,,
"""BHPIO",F  CitiWarrants (CITIGROUP GLOBAL MA,CTWJN10IW,"50,800","20,000",39.37,1.41,"10,000,000","0.20""",,,,,,,,,
"""AMP",AMP ,FPO,"11,225,661","4,414,592",39.32,-1.12,"2,071,925,423","0.21""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"3,340,667","1,258,120",37.66,-4.19,"798,520,953","0.15""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"1,181,048","442,027",37.42,-6.85,"86,036,700","0.51""",,,,,,,,,
"""CAB",Cabcharge Australia ,FPO,"174,622","64,148",36.73,-0.84,"120,437,014","0.05""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"10,471,748","3,842,410",36.69,-0.81,"2,067,095,545","0.18""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"7,480,773","2,653,844",35.47,-3.16,"1,281,390,524","0.20""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"8,922,906","2,992,429",33.53,-3.30,"707,511,545","0.42""",,,,,,,,,
"""TEN",Ten Network Holdings ,FPO,"8,942,200","2,973,508",33.25,2.49,"1,045,236,720","0.28""",,,,,,,,,
"""NUF",Nufarm ,FPO,"1,062,158","344,891",32.47,-0.69,"218,126,718","0.15""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"6,031,560","1,956,388",32.43,-2.55,"1,304,378,774","0.15""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,612,547","515,153",31.94,-2.08,"543,241,448","0.09""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"14,228,153","4,543,141",31.93,-2.35,"2,307,773,663","0.19""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"17,752,092","5,502,607",30.99,-4.17,"2,976,780,230","0.18""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"1,477,116","457,018",30.94,-3.01,"300,687,299","0.15""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"3,962,372","1,218,954",30.76,-3.59,"520,081,488","0.23""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,664,835","507,618",30.49,-2.69,"414,278,904","0.12""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"3,808,717","1,151,556",30.23,-1.37,"418,700,517","0.27""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"2,298,157","676,467",29.43,-5.42,"462,915,574","0.14""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"12,453,840","3,659,390",29.38,-2.23,"2,533,518,438","0.14""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"530,408","154,200",29.07,-0.51,"420,711,773","0.03""",,,,,,,,,
"""SGP",Stockland,STAPLED,"10,672,031","3,055,662",28.63,-2.48,"2,383,036,717","0.12""",,,,,,,,,
"""COH",Cochlear ,FPO,"159,421","45,272",28.39,-1.93,"56,543,401","0.08""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,073,071","302,502",28.19,-1.72,"253,122,552","0.12""",,,,,,,,,
"""AWC",Alumina ,FPO,"38,787,213","10,801,504",27.84,2.96,"2,440,196,187","0.44""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"3,138,506","860,606",27.42,-2.16,"1,259,907,689","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"3,133,625","852,132",27.19,-1.72,"510,945,759","0.16""",,,,,,,,,
"""OST",OneSteel ,FPO,"16,129,411","4,313,206",26.74,2.71,"1,331,583,166","0.32""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"782,259","209,054",26.72,-2.17,"309,109,468","0.06""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"38,054,466","10,021,352",26.33,-2.06,"6,205,676,188","0.16""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"2,380,254","622,132",26.13,-1.94,"344,533,263","0.18""",,,,,,,,,
"""HST",Hastie Group ,FPO,"2,274,905","593,606",26.09,-3.79,"239,716,924","0.24""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"11,594,749","3,018,757",26.03,-2.58,"2,351,955,725","0.12""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"735,100","187,551",25.51,-0.73,"203,881,274","0.09""",,,,,,,,,
"""CWN",Crown ,FPO,"1,271,181","320,671",25.22,-0.24,"753,555,290","0.04""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"6,084,001","1,513,227",24.87,-1.27,"1,930,432,682","0.07""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,335,693","330,875",24.77,2.97,"289,477,135","0.11""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"4,515,646","1,101,064",24.38,-1.61,"1,281,937,479","0.08""",,,,,,,,,
"""APN",APN News & Media ,FPO,"1,225,503","296,981",24.23,-0.81,"598,823,853","0.05""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"5,853,652","1,384,120",23.64,-0.80,"2,729,071,212","0.05""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"10,800,091","2,551,766",23.62,-1.82,"581,517,884","0.43""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"5,013,095","1,162,713",23.19,1.23,"1,167,783,517","0.10""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"24,412,446","5,659,791",23.18,-1.56,"1,823,322,017","0.31""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"855,661","197,987",23.13,-1.27,"620,709,233","0.03""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"7,645,900","1,762,768",23.05,1.81,"606,831,240","0.29""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"5,274,175","1,203,574",22.82,-1.44,"1,916,792,305","0.06""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"707,052","157,974",22.34,-1.92,"363,937,557","0.04""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"2,636,109","569,646",21.60,-4.38,"434,530,879","0.13""",,,,,,,,,
