ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4409.7 at 17:32 28/6/2010  Report at 19:06 Monday 28/6/2010!. Processed 13:05 Tuesday 29/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,"1,023","1,023",100.00,1.11,"455,585","0.22""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"1,204,526","1,200,000",99.62,-2.09,"575,114,687","0.20""",,,,,,,,,
"""ANG",Austin Engineering ,FPO,"640,577","539,000",84.14,0.58,"69,314,403","0.77""",,,,,,,,,
"""VRL",Village Roadshow ,FPO,"10,100","5,939",58.80,8.29,"114,217,649","0.00""",,,,,,,,,
"""UGL",UGL ,FPO,"697,740","351,679",50.40,-0.57,"165,928,705","0.21""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"404,468","195,920",48.43,-0.19,"97,995,783","0.20""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"1,093,281","529,115",48.39,-2.81,"309,109,468","0.17""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"656,827","299,121",45.54,-0.31,"463,070,936","0.06""",,,,,,,,,
"""CRG",Crane Group ,FPO,"227,236","102,286",45.01,-0.48,"78,286,427","0.13""",,,,,,,,,
"""SKE",Skilled Group ,FPO,"238,438","101,037",42.37,-3.98,"190,738,408","0.05""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"1,304,745","542,975",41.61,0.20,"732,570,533","0.07""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,517,860","1,038,226",41.23,-0.84,"772,670,160","0.13""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"2,357,769","967,800",41.04,-3.68,"491,328,342","0.19""",,,,,,,,,
