ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4866.9 at 16:34 17/3/2010  Report at 19:08 Wednesday 17/3/2010. Processed 11:51 Thursday 18/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""GPP",Greenpower Energy ,FPO,"100,000","100,000",100.00,0.00,"40,409,863","0.24""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"1,050,531","671,473",63.91,2.68,"573,625,950","0.11""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"1,032,799","528,628",51.18,2.95,"202,081,252","0.26""",,,,,,,,,
"""USA",UraniumSA ,FPO,"90,907","34,999",38.50,0.00,"111,184,794","0.03""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"611,361","199,467",32.62,2.58,"64,583,988","0.30""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"8,301,473","2,606,840",31.40,-1.42,"1,005,151,794","0.25""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,734,670","855,722",31.29,1.58,"606,831,240","0.14""",,,,,,,,,
"""AXO",Aurox Resources ,FPO,"3,688,851","1,122,000",30.41,3.35,"193,494,413","0.58""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"2,788,111","847,503",30.39,-0.39,"634,144,970","0.13""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"12,370,444","3,713,727",30.02,1.90,"2,533,063,677","0.14""",,,,,,,,,
"""BKN",Bradken ,FPO,"1,670,324","483,609",28.95,5.04,"129,784,245","0.37""",,,,,,,,,
