ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4925.9 at 16:34 1/4/2010  Report at 19:08 Thursday 1/4/2010. Processed 12:32 Tuesday 6/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BLD",Boral ,FPO,"2,384,403","1,223,910",51.33,0.17,"598,952,998","0.20""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,355,813","2,573,132",48.04,-0.44,"1,005,151,794","0.25""",,,,,,,,,
"""AIX",Australian Infrastructure Fund,UNT/ORD,"2,928,570","1,392,245",47.54,1.01,"576,777,900","0.24""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"733,326","323,761",44.15,1.13,"247,943,495","0.13""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"3,399,587","1,359,942",40.00,-0.43,"151,920,368","0.89""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,454,378","545,828",37.53,-1.14,"764,907,820","0.07""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"5,157,405","1,839,819",35.67,0.50,"1,299,562,220","0.14""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"3,213,847","1,139,321",35.45,-0.42,"1,252,637,428","0.09""",,,,,,,,,
"""ELD",Elders ,FPO,"1,589,833","558,674",35.14,-0.39,"448,598,480","0.12""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"8,752,398","3,032,327",34.64,2.92,"483,397,504","0.62""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"621,578","212,517",34.19,2.21,"203,496,058","0.10""",,,,,,,,,
"""PGA",Photon Group ,FPO,"530,697","177,171",33.38,-3.55,"178,416,628","0.09""",,,,,,,,,
"""AAX",Ausenco ,FPO,"325,963","95,153",29.19,-1.36,"122,065,567","0.07""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"4,050,992","1,173,939",28.97,-0.22,"491,174,711","0.23""",,,,,,,,,
"""NFE",Northern Iron ,FPO,"1,191,166","339,437",28.49,-0.33,"292,204,786","0.11""",,,,,,,,,
"""VPG",Valad Property Group,FORUS,"1,600,912","450,000",28.10,0.00,"2,248,546,624","0.02""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"692,535","193,384",27.92,0.00,"620,709,233","0.03""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,398,660","381,819",27.29,0.70,"798,520,953","0.04""",,,,,,,,,
"""NHC",New Hope Corp ,FPO,"676,078","183,632",27.16,0.77,"827,230,549","0.02""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"4,619,768","1,228,507",26.59,1.40,"1,270,897,282","0.09""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,829,912","483,841",26.44,3.64,"707,511,545","0.06""",,,,,,,,,
