ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4572.1 at 16:35 16/6/2010  Report at 19:09 Wednesday 16/6/2010!. Processed 12:33 Thursday 17/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"6,802","6,802",100.00,-0.38,"512,327,327","0.00""",,,,,,,,,
"""ALD",Allied Gold ,FPO,"325,400","308,865",94.91,1.40,"1,040,132,142","0.03""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"1,272,877","715,047",56.17,1.36,"363,937,557","0.19""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"40,699","20,222",49.68,-0.48,"62,959,971","0.03""",,,,,,,,,
"""MTS",Metcash ,FPO,"6,858,428","3,316,307",48.35,-0.93,"765,644,031","0.43""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"25,058,305","10,704,925",42.72,0.00,"4,820,821,799","0.22""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,534,750","1,082,160",42.69,0.49,"533,379,348","0.20""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"1,799,541","766,382",42.58,2.27,"108,344,987","0.70""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"15,232","6,481",42.54,0.18,"4,683,391","0.13""",,,,,,,,,
"""SGP",Stockland,STAPLED,"13,136,403","5,577,150",42.45,0.75,"2,383,036,717","0.23""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"4,577,305","1,874,733",40.95,-1.09,"754,316,919","0.24""",,,,,,,,,
"""APA",APA Group,STAPLED,"2,152,386","798,641",37.10,1.09,"542,318,629","0.14""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"1,913,569","704,497",36.81,-0.60,"576,076,525","0.12""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,540,389","1,666,943",36.71,0.48,"1,005,159,970","0.16""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"7,490,648","2,557,380",34.14,0.32,"1,920,693,684","0.13""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"2,361,659","800,451",33.89,2.23,"581,517,884","0.13""",,,,,,,,,
"""ASX",ASX ,FPO,"1,444,522","488,173",33.79,1.63,"173,573,245","0.28""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,454,449","807,679",32.90,-0.17,"483,493,006","0.16""",,,,,,,,,
"""UGL",UGL ,FPO,"848,159","272,953",32.18,3.28,"165,928,705","0.16""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"1,208,956","382,197",31.61,2.83,"420,711,773","0.09""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,194,920","685,951",31.25,0.89,"510,945,759","0.13""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,928,393","597,154",30.96,1.11,"344,567,851","0.17""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,903,517","1,507,629",30.74,0.00,"717,142,802","0.21""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"15,978,872","4,895,521",30.63,-1.01,"2,510,727,671","0.19""",,,,,,,,,
"""COH",Cochlear ,FPO,"356,384","109,090",30.61,0.03,"56,543,401","0.19""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"22,386,192","6,694,692",29.90,2.20,"2,926,103,883","0.22""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"5,916,659","1,732,261",29.27,4.03,"394,889,237","0.43""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"1,210,985","343,172",28.33,-0.33,"264,264,459","0.13""",,,,,,,,,
"""DUE",Duet Group,FORUS,"2,619,876","735,857",28.08,1.74,"870,559,400","0.08""",,,,,,,,,
