ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4588.8 at 16:39 12/2/2010  Report at 19:05 Friday 12/2/2010!. Processed 11:42 Monday 15/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"1,595","1,500",94.04,-0.98,"51,900,000","0.00""",,,,,,,,,
"""WHG",WHK Group ,FPO,"1,360,210","1,013,481",74.50,0.00,"262,829,131","0.38""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"264,179","149,513",56.59,-0.76,"512,304,851","0.02""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,440,445","3,151,982",48.94,2.54,"1,005,148,015","0.31""",,,,,,,,,
"""COF",Coffey International ,FPO,"193,604","90,326",46.65,0.00,"125,429,820","0.07""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"1,058,137","485,375",45.87,-2.63,"299,048,336","0.16""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"6,200,957","2,694,338",43.45,-1.32,"1,534,275,722","0.17""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"5,139,319","2,120,840",41.26,1.06,"2,483,693,809","0.08""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"709,165","276,621",39.00,0.27,"418,700,517","0.06""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,255,220","488,351",38.90,0.94,"388,429,875","0.12""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,920,176","742,066",38.64,2.06,"798,520,953","0.09""",,,,,,,,,
"""SGP",Stockland,STAPLED,"7,153,594","2,760,030",38.58,-1.25,"2,383,036,717","0.11""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"12,013,735","4,584,350",38.15,1.16,"3,356,081,497","0.13""",,,,,,,,,
"""OST",OneSteel ,FPO,"6,861,842","2,582,829",37.64,1.86,"1,328,402,869","0.19""",,,,,,,,,
