ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4695.2 at 16:47 7/12/2009  Report at 19:05 Monday 7/12/2009!. Processed 12:17 Tuesday 8/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IKO",iShares MSCI South Korea,CDI 1:1,"5,000","5,000",100.00,0.68,"51,900,000","0.01""",,,,,,,,,
"""AIA",Auckland Int'l Airport,FPO NZ,"200,360","200,000",99.82,-1.35,"1,225,643,239","0.01""",,,,,,,,,
"""CRG",Crane Group ,FPO,"208,045","110,612",53.16,-0.98,"77,684,223","0.14""",,,,,,,,,
"""FBU",Fletcher Building ,FPO NZ,"967,281","501,863",51.88,-1.80,"606,118,435","0.08""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"2,833,478","1,404,094",49.55,2.85,"757,542,720","0.18""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"12,370,020","5,747,871",46.46,-1.58,"1,612,536,335","0.35""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,438,203","631,416",43.90,1.33,"452,219,624","0.14""",,,,,,,,,
"""BPT",Beach Petroleum ,FPO,"3,580,651","1,547,914",43.23,-1.75,"1,066,630,849","0.14""",,,,,,,,,
"""MLI",Mintails ,FPO,"866,966","367,605",42.40,-2.70,"963,732,262","0.03""",,,,,,,,,
"""MIG",Macquarie Infrastructure Grp,STAPLED,"7,758,278","3,097,646",39.92,0.38,"2,261,732,048","0.13""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,459,275","978,982",39.80,-0.36,"606,831,240","0.16""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"606,845","221,406",36.48,0.56,"298,271,836","0.07""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,432,070","865,261",35.57,2.11,"533,379,348","0.16""",,,,,,,,,
"""CPU",Computershare,FPO,"1,573,959","546,059",34.69,0.18,"555,654,059","0.09""",,,,,,,,,
"""WEC",White Energy Company ,FPO,"160,657","54,750",34.07,-4.49,"221,552,761","0.02""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"12,464,707","4,192,025",33.63,-2.19,"2,265,123,620","0.18""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,678,351","555,469",33.09,-2.85,"960,638,735","0.05""",,,,,,,,,
"""AIO",Asciano Group,STAPLED,"7,980,620","2,566,747",32.16,-0.88,"2,926,103,883","0.08""",,,,,,,,,
"""VPE",Victoria Petroleum,FPO,"810,332","254,317",31.38,-1.56,"369,208,165","0.06""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"13,830,103","4,330,247",31.31,-1.22,"3,121,339,730","0.13""",,,,,,,,,
"""ABY",Aditya Birla Minerals ,FPO,"425,794","132,842",31.19,-0.74,"313,372,551","0.04""",,,,,,,,,
"""APA",APA Group,STAPLED,"674,558","208,911",30.97,0.00,"508,816,964","0.04""",,,,,,,,,
"""AAX",Ausenco ,FPO,"362,725","111,084",30.62,-0.70,"121,861,958","0.09""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,847,197","1,173,896",30.51,-0.31,"1,534,246,082","0.07""",,,,,,,,,
"""BBG",Billabong International ,FPO,"1,183,547","351,623",29.70,4.84,"252,863,336","0.13""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"2,239,874","657,328",29.34,3.76,"798,520,953","0.08""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,517,186","2,414,845",28.35,0.54,"2,483,693,809","0.09""",,,,,,,,,
"""IVC",Invocare ,FPO,"160,859","45,250",28.13,-1.53,"101,834,236","0.04""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"1,431,859","396,016",27.65,-2.54,"1,167,783,517","0.03""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"541,911","148,142",27.33,-2.03,"192,748,524","0.07""",,,,,,,,,
"""GUD",GUD Holdings ,FPO,"166,921","45,257",27.11,0.33,"60,606,420","0.07""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"10,719,209","2,879,683",26.86,-1.99,"1,292,687,551","0.22""",,,,,,,,,
