ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
 XAO 4819.6 at 16:36 8/3/2010  Report at 19:07 Monday 8/3/2010!. Processed 11:32 Tuesday 9/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IVV",iShares S&P 500,CDI 1:1,"80,365","60,415",75.17,0.26,"116,350,000","0.05""",,,,,,,,,
"""MAP",MAp Group,FORUS,"4,317,477","1,963,624",45.48,-0.29,"1,861,210,782","0.10""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,753,848","2,600,808",45.20,-0.55,"1,005,151,794","0.25""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"13,647,386","6,166,996",45.18,2.37,"3,356,081,497","0.18""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"10,972,391","4,680,028",42.65,1.30,"1,930,403,911","0.24""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,927,084","809,035",41.98,1.31,"448,868,339","0.18""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"6,144,279","2,240,514",36.46,1.66,"2,261,732,048","0.09""",,,,,,,,,
"""ACL",Alchemia ,FPO,"55,364","20,000",36.12,0.00,"190,249,026","0.01""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"3,414,111","1,169,112",34.24,-1.49,"1,062,316,784","0.11""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"5,986,532","1,986,080",33.17,0.29,"2,976,424,443","0.06""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"9,387,767","2,936,001",31.27,-1.97,"2,078,994,021","0.14""",,,,,,,,,
"""IVC",Invocare ,FPO,"216,228","66,686",30.84,-0.94,"101,834,236","0.06""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"330,271","100,326",30.37,3.06,"97,553,268","0.10""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,043,233","312,359",29.94,0.00,"748,312,667","0.04""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"9,081,957","2,714,297",29.88,0.16,"2,307,773,663","0.11""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"5,278,205","1,567,822",29.70,1.90,"496,845,037","0.31""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,474,458","436,510",29.60,1.49,"798,520,953","0.05""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,377,810","666,681",28.03,2.57,"606,831,240","0.11""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"2,481,667","680,377",27.41,2.65,"254,333,109","0.26""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"3,447,868","936,823",27.17,1.04,"2,510,727,671","0.03""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"23,774,089","6,437,441",27.07,2.50,"6,205,676,188","0.10""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"2,825,286","736,892",26.08,1.08,"960,638,735","0.07""",,,,,,,,,
"""TPM",TPG Telecom ,FPO,"295,274","76,445",25.89,-1.31,"758,355,214","0.01""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"11,131,687","2,869,678",25.77,2.17,"2,209,126,568","0.13""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"500,038","127,255",25.44,0.43,"299,303,336","0.04""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,468,612","371,672",25.30,1.00,"503,524,465","0.07""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"411,723","103,738",25.19,0.00,"363,937,557","0.02""",,,,,,,,,
"""UGL",UGL ,FPO,"890,162","221,673",24.90,-0.20,"165,781,705","0.13""",,,,,,,,,
"""IFN",Infigen Energy,STAPLED,"1,107,246","264,562",23.89,1.53,"802,460,585","0.03""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"5,034,531","1,172,753",23.29,0.00,"1,996,912,778","0.05""",,,,,,,,,
"""CEY",Centennial Coal ,FPO,"3,168,696","731,940",23.09,2.28,"392,686,854","0.18""",,,,,,,,,
"""ORI",Orica ,FPO,"863,059","198,626",23.01,0.59,"361,088,962","0.05""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"208,519","47,927",22.98,1.37,"232,285,800","0.02""",,,,,,,,,
"""ASX",ASX ,FPO,"918,150","210,505",22.92,2.47,"172,305,698","0.12""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"8,294,756","1,869,140",22.53,-1.72,"1,270,897,282","0.14""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"660,219","145,148",21.98,0.70,"213,475,606","0.06""",,,,,,,,,
