ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4939.4 at 17:02 19/4/2010  Report at 19:06 Monday 19/4/2010!. Processed 11:55 Tuesday 20/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""MOY",Millennium Minerals ,FPO,"260,200","253,900",97.57,-5.71,"535,331,698","0.04""",,,,,,,,,
"""BBG",Billabong International ,FPO,"408,709","258,076",63.14,-0.75,"252,863,336","0.10""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,034,019","3,060,347",60.79,-1.63,"1,005,151,794","0.30""",,,,,,,,,
"""ETPMA",G  ETFS Metal Securities Australia,ETFS AG,624,325,52.08,-3.54,"100,024","0.32""",,,,,,,,,
"""HSP",Healthscope ,FPO,"811,775","386,045",47.55,-0.21,"317,010,025","0.12""",,,,,,,,,
"""COH",Cochlear ,FPO,"144,940","68,250",47.08,0.11,"56,543,401","0.12""",,,,,,,,,
"""AMC",Amcor ,FPO,"2,027,311","920,772",45.41,-2.15,"1,221,188,753","0.07""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,540,749","681,601",44.23,-1.50,"960,638,735","0.07""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,876,512","1,691,521",43.63,-0.59,"1,916,792,305","0.08""",,,,,,,,,
"""LEP",ALE Property Group,STAPLED,"396,417","172,224",43.44,3.22,"153,344,571","0.11""",,,,,,,,,
"""APA",APA Group,STAPLED,"1,272,132","535,198",42.07,-1.08,"542,318,629","0.09""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"946,186","390,272",41.24,-0.74,"497,233,764","0.07""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"2,202,066","901,459",40.93,-2.14,"606,831,240","0.14""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"1,134,254","442,063",38.97,-1.10,"354,379,017","0.12""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"881,595","340,222",38.59,-2.38,"543,241,448","0.06""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"15,445,248","5,874,858",38.03,-1.60,"3,356,081,497","0.17""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"2,461,561","923,479",37.51,-0.25,"2,078,994,021","0.04""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"571,949","213,655",37.35,-1.90,"156,070,648","0.13""",,,,,,,,,
"""CSL",CSL ,FPO,"1,301,594","460,320",35.36,-0.27,"576,213,193","0.08""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"726,747","248,966",34.25,-0.32,"213,475,606","0.11""",,,,,,,,,
"""FXL",Flexigroup ,FPO,"308,155","104,650",33.96,0.35,"270,818,164","0.03""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,740,287","927,552",33.84,-0.22,"707,511,545","0.13""",,,,,,,,,
"""IVC",Invocare ,FPO,"62,574","21,145",33.79,-0.81,"102,069,091","0.02""",,,,,,,,,
"""AWC",Alumina ,FPO,"14,594,138","4,743,666",32.50,-0.29,"2,440,196,187","0.19""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"536,839","173,943",32.40,0.00,"287,755,246","0.06""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,041,322","335,694",32.23,-3.67,"270,000,000","0.12""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,590,146","830,989",32.08,-1.22,"1,548,717,174","0.05""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,964,918","622,062",31.65,-0.87,"754,308,869","0.08""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"5,030,089","1,567,112",31.15,-1.49,"2,976,728,931","0.05""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"1,534,620","466,369",30.39,-4.63,"1,167,783,517","0.04""",,,,,,,,,
"""CQR",Charter Hall Retail REIT,UNIT,"5,421,288","1,631,062",30.08,-1.81,"1,505,216,260","0.10""",,,,,,,,,
"""WTF",Wotif.Com Holdings ,FPO,"265,695","79,427",29.89,-1.17,"209,556,344","0.03""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"793,457","235,238",29.64,-0.22,"533,379,348","0.04""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"736,800","216,041",29.32,0.49,"494,010,150","0.04""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"9,900,980","2,896,710",29.25,0.73,"1,930,403,911","0.15""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"901,434","261,150",28.97,-2.25,"177,546,198","0.14""",,,,,,,,,
"""MTS",Metcash ,FPO,"1,487,021","425,342",28.60,-0.24,"765,640,891","0.05""",,,,,,,,,
