ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4670.0 at 16:34 27/1/2010  Report at 19:06 Wednesday 27/1/2010. Processed 11:38 Thursday 28/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CZA",Coal of Africa ,FPO,"778,647","692,720",88.96,-0.89,"474,538,913","0.14""",,,,,,,,,
"""PRC",Pike River Coal ,FPO NZ,"92,947","63,743",68.58,0.00,"347,530,772","0.01""",,,,,,,,,
"""POH",Phosphagenics ,FPO,"481,501","280,001",58.15,-4.54,"739,696,509","0.03""",,,,,,,,,
"""FPA",Fisher & Paykel Appliances,FPO NZ,"513,884","293,785",57.17,-2.08,"724,235,162","0.04""",,,,,,,,,
"""UGL",UGL ,FPO,"1,122,305","578,235",51.52,0.54,"165,781,705","0.34""",,,,,,,,,
"""TWR",Tower ,FPO NZ,"55,650","27,570",49.54,-3.70,"254,882,993","0.01""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,833,695","811,201",44.23,-2.63,"464,564,682","0.17""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"2,590,701","1,135,529",43.83,0.62,"388,429,875","0.29""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,436,717","1,054,544",43.27,-0.24,"533,379,348","0.19""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"2,151,081","884,567",41.12,0.73,"448,868,339","0.19""",,,,,,,,,
"""CRG",Crane Group ,FPO,"222,516","86,109",38.69,-0.99,"77,684,223","0.11""",,,,,,,,,
"""BKN",Bradken ,FPO,"1,159,830","447,941",38.62,-0.32,"129,776,354","0.34""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"17,401,922","6,641,601",38.16,-1.93,"2,351,955,725","0.28""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"9,943,417","3,726,939",37.48,1.63,"1,996,912,778","0.18""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"704,409","262,588",37.27,-3.69,"194,998,524","0.13""",,,,,,,,,
"""OST",OneSteel ,FPO,"5,718,103","2,088,509",36.52,-1.25,"1,328,383,491","0.15""",,,,,,,,,
