ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:16 Tuesday 16/3/2010. Processed 11:52 Wednesday 17/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""BNO",Bionomics ,FPO,"48,000","48,000",100.00,0.00,"318,174,279","0.01""",,,,,,,,,
"""IEU",iShares S&P Europe 350,CDI 1:1,"20,882","19,125",91.58,0.00,"50,800,000","0.03""",,,,,,,,,
"""CDI",Challenger Diversified Prop,STAPLED,"1,558,343","901,950",57.87,-1.85,"913,426,007","0.09""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"6,547,552","3,598,621",54.96,0.75,"2,078,994,021","0.17""",,,,,,,,,
"""SAI",SAI Global ,FPO,"125,912","67,592",53.68,0.50,"158,789,175","0.04""",,,,,,,,,
"""NWS",News Corporation,B VOTING,"1,284,784","689,546",53.67,0.83,"798,520,953","0.08""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"1,017,082","479,027",47.09,-1.78,"202,081,252","0.23""",,,,,,,,,
"""ABC",Adelaide Brighton ,FPO,"3,032,882","1,374,076",45.30,4.49,"634,144,970","0.21""",,,,,,,,,
"""CRZ",carsales.com ,FPO,"316,809","137,146",43.29,1.55,"232,285,800","0.05""",,,,,,,,,
"""OST",OneSteel ,FPO,"11,590,080","4,982,114",42.98,2.21,"1,328,429,869","0.37""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"22,444,089","9,612,100",42.82,2.17,"1,823,306,551","0.52""",,,,,,,,,
"""CVN",Carnarvon Petroleum ,FPO,"1,748,928","711,423",40.67,0.00,"686,759,634","0.10""",,,,,,,,,
"""AND",Andean Resources ,FPO,"88,033","35,549",40.38,-1.40,"470,879,534","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"4,523,036","1,772,433",39.18,-0.47,"1,005,151,794","0.17""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"304,906","116,424",38.18,-0.23,"197,428,524","0.05""",,,,,,,,,
"""MDL",Mineral Deposits ,FPO,"573,958","217,302",37.86,0.00,"573,625,950","0.03""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"5,198,324","1,892,357",36.40,-0.40,"434,508,164","0.43""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"2,976,018","1,062,565",35.70,1.58,"420,711,773","0.25""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"321,691","114,589",35.62,0.72,"264,264,459","0.04""",,,,,,,,,
"""MIX",Mirvac Industrial Trust,UNIT,"594,014","200,000",33.66,2.38,"362,457,269","0.05""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"10,525,345","3,536,211",33.59,0.42,"3,356,081,497","0.10""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"8,230,011","2,688,231",32.66,0.54,"2,533,063,677","0.10""",,,,,,,,,
"""WAN",West Australian Newspapers,FPO,"631,708","204,434",32.36,-0.40,"213,673,497","0.09""",,,,,,,,,
"""CRG",Crane Group ,FPO,"252,687","81,283",32.16,0.11,"77,684,223","0.10""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,294,020","712,124",31.04,0.00,"1,167,783,517","0.06""",,,,,,,,,
"""AJA",Astro Japan Property Group,STAPLED,"415,873","128,908",30.99,-1.26,"508,212,161","0.02""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"823,597","254,821",30.94,1.02,"108,344,987","0.23""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"1,715,262","525,592",30.64,1.38,"388,429,875","0.13""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"7,269,839","2,225,662",30.61,1.73,"496,845,037","0.44""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,430,124","436,709",30.53,1.55,"462,755,572","0.09""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"17,096,047","5,211,227",30.48,2.53,"1,624,890,447","0.32""",,,,,,,,,
"""WBC",Westpac Banking Corp,FPO,"9,514,677","2,891,340",30.38,1.05,"2,976,462,501","0.09""",,,,,,,,,
"""ASX",ASX ,FPO,"1,049,188","293,976",28.01,1.55,"172,305,698","0.17""",,,,,,,,,
"""GNC",Graincorp ,FPO,"550,411","154,069",27.99,0.82,"198,318,900","0.07""",,,,,,,,,
"""DVN",Devine ,FPO,"2,169,493","605,000",27.88,7.69,"362,809,903","0.16""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,978,466","545,030",27.54,0.15,"606,831,240","0.09""",,,,,,,,,
"""FXJ",Fairfax Media ,FPO,"17,111,377","4,711,158",27.53,-1.12,"2,351,955,725","0.20""",,,,,,,,,
"""HSP",Healthscope ,FPO,"1,053,408","289,889",27.51,2.13,"314,241,491","0.09""",,,,,,,,,
"""SEK",Seek ,FPO,"2,909,266","798,293",27.44,2.80,"335,766,988","0.23""",,,,,,,,,
"""SUN",Suncorp-Metway ,FPO,"9,546,493","2,600,581",27.24,0.70,"1,270,897,282","0.20""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"275,921","74,707",27.07,-0.41,"64,583,988","0.11""",,,,,,,,,
"""IVC",Invocare ,FPO,"267,822","72,508",27.07,0.66,"101,834,236","0.07""",,,,,,,,,
"""CPU",Computershare,FPO,"1,796,209","483,121",26.89,0.82,"555,664,059","0.08""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"1,854,364","490,546",26.45,-0.74,"322,273,136","0.15""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,303,217","608,416",26.41,-0.74,"707,511,545","0.08""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,623,742","948,544",26.17,0.14,"1,534,295,722","0.06""",,,,,,,,,
"""CXP",Corporate Express Australia,FPO,"696,156","179,989",25.85,-0.86,"168,132,810","0.10""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"2,644,492","679,999",25.71,-0.50,"483,397,504","0.14""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,460,640","373,105",25.54,1.17,"960,638,735","0.03""",,,,,,,,,
"""TSE",Transfield Services ,FPO,"1,169,058","297,546",25.45,0.47,"413,727,231","0.07""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"4,820,755","1,222,170",25.35,-4.38,"447,290,286","0.27""",,,,,,,,,
"""WOW",Woolworths ,FPO,"4,614,754","1,169,074",25.33,0.24,"1,239,999,313","0.09""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"4,910,024","1,241,500",25.28,-1.46,"1,916,789,520","0.06""",,,,,,,,,
"""APN",APN News & Media ,FPO,"1,416,857","357,875",25.25,-0.42,"595,311,917","0.06""",,,,,,,,,
"""BLY",Boart Longyear ,FPO,"43,070,590","10,643,378",24.71,-1.56,"4,611,574,674","0.23""",,,,,,,,,
"""CMJ",Consolidated Media,FPO,"1,478,460","365,292",24.70,0.94,"620,709,233","0.05""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"90,307,567","22,289,931",24.68,2.30,"12,443,074,357","0.17""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"4,844,037","1,194,343",24.65,0.69,"1,080,653,789","0.11""",,,,,,,,,
"""IFN",Infigen Energy,STAPLED,"1,920,405","473,227",24.64,-1.43,"802,460,585","0.05""",,,,,,,,,
"""GWT",GWA International ,FPO,"766,372","186,943",24.39,0.00,"300,667,514","0.06""",,,,,,,,,
"""BXB",Brambles ,FPO,"7,640,341","1,827,253",23.91,1.66,"1,412,693,361","0.12""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,641,389","1,104,623",23.79,3.26,"717,142,802","0.15""",,,,,,,,,
"""MGR",Mirvac Group,STAPLED,"52,222,857","12,419,720",23.78,2.74,"2,997,874,742","0.41""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"4,935","1,162",23.54,0.77,"4,878,850","0.02""",,,,,,,,,
"""MAP",MAp Group,FORUS,"11,372,491","2,654,313",23.34,-0.32,"1,861,210,782","0.14""",,,,,,,,,
"""SGM",Sims Metal Management ,FPO,"609,182","140,524",23.06,-1.09,"203,496,058","0.06""",,,,,,,,,
"""AWC",Alumina ,FPO,"14,532,106","3,307,102",22.75,0.29,"2,440,196,187","0.13""",,,,,,,,,
"""AWB",AWB ,FPO,"6,988,077","1,588,638",22.73,2.42,"817,304,356","0.19""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"18,647,367","4,227,378",22.67,-2.99,"3,121,339,730","0.13""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"5,402,792","1,216,270",22.51,-0.35,"1,299,562,220","0.09""",,,,,,,,,
"""TGR",Tassal Group ,FPO,"1,424,428","318,883",22.38,-2.56,"140,355,647","0.22""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"11,160,558","2,497,224",22.37,1.34,"2,510,727,671","0.09""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"3,579,456","797,513",22.28,-0.71,"748,312,667","0.10""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"36,266,530","7,997,650",22.05,3.03,"2,368,729,935","0.33""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"784,502","172,967",22.04,2.14,"177,228,698","0.09""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"6,023,034","1,318,497",21.89,1.87,"3,104,041,437","0.04""",,,,,,,,,
"""MND",Monadelphous Group ,FPO,"374,352","81,771",21.84,-1.77,"86,036,700","0.09""",,,,,,,,,
"""DOW",Downer EDI ,FPO,"3,736,271","800,324",21.42,0.13,"333,681,857","0.24""",,,,,,,,,
"""CSL",CSL ,FPO,"2,896,960","616,510",21.28,0.58,"582,876,567","0.10""",,,,,,,,,
"""MMX",Murchison Metals,FPO,"981,198","207,100",21.10,-1.55,"435,384,268","0.04""",,,,,,,,,
"""MRM",Mermaid Marine Aust ,FPO,"279,379","58,749",21.02,-0.38,"186,109,338","0.03""",,,,,,,,,
"""BEN",Bendigo & Adelaide Bank ,FPO,"932,828","194,253",20.82,0.31,"350,278,768","0.05""",,,,,,,,,
"""AMC",Amcor ,FPO,"6,684,585","1,391,026",20.80,0.16,"1,221,108,713","0.11""",,,,,,,,,
"""LEP",ALE Property Group,STAPLED,"53,437","11,071",20.71,-0.45,"153,344,571","0.00""",,,,,,,,,
"""IRE",Iress Market Technology ,FPO,"382,222","78,953",20.65,-0.37,"123,812,455","0.06""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,474,512","304,308",20.63,-0.51,"344,244,271","0.08""",,,,,,,,,
"""GMG",Goodman Group,FORUS,"53,592,534","10,951,546",20.43,1.62,"6,205,676,188","0.17""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"503,779","101,436",20.13,-1.91,"247,943,495","0.04""",,,,,,,,,
"""AWE",AWE ,FPO,"6,130,223","1,231,722",20.09,-2.95,"521,871,941","0.23""",,,,,,,,,
"""OKN",Oakton ,FPO,"37,347","7,484",20.03,0.63,"91,854,235","0.00""",,,,,,,,,
"""FLT",Flight Centre ,FPO,"381,523","75,735",19.85,0.05,"99,755,858","0.07""",,,,,,,,,
"""ANN",Ansell ,FPO,"927,790","182,930",19.71,0.85,"131,574,652","0.13""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"1,754,612","345,717",19.70,-0.51,"777,245,797","0.04""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"4,525,731","891,243",19.69,0.74,"481,619,331","0.18""",,,,,,,,,
"""UGL",UGL ,FPO,"1,487,928","292,440",19.65,4.23,"165,828,705","0.17""",,,,,,,,,
"""CWN",Crown ,FPO,"1,104,715","216,908",19.63,-0.24,"753,555,290","0.02""",,,,,,,,,
"""WSA",Western Areas,FPO,"573,891","112,584",19.61,-0.42,"179,735,899","0.06""",,,,,,,,,
"""DXS",DEXUS Property Group,STAPLED,"31,773,960","6,220,688",19.57,0.62,"4,820,821,799","0.12""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"1,407,793","269,523",19.14,2.04,"488,263,791","0.05""",,,,,,,,,
"""STO",Santos ,FPO,"4,017,168","759,885",18.91,-0.35,"831,413,347","0.09""",,,,,,,,,
"""PMV",Premier Investments ,FPO,"73,602","13,895",18.87,0.00,"150,770,718","0.00""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"1,031,934","193,750",18.77,0.75,"764,907,820","0.02""",,,,,,,,,
"""VTA",Viterra Inc,CDI 1:1,"177,030","33,208",18.75,2.36,"68,629,939","0.04""",,,,,,,,,
"""ABY",Aditya Birla Minerals ,FPO,"1,069,011","198,289",18.54,0.54,"313,372,551","0.06""",,,,,,,,,
"""DUE",Duet Group,FORUS,"1,867,948","342,182",18.31,-0.83,"870,559,400","0.03""",,,,,,,,,
"""AUN",Austar United Comms,FPO,"2,567,390","467,169",18.19,-0.42,"1,252,637,428","0.03""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"10,545,658","1,890,841",17.93,-3.37,"2,261,732,048","0.08""",,,,,,,,,
"""PNA",PanAust ,FPO,"14,212,075","2,543,846",17.89,0.00,"2,933,053,479","0.08""",,,,,,,,,
"""ALZ",Australand Property Group,STAPLED,"3,931,304","701,621",17.84,-0.96,"2,884,031,620","0.02""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"1,128,292","199,411",17.67,0.40,"496,731,383","0.04""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"6,829,219","1,185,824",17.36,-1.05,"1,062,316,784","0.11""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"636,584","110,495",17.35,-1.37,"239,120,100","0.04""",,,,,,,,,
"""CEU",ConnectEast Group,STAPLED,"7,734,859","1,315,063",17.00,1.14,"3,873,085,929","0.03""",,,,,,,,,
"""ENV",Envestra ,FPO,"1,390,475","232,515",16.72,1.96,"1,346,902,042","0.01""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"2,354,015","392,376",16.66,-0.67,"733,711,705","0.05""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"6,776,603","1,117,125",16.48,-0.29,"2,119,507,342","0.05""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"8,772,599","1,443,057",16.45,-1.63,"1,031,911,394","0.14""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"9,922,382","1,629,282",16.42,-0.37,"1,930,403,911","0.08""",,,,,,,,,
"""IOF",ING Office Fund,STAPLED,"12,001,521","1,960,534",16.33,0.00,"2,729,071,212","0.07""",,,,,,,,,
"""SDL",Sundance Resources ,FPO,"14,109,306","2,294,186",16.26,7.14,"2,709,995,932","0.08""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"2,895,648","469,077",16.19,-0.57,"1,077,174,611","0.04""",,,,,,,,,
"""ORI",Orica ,FPO,"1,362,958","220,073",16.14,-0.89,"361,088,962","0.06""",,,,,,,,,
"""ELD",Elders ,FPO,"2,197,747","354,586",16.13,-0.39,"448,598,480","0.07""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,757,378","281,603",16.02,-0.33,"448,868,339","0.06""",,,,,,,,,
"""TAP",Tap Oil ,FPO,"792,101","125,715",15.87,-0.46,"156,485,921","0.08""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"1,542,035","244,228",15.83,-2.77,"1,561,166,672","0.01""",,,,,,,,,
"""TOL",Toll Holdings ,FPO,"9,629,677","1,520,372",15.78,1.71,"699,358,971","0.21""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"10,051,547","1,586,030",15.77,-0.08,"2,307,773,663","0.06""",,,,,,,,,
"""NUF",Nufarm ,FPO,"753,267","118,618",15.74,-0.23,"218,126,718","0.05""",,,,,,,,,
"""AIX",Australian Infrastructure Fund,UNT/ORD,"1,471,973","231,260",15.71,0.52,"576,777,900","0.04""",,,,,,,,,
"""CAB",Cabcharge Australia ,FPO,"467,195","72,880",15.59,1.17,"120,437,014","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,644,673","254,643",15.48,0.59,"503,524,465","0.05""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"2,996,650","463,460",15.46,-0.47,"522,162,263","0.08""",,,,,,,,,
"""NXS",Nexus Energy ,FPO,"2,059,626","316,545",15.36,-2.00,"958,061,849","0.03""",,,,,,,,,
"""MCC",Macarthur Coal ,FPO,"1,364,679","208,700",15.29,-0.08,"254,333,109","0.08""",,,,,,,,,
"""ESG",Eastern Star Gas ,FPO,"3,219,280","490,529",15.23,-0.60,"865,224,422","0.05""",,,,,,,,,
"""VBA",Virgin Blue Holdings ,FPO,"14,525,517","2,208,368",15.20,0.00,"2,209,126,568","0.10""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,245,503","188,390",15.12,1.38,"364,723,825","0.05""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"2,333,120","352,266",15.09,0.00,"1,296,751,361","0.02""",,,,,,,,,
"""SGP",Stockland,STAPLED,"29,943,011","4,361,168",14.56,-0.25,"2,383,036,717","0.18""",,,,,,,,,
"""BBG",Billabong International ,FPO,"995,827","142,014",14.26,-2.18,"252,863,336","0.05""",,,,,,,,,
"""CHC",Charter Hall Group,FORUS,"7,281,530","1,037,590",14.25,0.00,"1,140,400,630","0.09""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"871,828","123,430",14.15,-2.60,"205,012,842","0.06""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"544,073","76,649",14.08,0.58,"490,935,150","0.01""",,,,,,,,,
"""GFF",Goodman Fielder,FPO,"10,703,292","1,497,649",13.99,1.34,"1,380,386,438","0.10""",,,,,,,,,
"""CUS",Customers ,FPO,"168,985","23,415",13.85,0.64,"137,948,643","0.01""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"758,054","104,504",13.78,0.97,"213,475,606","0.04""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"380,463","51,736",13.59,-0.77,"97,653,268","0.05""",,,,,,,,,
"""REA",REA Group,FPO,"146,774","19,742",13.45,1.33,"128,439,366","0.01""",,,,,,,,,
"""SEV",Seven Network ,FPO,"90,751","12,122",13.35,0.37,"190,410,281","0.00""",,,,,,,,,
"""SXLDA",Southern Cross Media Group LIMITE,DEF SET,"687,664","91,599",13.32,2.32,"378,818,260","0.02""",,,,,,,,,
"""BKW",Brickworks ,FPO,"78,966","10,449",13.23,-0.15,"147,235,904","0.00""",,,,,,,,,
"""BKN",Bradken ,FPO,"749,346","98,410",13.13,3.09,"129,784,245","0.07""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"688,063","90,326",13.12,-1.51,"299,303,336","0.03""",,,,,,,,,
