ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4936.8 at 16:37 22/4/2010  Report at 19:07 Thursday 22/4/2010!. Processed 12:03 Friday 23/4/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""MMW",Magma Metals ,FPO,"3,482,143","2,857,143",82.05,-0.80,"186,529,495","1.53""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"5,224,397","3,083,635",59.02,-2.11,"606,831,240","0.50""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"11,158,808","5,728,997",51.34,0.55,"2,012,803,230","0.28""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,966,752","1,486,008",50.08,0.88,"508,524,465","0.29""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"3,515,797","1,750,558",49.79,-0.78,"1,031,911,394","0.17""",,,,,,,,,
"""MTS",Metcash ,FPO,"5,236,517","2,475,382",47.27,-0.24,"765,640,891","0.32""",,,,,,,,,
"""BWP",Bunnings Warehouse Prop Tr,ORD UNITS,"453,420","207,914",45.85,0.50,"420,711,773","0.04""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"1,496,935","648,872",43.34,-3.42,"270,000,000","0.24""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"75,500,284","32,631,266",43.22,-3.42,"3,106,885,545","1.05""",,,,,,,,,
"""GBP",Global Petroleum ,FPO,"158,000","67,960",43.01,7.40,"174,444,787","0.03""",,,,,,,,,
"""MOY",Millennium Minerals ,FPO,"4,589,750","1,781,716",38.81,6.66,"535,331,698","0.33""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"1,126,581","408,464",36.25,-2.06,"450,076,509","0.09""",,,,,,,,,
"""FPH",Fisher & Paykel Healthcare,FPO NZ,"14,215","5,000",35.17,1.92,"512,327,327","0.00""",,,,,,,,,
"""CGF",Challenger Financial Services,FPO,"1,635,952","571,249",34.91,-1.60,"520,081,488","0.11""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,076,051","1,412,190",34.64,-0.89,"1,548,727,174","0.09""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"9,858,280","3,236,102",32.82,-1.77,"1,823,322,017","0.17""",,,,,,,,,
"""PAN",Panoramic Resources ,FPO,"821,984","268,628",32.68,-2.99,"205,212,842","0.13""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"76,099","24,739",32.50,-2.77,"65,276,374","0.03""",,,,,,,,,
"""UGL",UGL ,FPO,"191,078","61,915",32.40,-0.60,"165,928,705","0.03""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"21,777,843","6,860,930",31.50,-1.21,"3,356,081,497","0.20""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"5,433,879","1,681,127",30.93,0.00,"2,510,727,671","0.06""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"2,296,946","691,923",30.12,1.71,"565,558,754","0.12""",,,,,,,,,
"""BLD",Boral ,FPO,"2,502,071","736,312",29.42,-0.51,"598,952,998","0.12""",,,,,,,,,
"""ANN",Ansell ,FPO,"802,429","232,026",28.91,-1.05,"131,577,652","0.17""",,,,,,,,,
"""AOE",Arrow Energy ,FPO,"955,761","275,029",28.77,-0.76,"732,570,533","0.03""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"926,940","263,104",28.38,0.59,"239,430,765","0.11""",,,,,,,,,
"""SLX",Silex Systems ,FPO,"61,371","17,411",28.37,-0.47,"148,673,282","0.01""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"5,615,242","1,589,859",28.31,-2.53,"1,005,151,794","0.15""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"1,739,054","481,585",27.69,-1.89,"960,638,735","0.05""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"971,175","268,230",27.61,-2.10,"367,098,825","0.07""",,,,,,,,,
"""DOM",Dominion Mining ,FPO,"779,833","213,873",27.42,0.69,"103,327,059","0.20""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"410,099","112,367",27.40,-2.30,"322,273,136","0.03""",,,,,,,,,
"""MMZ",Mooter Media ,FPO,"5,183,412","1,383,412",26.68,0.00,"1,583,257,464","0.08""",,,,,,,,,
"""ITO",Intoll Group,STAPLED,"2,346,317","622,581",26.53,0.00,"2,261,732,048","0.02""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"2,276,495","594,951",26.13,-3.62,"707,511,545","0.08""",,,,,,,,,
"""NAB",National Australia Bank ,FPO,"10,899,271","2,846,104",26.11,-0.42,"2,121,066,699","0.13""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"2,659,674","686,914",25.82,-0.22,"1,035,056,133","0.06""",,,,,,,,,
"""TTS",Tatts Group ,FPO,"1,788,785","458,850",25.65,0.00,"1,281,937,479","0.03""",,,,,,,,,
"""FLT",Flight Centre ,FPO,"336,530","86,061",25.57,-1.07,"99,755,858","0.08""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"1,090,295","278,240",25.52,0.94,"108,344,987","0.25""",,,,,,,,,
"""MRE",Minara Resources ,FPO,"2,245,293","569,345",25.35,-2.15,"1,167,783,517","0.04""",,,,,,,,,
"""AMP",AMP ,FPO,"6,538,921","1,648,954",25.21,-1.40,"2,071,925,423","0.08""",,,,,,,,,
"""AQP",Aquarius Platinum ,FPO 15CUS,"1,288,434","309,109",23.99,-0.69,"462,915,574","0.06""",,,,,,,,,
"""PXS",Pharmaxis,FPO,"423,021","101,173",23.91,-0.94,"225,324,234","0.04""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"362,871","84,096",23.17,-1.61,"156,070,648","0.05""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"16,297","3,713",22.78,0.84,"4,652,656","0.08""",,,,,,,,,
"""GNS",Gunns ,FPO,"1,668,927","374,934",22.46,-2.83,"806,734,892","0.04""",,,,,,,,,
"""COH",Cochlear ,FPO,"436,097","97,300",22.31,-0.93,"56,543,401","0.17""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"789,828","176,124",22.29,-0.15,"213,475,606","0.08""",,,,,,,,,
"""RIV",Riversdale Mining ,FPO,"339,084","75,344",22.22,-3.49,"198,982,524","0.03""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"7,918,245","1,741,798",21.99,0.34,"2,265,123,620","0.07""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,737,281","798,952",21.37,1.82,"1,916,792,305","0.04""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"50,521,590","10,798,381",21.37,-0.31,"12,443,074,357","0.08""",,,,,,,,,
"""PMP",PMP ,FPO,"584,793","124,918",21.36,2.09,"335,348,483","0.03""",,,,,,,,,
"""KAR",Karoon Gas Aust ,FPO,"1,339,528","284,152",21.21,3.12,"177,546,198","0.16""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"992,155","209,907",21.15,-0.26,"483,397,504","0.04""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"624,405","128,766",20.62,0.00,"497,510,150","0.02""",,,,,,,,,
"""WPL",Woodside Petroleum ,FPO,"1,435,547","293,307",20.43,-0.06,"780,136,909","0.03""",,,,,,,,,
