ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4503.9 at 16:42 18/8/2010  Report at 19:05 Wednesday 18/8/2010!. Processed 13:00 Thursday 19/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""PRT",Prime Media Group ,FPO,"223,500","166,200",74.36,-4.11,"366,330,303","0.04""",,,,,,,,,
"""BDG",Bendigo Mining ,FPO,"450,378","222,363",49.37,2.77,"509,712,735","0.04""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"82,529","38,080",46.14,1.45,"65,298,128","0.05""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"5,830,162","2,672,227",45.83,2.56,"772,670,160","0.34""",,,,,,,,,
"""DJS",David Jones ,FPO,"4,724,247","2,160,192",45.72,2.82,"510,945,759","0.42""",,,,,,,,,
"""ASX",ASX ,FPO,"1,025,031","465,515",45.41,0.94,"173,576,316","0.26""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"33,323,761","14,803,771",44.42,-2.57,"1,823,322,017","0.81""",,,,,,,,,
"""AEO",Austereo Group ,FPO,"33,745","14,493",42.94,-1.19,"344,798,708","0.00""",,,,,,,,,
"""IVA",Ivanhoe Australia ,FPO,"54,538","22,774",41.75,-1.33,"321,055,953","0.00""",,,,,,,,,
"""WEB",Webjet ,FPO,"226,017","89,871",39.76,-1.30,"76,861,278","0.11""",,,,,,,,,
"""UGL",UGL ,FPO,"1,630,402","613,717",37.64,4.16,"165,928,705","0.37""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"6,159,300","2,261,109",36.71,2.81,"606,831,240","0.37""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,314,961","839,396",36.26,1.71,"533,379,348","0.15""",,,,,,,,,
"""PBG",Pacific Brands ,FPO,"4,435,867","1,579,213",35.60,-4.94,"931,386,248","0.17""",,,,,,,,,
"""OMH",OM Holdings ,FPO 10C,"980,603","348,788",35.56,-1.02,"498,485,150","0.07""",,,,,,,,,
"""CPB",Campbell Brothers ,FPO,"26,965","9,338",34.63,-1.27,"63,517,495","0.01""",,,,,,,,,
"""MBN",Mirabela Nickel ,FPO,"1,858,072","643,082",34.61,1.64,"367,162,725","0.17""",,,,,,,,,
"""PRY",Primary Health Care ,FPO,"6,101,508","2,084,402",34.16,-4.01,"491,428,342","0.42""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"578,595","195,675",33.81,-0.74,"108,414,989","0.18""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"6,002,537","1,976,538",32.92,0.29,"1,548,792,874","0.12""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"46,275,168","14,761,444",31.89,-4.42,"3,356,081,497","0.44""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"5,849,340","1,837,672",31.41,0.52,"1,930,432,682","0.09""",,,,,,,,,
