ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4516.5 at 16:37 11/6/2010  Report at 19:13 Friday 11/6/2010!. Processed 12:17 Tuesday 15/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CGX",CGA Mining ,FPO,"64,200","50,000",77.88,0.00,"331,294,976","0.01""",,,,,,,,,
"""CCD",Caledon Resources,CDI,"13,013","9,013",69.26,-3.27,"30,206,041","0.03""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"9,021,920","4,737,193",52.50,-0.92,"733,711,705","0.64""",,,,,,,,,
"""AAI",Alcoa Inc.,CDI,"1,735",840,48.41,0.00,"866,018,842","0.00""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"6,676,519","3,162,589",47.36,1.19,"1,005,159,970","0.31""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"4,120,023","1,699,528",41.25,1.44,"483,493,006","0.35""",,,,,,,,,
"""CTX",Caltex Australia ,FPO,"766,466","278,570",36.34,0.27,"270,000,000","0.10""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,538,840","520,910",33.85,0.24,"533,379,348","0.09""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"16,318,290","5,497,325",33.68,0.25,"2,510,727,671","0.21""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"16,448,113","5,523,059",33.57,2.55,"3,356,081,497","0.16""",,,,,,,,,
"""TCL",Transurban Group,STAPLED,"4,859,617","1,515,711",31.19,-0.22,"1,386,031,522","0.10""",,,,,,,,,
"""WDC",Westfield Group,STAPLED,"11,983,913","3,714,119",30.99,-0.31,"2,307,773,663","0.16""",,,,,,,,,
"""FBU",Fletcher Building ,FPO NZ,"189,495","58,481",30.86,1.23,"606,946,993","0.01""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"1,029,479","316,138",30.70,1.70,"264,264,459","0.12""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"2,204,650","671,658",30.46,-1.57,"603,580,761","0.11""",,,,,,,,,
"""TAL",Tower Australia Group ,FPO,"950,029","287,617",30.27,0.92,"363,937,557","0.07""",,,,,,,,,
"""SRV",Servcorp ,FPO,"56,078","16,972",30.26,-1.98,"98,440,807","0.01""",,,,,,,,,
