ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4818.8 at 16:47 22/10/2009  Report at 19:05 Thursday 22/10/2009!. Processed 11:49 Friday 23/10/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""MAE",Marion Energy ,FPO,"861,517","847,914",98.42,-3.12,"343,836,046","0.24""",,,,,,,,,
"""ETPMP",M  ETFS Metal Securities Australia,ETFS PM,212,173,81.60,0.00,"12,500","1.38""",,,,,,,,,
"""BKW",Brickworks ,FPO,"101,915","73,689",72.30,-4.78,"133,167,842","0.05""",,,,,,,,,
"""VEU",Vanguard ALL-WORLD EX-US SHARES I,CDI 1:1,"1,363",829,60.82,-1.18,"102,100","0.81""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"4,104,509","2,435,187",59.33,0.00,"414,853,130","0.58""",,,,,,,,,
"""MEU",Marmota Energy ,FPO,"48,000","27,318",56.91,-2.94,"66,309,009","0.04""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"14,029,278","7,280,384",51.89,-0.42,"3,356,081,497","0.21""",,,,,,,,,
"""SRV",Servcorp ,FPO,"63,689","32,383",50.84,-0.92,"78,467,310","0.04""",,,,,,,,,
"""AWB",AWB ,FPO,"8,580,920","4,256,850",49.60,-2.82,"576,669,628","0.73""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"715,302","329,045",46.00,0.00,"151,941,702","0.21""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"4,057,085","1,766,765",43.54,0.20,"1,534,223,582","0.11""",,,,,,,,,
"""DJS",David Jones ,FPO,"1,207,826","506,315",41.92,-0.52,"500,656,676","0.10""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"2,256,028","897,014",39.76,-2.07,"533,379,348","0.16""",,,,,,,,,
"""JHX",James Hardie Industries,CDI,"1,403,714","541,453",38.57,-0.93,"432,884,760","0.12""",,,,,,,,,
"""ILU",Iluka Resources ,FPO,"922,937","352,869",38.23,-1.55,"418,700,517","0.08""",,,,,,,,,
"""BBG",Billabong International ,FPO,"730,159","278,707",38.17,-0.69,"252,017,759","0.11""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,856,518","1,359,217",35.24,0.30,"606,831,240","0.22""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"3,196,791","1,108,807",34.68,-0.92,"755,446,780","0.14""",,,,,,,,,
"""MOL",Moly Mines ,FPO,"541,751","187,346",34.58,-2.66,"94,680,677","0.19""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"322,617","108,901",33.75,-3.63,"258,894,145","0.04""",,,,,,,,,
