ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:13 Friday 6/8/2010!. Processed 12:58 Monday 9/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""IEU",Ishares S&P Europe 350,CDI 1:1,"47,879","47,874",99.99,0.17,"50,800,000","0.09""",,,,,,,,,
"""SKC",Sky City Entertainment Group,FPO NZ,"18,598","11,810",63.50,-0.41,"575,114,687","0.00""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"521,723","297,674",57.05,-0.80,"100,725,449","0.29""",,,,,,,,,
"""CSR",CSR ,FPO,"3,896,076","1,810,276",46.46,-0.86,"1,514,920,814","0.11""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"20,680,245","8,680,642",41.97,0.71,"3,356,081,497","0.25""",,,,,,,,,
"""AGK",AGL Energy ,FPO,"954,685","385,071",40.33,1.26,"450,076,509","0.08""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"1,964,490","781,374",39.77,4.31,"533,379,348","0.14""",,,,,,,,,
"""PPX",PaperlinX ,FPO,"467,534","183,510",39.25,0.80,"603,580,761","0.03""",,,,,,,,,
"""DJS",David Jones ,FPO,"838,855","317,131",37.80,0.42,"510,945,759","0.06""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"4,750,533","1,784,429",37.56,-0.57,"1,035,071,131","0.17""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"496,429","185,928",37.45,-1.88,"707,734,878","0.02""",,,,,,,,,
"""AVO",Avoca Resources ,FPO,"1,229,363","454,842",36.99,2.96,"290,892,011","0.15""",,,,,,,,,
"""RHC",Ramsay Health Care ,FPO,"192,017","68,995",35.93,0.21,"202,081,252","0.03""",,,,,,,,,
"""AJL",AJ Lucas Group ,FPO,"56,382","20,103",35.65,0.00,"65,298,128","0.03""",,,,,,,,,
"""BLY",Boart Longyear ,FPO,"1,876,478","646,111",34.43,-0.93,"461,163,412","0.14""",,,,,,,,,
"""EAU",Eldorado Gold,CDI 1:1,"41,681","14,154",33.95,0.64,"22,388,646","0.06""",,,,,,,,,
"""PPT",Perpetual ,FPO,"113,390","38,362",33.83,0.48,"43,417,478","0.08""",,,,,,,,,
"""CDD",Cardno ,FPO,"57,151","19,314",33.79,1.79,"90,510,461","0.02""",,,,,,,,,
"""NWSLV",News Corporation,A NONVOTE,"267,970","89,429",33.37,-0.63,"1,824,472,286","0.00""",,,,,,,,,
"""IPL",Incitec Pivot ,FPO,"10,503,585","3,376,854",32.15,2.36,"1,628,730,107","0.20""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"3,554,595","1,113,068",31.31,-0.68,"1,548,777,374","0.07""",,,,,,,,,
"""TAH",Tabcorp Holdings ,FPO,"8,114,187","2,536,766",31.26,-1.47,"612,625,759","0.41""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"8,556,878","2,660,961",31.09,1.15,"2,265,123,620","0.11""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,735,529","839,584",30.69,-2.20,"717,892,802","0.11""",,,,,,,,,
"""AQA",Aquila Resources ,FPO,"473,438","144,502",30.52,0.49,"322,273,136","0.04""",,,,,,,,,
"""ABP",Abacus Property Group,STAPLED,"2,148,740","652,062",30.34,1.17,"1,813,551,794","0.03""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"1,682,000","501,038",29.78,0.26,"483,499,363","0.10""",,,,,,,,,
"""SHL",Sonic Healthcare ,FPO,"702,219","208,985",29.76,0.28,"388,429,875","0.05""",,,,,,,,,
"""GOLD",ETFS Metal Securities Australia,ETFS GOLD,"22,515","6,697",29.74,-0.05,"4,653,962","0.14""",,,,,,,,,
"""OZL",OZ Minerals ,FPO,"19,412,098","5,761,629",29.68,0.80,"3,121,339,730","0.18""",,,,,,,,,
"""BLD",Boral ,FPO,"6,110,632","1,792,361",29.33,0.69,"667,285,171","0.26""",,,,,,,,,
"""ANZ",ANZ Banking Grp,FPO,"3,752,838","1,075,707",28.66,-0.68,"2,559,171,046","0.04""",,,,,,,,,
