ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4628.8 at 16:34 2/2/2010  Report at 19:08 Tuesday 2/2/2010. Processed 11:50 Wednesday 3/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""VTS",Vanguard US Total Market Shares,CDI 1:1,"3,218","3,083",95.80,1.12,"90,000","3.42""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"628,007","375,520",59.79,0.91,"464,564,682","0.08""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"501,145","274,787",54.83,2.83,"474,538,913","0.05""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"792,696","415,659",52.43,0.63,"298,808,836","0.13""",,,,,,,,,
"""ANN",Ansell ,FPO,"541,340","270,801",50.02,1.48,"132,714,927","0.20""",,,,,,,,,
"""ALS",Alesco Corporation ,FPO,"365,657","179,562",49.10,1.19,"93,937,192","0.19""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"4,055,681","1,977,784",48.76,3.27,"717,142,802","0.27""",,,,,,,,,
"""CWN",Crown ,FPO,"1,023,263","497,321",48.60,1.29,"753,555,290","0.06""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"2,850,908","1,362,235",47.78,1.07,"1,062,316,784","0.12""",,,,,,,,,
"""AVG",Australian Vintage,FPO,"52,535","22,876",43.54,-4.68,"128,282,317","0.01""",,,,,,,,,
"""TPI",Transpacific Industries Group,FPO,"3,406,676","1,413,018",41.47,-1.23,"960,638,735","0.14""",,,,,,,,,
"""CSR",CSR ,FPO,"7,757,011","3,025,701",39.00,1.94,"1,514,920,814","0.20""",,,,,,,,,
"""PMP",PMP ,FPO,"132,467","51,423",38.81,0.67,"335,348,483","0.01""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"9,644,317","3,704,409",38.41,0.93,"1,930,403,911","0.19""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"2,140,307","813,061",37.98,0.86,"733,711,705","0.11""",,,,,,,,,
"""DUE",Duet Group,FORUS,"1,780,686","674,133",37.85,0.82,"859,163,875","0.07""",,,,,,,,,
"""PAG",Primeag Australia ,FPO,"213,894","77,764",36.35,0.00,"150,554,149","0.05""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"14,136,678","5,040,331",35.65,4.52,"1,996,912,778","0.25""",,,,,,,,,
"""MQG",Macquarie Group ,FPO,"1,572,233","551,774",35.09,1.20,"334,804,358","0.16""",,,,,,,,,
"""FMG",Fortescue Metals Group,FPO,"11,260,568","3,902,080",34.65,6.59,"3,103,961,516","0.12""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"1,569,881","519,206",33.07,0.76,"1,031,911,394","0.05""",,,,,,,,,
"""BOQ",Bank Of Queensland,FPO,"779,284","256,486",32.91,-1.38,"213,475,606","0.12""",,,,,,,,,
"""APA",APA Group,STAPLED,"826,762","269,743",32.62,1.27,"508,816,964","0.05""",,,,,,,,,
"""HDF",Hastings Diversified Utilities,STAPLED,"906,429","294,725",32.51,0.46,"491,648,434","0.06""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"3,418,515","1,099,314",32.15,0.22,"1,005,145,616","0.10""",,,,,,,,,
"""ALZ",Australand Property Group,STAPLED,"7,034,056","2,245,801",31.92,0.00,"2,884,031,620","0.07""",,,,,,,,,
"""AND",Andean Resources ,FPO,"489,006","154,518",31.59,5.17,"468,727,217","0.03""",,,,,,,,,
"""HIL",Hills Industries ,FPO,"926,525","292,769",31.59,12.72,"247,943,495","0.11""",,,,,,,,,
"""BPT",Beach Energy ,FPO,"4,165,308","1,245,316",29.89,2.43,"1,080,653,789","0.11""",,,,,,,,,
"""KCN",Kingsgate Consolidated,FPO,"568,062","169,001",29.75,2.52,"97,443,268","0.17""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"3,232,580","955,335",29.55,5.34,"606,831,240","0.15""",,,,,,,,,
"""SPT",Spotless Group ,FPO,"345,319","101,211",29.30,3.30,"259,126,131","0.03""",,,,,,,,,
"""ORI",Orica ,FPO,"975,036","285,133",29.24,0.66,"361,065,279","0.07""",,,,,,,,,
"""IAG",Insurance Australia Group ,FPO,"5,531,480","1,613,537",29.17,0.00,"2,078,994,021","0.07""",,,,,,,,,
