ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4436.7 at 16:35 1/6/2010  Report at 19:06 Tuesday 1/6/2010!. Processed 12:20 Wednesday 2/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""WES",Wesfarmers ,FPO,"8,028,015","5,801,453",72.26,-0.68,"1,005,157,140","0.57""",,,,,,,,,
"""ISF",iSOFT Group ,FPO,"2,085,861","1,348,100",64.63,-2.60,"1,037,994,023","0.13""",,,,,,,,,
"""NCM",Newcrest Mining ,FPO,"6,340,243","3,913,613",61.72,0.87,"483,493,006","0.80""",,,,,,,,,
"""BLD",Boral ,FPO,"6,673,945","3,694,603",55.35,-2.70,"598,952,998","0.61""",,,,,,,,,
"""CRG",Crane Group ,FPO,"178,099","93,000",52.21,-0.56,"78,286,427","0.11""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,905,532","1,269,016",43.67,0.22,"510,945,759","0.24""",,,,,,,,,
"""AAC",Australian Agricultural Co,FPO,"708,448","302,671",42.72,-1.01,"264,264,459","0.11""",,,,,,,,,
"""WESN",Wesfarmers ,PART PROT,"4,981,398","2,100,467",42.16,-0.58,"151,915,022","1.38""",,,,,,,,,
"""TEL",Telecom Corporation of NZ,FPO NZ,"3,565,292","1,469,570",41.21,-0.32,"1,916,860,491","0.07""",,,,,,,,,
"""QAN",Qantas Airways ,FPO,"15,950,100","6,513,489",40.83,1.20,"2,265,123,620","0.28""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"27,122,603","10,667,961",39.33,0.34,"12,443,074,357","0.08""",,,,,,,,,
"""RSG",Resolute Mining ,FPO,"264,372","102,412",38.73,2.83,"387,524,553","0.02""",,,,,,,,,
"""WOR",WorleyParsons ,FPO,"926,719","353,736",38.17,-0.77,"239,430,765","0.14""",,,,,,,,,
"""CSR",CSR ,FPO,"8,626,555","3,163,578",36.67,0.29,"1,514,920,814","0.20""",,,,,,,,,
"""RIO",Rio Tinto ,FPO,"1,938,927","706,268",36.42,-0.38,"606,831,240","0.11""",,,,,,,,,
