ASX Daily Gross Short Sales,,,,,,,,,,,,,,,,,
XAO 4659.5 at 17:37 21/12/2009  Report at 19:06 Monday 21/12/2009. Processed 11:07 Tuesday 22/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Note: No responsibility is accepted for any inaccuracies contained in the matter published.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ASX Code,Company Name,Product/ Class,Total Shares Sales,Reported Gross Short Sales (a),Reported Gross Short Sales (%) of Turnover,Daily Change in security price (%),Issued Capital  (b),Percentage issued capital reported as short(a)/(b),,,,,,,,,
"""CRZ",Carsales.com ,FPO,"303,927","225,187",74.09,2.97,"232,215,800","0.09""",,,,,,,,,
"""IEM",iShares MSCI Emerging Markets,CDI 1:1,"8,758","5,668",64.71,-0.11,"425,700,000","0.00""",,,,,,,,,
"""HVN",Harvey Norman Holdings ,FPO,"3,250,474","2,021,203",62.18,-0.23,"1,062,316,784","0.19""",,,,,,,,,
"""HGG",Henderson Group,CDI 1:1,"1,582,189","945,272",59.74,0.89,"452,219,624","0.20""",,,,,,,,,
"""TOX",Tox Free Solutions ,FPO,"39,734","21,738",54.70,-0.78,"87,917,744","0.02""",,,,,,,,,
"""UMC",United Minerals Corp,FPO,"2,062,453","1,000,000",48.48,0.39,"155,112,330","0.64""",,,,,,,,,
"""SMX",SMS Management & Tech,FPO,"76,752","35,133",45.77,-2.39,"66,678,162","0.05""",,,,,,,,,
"""ALL",Aristocrat Leisure ,FPO,"3,464,228","1,452,097",41.91,-2.21,"533,379,348","0.27""",,,,,,,,,
"""RMD",ResMed Inc,CDI 10:1,"671,383","272,174",40.53,0.34,"757,542,720","0.03""",,,,,,,,,
"""CZA",Coal of Africa ,FPO,"218,110","87,158",39.96,4.60,"474,413,911","0.01""",,,,,,,,,
"""EXT",Extract Resources,FPO,"161,316","60,724",37.64,-0.70,"242,617,636","0.02""",,,,,,,,,
"""CPA",C'wlth Property Office,ORD UNIT,"8,476,939","3,004,943",35.44,2.19,"1,860,813,983","0.16""",,,,,,,,,
"""COH",Cochlear ,FPO,"174,776","60,170",34.42,-1.98,"56,351,818","0.10""",,,,,,,,,
"""CFX",CFS Retail Property Trust,UNIT,"8,856,870","2,972,961",33.56,-3.39,"2,483,693,809","0.12""",,,,,,,,,
"""SGP",Stockland,STAPLED,"10,454,584","3,453,207",33.03,1.05,"2,383,036,717","0.14""",,,,,,,,,
"""ABY",Aditya Birla Minerals ,FPO,"104,821","33,631",32.08,-0.40,"313,372,551","0.01""",,,,,,,,,
"""GWT",GWA International ,FPO,"319,509","99,875",31.25,-1.26,"300,667,514","0.03""",,,,,,,,,
"""ASX",ASX ,FPO,"435,495","135,845",31.19,0.82,"172,305,698","0.07""",,,,,,,,,
"""AND",Andean Resources ,FPO,"639,667","190,131",29.72,-5.85,"467,987,217","0.04""",,,,,,,,,
"""QBE",QBE Insurance Group ,FPO,"3,428,155","1,001,733",29.22,-0.08,"1,024,411,713","0.09""",,,,,,,,,
"""AXA",AXA Asia Pacific ,FPO,"15,213,048","4,379,600",28.78,0.61,"2,067,095,545","0.21""",,,,,,,,,
"""AGO",Atlas Iron ,FPO,"1,227,511","334,019",27.21,-0.55,"405,138,239","0.08""",,,,,,,,,
"""FXL",Flexigroup ,FPO,"54,314","14,375",26.46,2.68,"239,168,690","0.00""",,,,,,,,,
"""HST",Hastie Group ,FPO,"532,536","135,275",25.40,2.90,"236,132,996","0.05""",,,,,,,,,
"""SGT",Singapore Telecom,CDI,"780,803","188,716",24.16,-0.41,"525,803,012","0.03""",,,,,,,,,
"""MYR",Myer Holdings ,FPO,"1,409,347","339,347",24.07,0.00,"581,517,884","0.05""",,,,,,,,,
"""MAH",Macmahon Holdings ,FPO,"781,045","183,007",23.43,-0.84,"733,711,705","0.02""",,,,,,,,,
"""PDN",Paladin Energy,FPO,"2,005,983","454,863",22.67,-0.73,"717,142,802","0.06""",,,,,,,,,
"""BHP",BHP Billiton ,FPO,"6,945,715","1,567,632",22.57,0.86,"3,356,081,497","0.04""",,,,,,,,,
"""FGL",Foster's Group ,FPO,"7,708,853","1,681,372",21.81,-2.72,"1,929,665,584","0.08""",,,,,,,,,
"""OSH",Oil Search ,FPO 10T,"4,082,465","881,321",21.58,1.38,"1,299,562,220","0.06""",,,,,,,,,
"""DJS",David Jones ,FPO,"2,461,272","527,043",21.41,1.52,"503,524,465","0.10""",,,,,,,,,
"""IVC",Invocare ,FPO,"74,962","15,751",21.01,0.51,"101,834,236","0.01""",,,,,,,,,
"""PLA",Platinum Australia ,FPO,"749,329","153,479",20.48,2.10,"314,795,521","0.04""",,,,,,,,,
"""ERA",ERA,FPO 'A',"302,584","61,344",20.27,-2.66,"190,737,934","0.03""",,,,,,,,,
"""BSL",Bluescope Steel ,FPO,"11,982,903","2,426,176",20.24,2.47,"1,823,306,551","0.13""",,,,,,,,,
"""CBA",Commonwealth Bank of Aust,FPO,"2,081,910","420,497",20.19,-1.34,"1,534,246,082","0.02""",,,,,,,,,
"""JBH",JB Hi-Fi ,FPO,"600,382","120,122",20.00,-0.35,"108,235,467","0.11""",,,,,,,,,
"""LGL",Lihir Gold ,FPO 10T,"15,422,305","3,068,182",19.89,1.92,"2,368,729,935","0.13""",,,,,,,,,
"""AAD",Ardent Leisure Group,STAPLED,"2,741,437","543,258",19.81,-1.56,"303,981,829","0.17""",,,,,,,,,
"""CDU",Cudeco ,FPO,"508,114","99,708",19.62,-5.99,"137,887,052","0.07""",,,,,,,,,
"""TLS",Telstra Corporation ,FPO,"69,793,439","13,635,471",19.53,-4.08,"12,443,074,357","0.11""",,,,,,,,,
"""SKI",Spark Infrastructure Group,STAPLED,"1,639,073","317,861",19.39,1.51,"1,031,911,394","0.03""",,,,,,,,,
"""LLC",Lend Lease Group,STAPLED,"1,682,397","325,649",19.35,1.29,"460,768,608","0.07""",,,,,,,,,
"""CPU",Computershare,FPO,"864,915","165,748",19.16,-0.70,"555,654,059","0.03""",,,,,,,,,
"""WES",Wesfarmers ,FPO,"2,221,110","424,872",19.12,-1.53,"1,005,143,738","0.04""",,,,,,,,,
"""EWC",Energy World Corporation,FPO,"498,982","94,699",18.97,0.00,"1,561,166,672","0.00""",,,,,,,,,
"""MIN",Mineral Resources ,FPO,"326,579","61,829",18.93,1.59,"142,902,861","0.04""",,,,,,,,,
"""MGX",Mount Gibson Iron ,FPO,"1,668,655","315,377",18.90,1.70,"1,076,928,611","0.02""",,,,,,,,,
"""CCL",Coca-Cola Amatil ,FPO,"1,270,770","238,968",18.80,-0.35,"748,208,467","0.03""",,,,,,,,,
"""SEK",Seek ,FPO,"1,000,384","188,012",18.79,1.02,"335,766,988","0.05""",,,,,,,,,
"""EQN",Equinox Minerals ,CDI,"1,165,906","218,998",18.78,-1.46,"706,586,545","0.03""",,,,,,,,,
"""AWB",AWB ,FPO,"3,851,839","722,179",18.74,-2.20,"817,304,356","0.08""",,,,,,,,,
"""AAX",Ausenco ,FPO,"397,915","74,098",18.62,5.01,"121,861,958","0.06""",,,,,,,,,
"""CFE",Cape Lambert Resources ,FPO,"1,692,297","315,216",18.62,-1.02,"565,166,467","0.05""",,,,,,,,,
"""ROC",Roc Oil Company ,FPO,"1,255,446","233,395",18.59,-0.75,"713,154,560","0.03""",,,,,,,,,
"""LEI",Leighton Holdings ,FPO,"382,000","70,836",18.54,-0.10,"298,271,836","0.02""",,,,,,,,,
"""TRY",Troy Resources,FPO,"35,648","6,559",18.39,0.00,"87,448,889","0.00""",,,,,,,,,
"""WOW",Woolworths ,FPO,"2,699,501","483,137",17.89,-1.58,"1,239,795,688","0.03""",,,,,,,,,
"""SKE",Skilled Group ,FPO,"150,245","26,676",17.75,4.39,"190,737,158","0.01""",,,,,,,,,
